panel,family_set,estimator,n_books,rho_pooled,rho_within,rho_between,eta2_is,eta2_oos,null_lo,null_hi,null_sd,within_inside_null,share_lost
B136,NO_MADIST,DOWN,60,0.7830882833409245,0.8021791502068586,-0.6372169340008802,0.004233494918123809,0.026432793268285786,-0.21716516171232883,0.27749359178945543,0.12313070685781997,False,-0.024378945863531287
B136,NO_LOWVOL,OLSD,60,0.1916541846835114,0.2625482433946309,-0.9427899866705117,0.004843448814589951,0.2608974487568847,-0.18822608117560163,0.20556072915603524,0.10282579320783161,False,-0.3699061349909505
B136,NO_LOWVOL,OLSM,60,0.20332999909406094,0.19966703673633873,0.6803407686291123,0.008290564034562695,0.24698993762597685,-0.21244500624875212,0.21484530374505542,0.10598570056363024,True,0.0180148643783139
B136,NO_LOWVOL,DOWN,60,0.47090821926336257,0.5383933458126761,-0.6710376998943172,0.0016535649075190581,0.1940888150363992,-0.18298148562757743,0.23594942846283437,0.10994283212610645,False,-0.1433084490537877
SMALL,ALL4,OLSD,80,0.365222366909008,0.43716784907489353,-0.003362319199911067,0.010598407413804948,0.2938583286439157,-0.1903076570395522,0.20350412269982512,0.10326244278410676,False,-0.19699089838002748
SMALL,ALL4,OLSM,80,0.040994793471368286,0.1100391678671771,-0.9456209686725967,0.007208508562533322,0.3492893699269415,-0.19426518898125245,0.229930752610163,0.10803804977465112,True,-1.6842230085640266
SMALL,ALL4,DOWN,80,0.5054430695878106,0.550562668784773,0.4708818646633064,0.027447451795000872,0.2658404542271272,-0.21517977812926356,0.2517643713269124,0.11937524844643417,False,-0.08926742082695394
SMALL,NO_MOM,OLSD,60,0.6369191154190776,0.7182942825912028,0.18605289603579733,0.01983980060756165,0.2291152617038991,-0.2541424159355995,0.2940094768547221,0.14383478195178578,False,-0.12776373828658327
SMALL,NO_MOM,OLSM,60,0.28323390423849465,0.43001218688425796,-0.9440585306147132,0.01643385633663477,0.31993542465609953,-0.24532788200742286,0.2609898565411199,0.12902582704047472,False,-0.5182228555595869
SMALL,NO_MOM,DOWN,60,0.777345249925158,0.8229977899764878,0.5748505421716213,0.052874074060112644,0.19380932651061644,-0.26606979803835146,0.3466817973839077,0.1599992503323092,False,-0.05872878242418689
SMALL,NO_MOMVS,OLSD,60,0.2035933114008433,0.2608347709742481,-0.43842565598370276,0.0069768578490423975,0.26709858489618915,-0.2137542628580061,0.2306831193925583,0.11126630192330518,False,-0.2811558944620993
SMALL,NO_MOMVS,OLSM,60,-0.10753482711282357,-0.10103352988918975,-0.767519640267876,0.0031415856596306692,0.3193078542443103,-0.2288120093180135,0.2517652743172007,0.12374586537731602,True,0.060457596838025096
SMALL,NO_MOMVS,DOWN,60,0.23105815214783668,0.27766863782081197,-0.2990586233966685,0.00770748258169326,0.22493067830540456,-0.2102498805279619,0.21978986399685638,0.11298240537194706,False,-0.20172621151731862
SMALL,NO_MADIST,OLSD,60,0.3328086285114297,0.41721342717057086,-0.27196979559355267,0.010184536872888962,0.2979553785276584,-0.21509965730040134,0.23149815620009254,0.1145170308192733,False,-0.2536136128340867
SMALL,NO_MADIST,OLSM,60,0.020973489312396627,0.09463694202172793,-0.996085582063195,0.009590910475954492,0.3305596362535634,-0.2252919917738296,0.2442791644207803,0.11782687747083812,True,-3.512217333612278
SMALL,NO_MADIST,DOWN,60,0.48736651226661604,0.5411201458468555,0.3862929707305931,0.02563321995840119,0.2744892451138597,-0.2376171504967367,0.2885525481418235,0.13813106660527286,False,-0.11029406458446478
SMALL,NO_LOWVOL,OLSD,60,0.38550286762358243,0.4491784534817829,0.31537178366943946,0.006783904482333289,0.313275887765343,-0.21498713619124782,0.24176539040321016,0.1157260216550266,False,-0.16517538832000445
SMALL,NO_LOWVOL,OLSM,60,0.04497516596337304,0.1026736386176585,-0.88116260932326,0.004583115898928735,0.3704111466053472,-0.22430681397888313,0.23614131338727065,0.12117920694414921,True,-1.2828962699387048
SMALL,NO_LOWVOL,DOWN,60,0.5213591713146252,0.5638921023668205,0.6920781972059543,0.015431214193991401,0.2755780735764147,-0.22793354939895868,0.2760618882566324,0.12981010303341822,False,-0.08158086285304456
