panel,family_set,estimator,n_books,rho_pooled,rho_within,rho_between,eta2_is,eta2_oos,null_lo,null_hi,null_sd,within_inside_null,share_lost
U56,ALL4,OLSD,80,0.837320012162083,0.8325098804710811,0.9643808761920912,0.04608542587175799,0.0950539451292807,-0.23948758314035157,0.3083397575939286,0.14083729247573798,False,0.005744675418161038
U56,ALL4,OLSM,80,0.7417636260666256,0.7358815379723387,0.8780764675862794,0.06646460488561558,0.164050233014067,-0.23851585423716484,0.28829840408908725,0.13392311869325002,False,0.007929868609867108
U56,ALL4,DOWN,80,0.9196255997747184,0.9190396898822748,0.9380694599563736,0.05521814332238825,0.04336943602330106,-0.23749741526210197,0.282150041921296,0.13484658284799225,False,0.0006371178581665582
U56,NO_MOM,OLSD,60,0.8456814915358563,0.8408778331183223,0.9995327493687644,0.0348661733032398,0.07429378554170989,-0.2562411443077948,0.33237574575940665,0.15315828036340576,False,0.005680221768611604
U56,NO_MOM,OLSM,60,0.7358323698703868,0.7279263632587983,0.927996129145552,0.050513904720797975,0.13988245568851812,-0.2891254874667547,0.3167133768075959,0.1593811838665681,False,0.010744303913921449
U56,NO_MOM,DOWN,60,0.9342758656121517,0.932337880173487,0.9991166428075889,0.037968947435267124,0.02912171175750527,-0.25139862840622756,0.320921646487576,0.14907273276010738,False,0.002074318207283432
U56,NO_MOMVS,OLSD,60,0.8349256652689631,0.8295315285379964,0.9584861272170636,0.04831586751243554,0.09325008924383293,-0.258506452335472,0.3188988020349011,0.15379964239952545,False,0.006460619136949175
U56,NO_MOMVS,OLSM,60,0.7958004475890069,0.7917308721367237,0.8823281447980176,0.06328064137031912,0.11900251155968067,-0.25440287529382827,0.29420985099129515,0.14070860362584972,False,0.005113813977628001
U56,NO_MOMVS,DOWN,60,0.9047555446879668,0.9032811701268803,0.9384873757649663,0.06746789094773656,0.05058380691122069,-0.27815249345202653,0.34046128374826384,0.1635122461027352,False,0.0016295833385525649
U56,NO_MADIST,OLSD,60,0.8860991769525497,0.8837909822331882,0.9826806043044896,0.0302744735860221,0.05544948020165869,-0.2726516216890758,0.3325899172318588,0.15584209183773579,False,0.0026048943271788083
U56,NO_MADIST,OLSM,60,0.7579757972661135,0.7671597210856322,0.89236788156826,0.03000852051804578,0.14268809400863902,-0.2682956106216853,0.2912012624020318,0.1435629905047655,False,-0.01211638135761528
U56,NO_MADIST,DOWN,60,0.9245577236106073,0.9257250048707621,0.9243589082740483,0.026212578869290747,0.012700060552956891,-0.27219321394234924,0.29993771000080444,0.14724467841654987,False,-0.0012625293481907107
U56,NO_LOWVOL,OLSD,60,0.7140173124067603,0.720400494286367,0.8106152631480358,0.018589244485379283,0.0896832712282991,-0.2362024792692703,0.262538137993134,0.12896684285211177,False,-0.008939813879429215
U56,NO_LOWVOL,OLSM,60,0.5845601278306414,0.5527876640683873,0.9220319756875114,0.07639488438831639,0.09983523764369598,-0.24365393595051205,0.2916707000597453,0.137021109494884,False,0.05435277270819805
U56,NO_LOWVOL,DOWN,60,0.9103764091429183,0.9107787681759388,0.9076147743559567,0.06319197029602769,0.07340527511315967,-0.2532138901404585,0.32838898771419645,0.1493926122291481,False,-0.0004419699686630807
B136,ALL4,OLSD,80,0.34261639037852964,0.4118226698611196,-0.4054739221625264,0.010491348236905614,0.2189229636648443,-0.17674764697112239,0.19435761380249034,0.0946641915117101,False,-0.20199348725298694
B136,ALL4,OLSM,80,0.36046546028253273,0.3727064506822393,0.625576719686961,0.012822644025695995,0.2185735035138334,-0.18220364625622126,0.1895038193217455,0.09651482169342221,False,-0.033958844184716286
B136,ALL4,DOWN,80,0.558913077060275,0.6136166434210457,-0.5033588916138358,0.003744835888052002,0.13337272933699454,-0.1771214826392899,0.2027551940920539,0.09689556107835454,False,-0.0978749086503683
B136,NO_MOM,OLSD,60,0.32437448411091563,0.405393501864258,-0.69654371482323,0.016803578273556042,0.1840236120894041,-0.1806730829441507,0.1962599407972786,0.09987495524529559,False,-0.2497700088075947
B136,NO_MOM,OLSM,60,0.3507105954611981,0.37578133400999963,0.3714743165939761,0.005480771959822512,0.1817618723958887,-0.2177771641846056,0.21961234579977273,0.11142649423058647,False,-0.07148554641137239
B136,NO_MOM,DOWN,60,0.5400573976392887,0.6003434408952164,-0.8756136116419161,0.007059177207134098,0.1097736565468012,-0.19221275796667023,0.22519787315192352,0.1062690588437123,False,-0.11162895558777897
B136,NO_MOMVS,OLSD,60,0.2854882440433984,0.34353260698566407,-0.32053316081134164,0.0004772377453712493,0.29065389985835455,-0.2123594275932609,0.22083154378296366,0.11139255726982401,False,-0.20331612300449775
B136,NO_MOMVS,OLSM,60,0.3177502710235612,0.31395776470848313,0.9545265318019263,0.011187642324668595,0.2864932120865845,-0.23060680310237547,0.23644546606325398,0.12055935420220273,False,0.011935493564997901
B136,NO_MOMVS,DOWN,60,0.49702906008261283,0.5526142085584577,-0.021815815503818583,0.0020550629546385634,0.18798899822173576,-0.20963705038393127,0.22462520993689375,0.11229598121444538,False,-0.11183480592987016
B136,NO_MADIST,OLSD,60,0.6228808933268879,0.6688007495738815,-0.3502651724088003,0.0177929903449305,0.07921221575927827,-0.2139472495133288,0.2411510285581466,0.11334157136693633,False,-0.07372172872686722
B136,NO_MADIST,OLSM,60,0.5481212155964698,0.5840285083102803,-0.10323013163276164,0.014608606335096813,0.09363023405942489,-0.22048294298864002,0.23624514533858482,0.11759599722151082,False,-0.06550976625623939
