L,f,panel,cost,obs_band,null_median,null_sd,pct,grid
400,0.0,U56,0.0,0.27438493248632356,0.19414992221460203,0.08039589650845004,0.821,
400,0.0,U56,10.0,0.2755164032200668,0.19186418553928727,0.07617923286512468,0.84,
400,0.0,U56,25.0,0.2774455507581256,0.2068857292607732,0.07975627085083765,0.81,
400,0.0,B136,0.0,0.12965816640782124,0.20083681513843402,0.080977330312003,0.149,
400,0.0,B136,10.0,0.10463818963870915,0.19751571275937468,0.0817069115479226,0.064,
400,0.0,B136,25.0,0.11987609549525438,0.2129737255659483,0.08382718156866352,0.094,
400,0.25,U56,0.0,0.14601990833252507,0.1886654853190917,0.08173215464903687,0.264,
400,0.25,U56,10.0,0.1307266290136347,0.19207891768191127,0.0744425301525451,0.185,
400,0.25,U56,25.0,0.107660360492985,0.19819015921483268,0.08163429291762245,0.085,
400,0.25,B136,0.0,0.08580819064761946,0.19541153197214756,0.08236082619563535,0.027,
400,0.25,B136,10.0,0.07671009650786915,0.19831870741519875,0.08067111438934031,0.015,
400,0.25,B136,25.0,0.06619476388793806,0.2043912915241255,0.08198892301930054,0.018,
400,0.5,U56,0.0,0.08014390786571687,0.1816577879757737,0.0792417958104275,0.033,
400,0.5,U56,10.0,0.040015172232821195,0.1816944944512326,0.07541353734785619,0.0,
400,0.5,U56,25.0,0.06506515516149788,0.19107061887592483,0.08361077515137796,0.015,
400,0.5,B136,0.0,0.11564317942865412,0.18807886085984757,0.0816803396312383,0.155,
400,0.5,B136,10.0,0.1278071990272632,0.18202503474978737,0.08027796236676595,0.206,
400,0.5,B136,25.0,0.1340804852143344,0.19118276581911542,0.08232870537199284,0.216,
400,0.75,U56,0.0,0.09770990703337759,0.15224884184551812,0.07510560792300851,0.171,
400,0.75,U56,10.0,0.07798206258441931,0.15278490782120424,0.07277361549209041,0.065,
400,0.75,U56,25.0,0.11121268525641677,0.15964363758361472,0.07884869034581393,0.215,
400,0.75,B136,0.0,0.07869983854659894,0.15699381291035716,0.07832770656638437,0.078,
400,0.75,B136,10.0,0.07278486438987318,0.15698180319908697,0.0734939190039161,0.048,
400,0.75,B136,25.0,0.07855990187698865,0.1639647383130271,0.07725798954807642,0.059,
400,0.9,U56,0.0,0.09907137786691161,0.10760461175111563,0.06116518406345821,0.439,
400,0.9,U56,10.0,0.08632916323157604,0.11001795696025937,0.057723274812071214,0.319,
400,0.9,U56,25.0,0.05089910257329758,0.10804774824766751,0.05865214519393335,0.067,
400,0.9,B136,0.0,0.08550291019618383,0.11271532878760782,0.060431073616602486,0.291,
400,0.9,B136,10.0,0.09635316800851344,0.10809084237831929,0.05904824011125098,0.408,
400,0.9,B136,25.0,0.11912390843921489,0.11248910851042353,0.0620462066286132,0.548,
550,0.0,U56,0.0,0.23899842433953006,0.1641066532329032,0.06699602460634958,0.861,
550,0.0,U56,10.0,0.23950866214137745,0.15838013101279388,0.06356985290770119,0.871,
550,0.0,U56,25.0,0.2387850958100833,0.1735688629811824,0.0694432505010769,0.796,
550,0.0,B136,0.0,0.18584710843138882,0.16726713287884917,0.06698492196175641,0.618,
550,0.0,B136,10.0,0.2148885740087793,0.16685661757708117,0.06522332498119764,0.737,
550,0.0,B136,25.0,0.23757911961582856,0.1788485582587545,0.07026215731427732,0.774,
550,0.25,U56,0.0,0.22624491518721274,0.16137637895879323,0.06613268702946143,0.837,
550,0.25,U56,10.0,0.22678206185140926,0.15875632893347968,0.06349048211267098,0.842,
550,0.25,U56,25.0,0.19599276220929004,0.16906061392465427,0.0680302560817785,0.644,
550,0.25,B136,0.0,0.07466467624023217,0.16248818657603542,0.0675420757851988,0.045,
550,0.25,B136,10.0,0.05572732753644945,0.16705744164622743,0.06526308913080603,0.012,
550,0.25,B136,25.0,0.06320222031437747,0.17601902477258102,0.06831853107577279,0.014,
550,0.5,U56,0.0,0.15284761399401597,0.15012028497797858,0.06680487958892609,0.523,
550,0.5,U56,10.0,0.15556888116449546,0.15032009738424046,0.06343672071719726,0.534,
550,0.5,U56,25.0,0.16688900376607257,0.1589390530835315,0.06909422976327129,0.539,
550,0.5,B136,0.0,0.10040007879997997,0.15587954182569574,0.0667519590188711,0.147,
550,0.5,B136,10.0,0.09723962465220166,0.15972891922983323,0.06681878174220995,0.136,
550,0.5,B136,25.0,0.09054485275588088,0.1675041173065,0.06705896493499662,0.087,
550,0.75,U56,0.0,0.08511708321589716,0.12980088984046037,0.06357281793181553,0.174,
550,0.75,U56,10.0,0.12199982744410448,0.1273519154512599,0.05967864234823013,0.46,
550,0.75,U56,25.0,0.15776556793988827,0.13945501132021598,0.0679631533545241,0.619,
550,0.75,B136,0.0,0.0766528240296949,0.13365104021057478,0.06433383814060811,0.144,
550,0.75,B136,10.0,0.046209739875914355,0.1355720857117777,0.0629745940407192,0.025,
