arm,panel,cost,share,k,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.05,0.1,1.0061352856896477,0.28311248055923066,1.051862435606563,-0.2610950482580342
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.1,0.0,1.0681399925817499,0.2002113697975363,0.9818204774778317,-0.24299228823582586
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.15,0.75,0.9976513837062227,0.1961523675391521,1.0082956382135844,-0.23203208022887223
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.2,0.25,1.0229004593659092,0.18618303798377256,1.037168697901524,-0.20921392439599062
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.27,0.5,1.022233817497491,0.1887650857887646,1.1329223535276174,-0.20521034315876097
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.35,0.25,1.002067269728592,0.16686814470149747,1.119693511325114,-0.19918576197695215
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.53,-0.25,0.9847944793909007,0.125117782408805,1.0521279015243812,-0.17401483002346507
"A_IS      (IS-Sharpe argmax k, per cell)",u56,10.0,0.75,-0.25,0.9726104509919196,0.12702939473765684,1.1196487881849824,-0.17481243945280833
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.05,0.1,0.8695093450729025,0.23491645937632444,0.9113821123359402,-0.2916309897157551
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.1,0.0,0.904600948238671,0.1641084271343718,0.8346145624896801,-0.2508033184077062
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.15,0.5,0.845705839326032,0.16218066467447612,0.8665506017815595,-0.24852378694812383
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.2,0.25,0.8777816674942519,0.1586272013317629,0.9068187140780252,-0.21629973833296012
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.27,0.5,0.8774853825493735,0.16384195147556535,1.004003802986583,-0.206506379951936
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.35,0.25,0.8601289983036446,0.14543887870695316,0.9940024734425805,-0.2002034949813798
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.53,-0.25,0.8340724753387097,0.1060940235951755,0.9083892264112422,-0.17534505878389595
"A_IS      (IS-Sharpe argmax k, per cell)",u56,25.0,0.75,-0.25,0.8357527414489666,0.11070923192685056,0.9895663644255791,-0.17637880753276192
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.05,0.5,1.1162986561809614,0.22305442070255066,1.006979113954756,-0.2970795275592937
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.1,0.25,1.1464599973690885,0.15660525209439702,0.8598006010303624,-0.231502626718312
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.15,0.75,1.1403674974917795,0.1664119879977619,0.9619135981549877,-0.22875263980856542
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.2,0.75,1.124637993666058,0.16614407709032286,1.0172404065796175,-0.21478051027695644
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.27,0.75,1.0492669032194017,0.1448970278866164,0.9752204871184598,-0.21258023418827054
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.35,-0.5,1.0394148371307663,0.08331271241205451,0.7891842659732634,-0.18773780569069032
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.53,-0.1,1.0157417335987313,0.11729815611022909,0.9970584670925838,-0.18947824144742353
"A_IS      (IS-Sharpe argmax k, per cell)",broad,10.0,0.75,0.1,1.0092103808833048,0.11709601908630285,1.03878458220709,-0.18644609677449908
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.05,0.5,0.9486680393824493,0.17511215073893904,0.8290903246565654,-0.3225936163911399
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.1,0.25,0.9831316242417758,0.1230347117380548,0.7050046085238197,-0.23212232527070165
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.15,0.75,0.9747891832300348,0.13433585794437342,0.8032719520730026,-0.2443675448134388
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.2,0.75,0.9630096102980601,0.13598638363744087,0.8575129357724778,-0.21927266196828576
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.27,0.75,0.8964447641250147,0.11863869043757647,0.8204340184801393,-0.2265898051672579
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.35,0.1,0.8672632921546474,0.10156554877920199,0.7955689086419125,-0.20025720271575942
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.53,0.25,0.8815586966152901,0.10340853366733227,0.8621687163481423,-0.19926703845759142
"A_IS      (IS-Sharpe argmax k, per cell)",broad,25.0,0.75,0.1,0.8834002854187109,0.1017967416861234,0.9156878291880334,-0.19161816869474535
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.05,-1.0,0.8730058149728526,0.01749862273035485,0.1998325273542768,-0.30756880068556036
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.1,-1.0,0.741314829846629,0.0312639790366398,0.3098896309604438,-0.3196625930164041
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.15,-0.5,0.8047104638509732,0.03680299776981677,0.33371363470480786,-0.34467841753871997
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.2,-0.75,0.7959387857067797,0.05342630002242066,0.4670288227965988,-0.3381865999135203
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.27,-0.75,0.7060537018134591,0.051163902061334365,0.44665463577499503,-0.3518371825518236
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.35,-0.75,0.7006479318640453,0.045892640074848945,0.40326747903866855,-0.3778178246537841
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.53,-1.0,0.5818739729428218,0.04925715430149369,0.4256674271391129,-0.3731238779524225
"A_IS      (IS-Sharpe argmax k, per cell)",small,10.0,0.75,-0.75,0.42904152659392236,0.04475558115489808,0.3855083236875714,-0.38555175759611937
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.05,-1.0,0.44815967205668295,-0.028170773009827843,-0.15837739538919804,-0.41314913735433545
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.1,-1.0,0.34700544581894793,-0.011032160611106123,-0.02614550095670555,-0.35762579246470516
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.15,-0.5,0.5189309147022778,-0.0017131015300013708,0.05598130419564256,-0.38154292048793303
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.2,-0.75,0.5038998826963516,0.0167571461669187,0.1932720594846612,-0.3736175038446118
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.27,-0.75,0.4570823073576638,0.017626389090967587,0.19906646427629818,-0.3818391573461276
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.35,-0.75,0.47765376953159444,0.014964948375020493,0.1783019070724255,-0.40390490898651743
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.53,-1.0,0.38858895368755275,0.021863668636024736,0.22844832268020415,-0.39589258546299055
"A_IS      (IS-Sharpe argmax k, per cell)",small,25.0,0.75,0.1,0.2727994074400383,0.0129571643264077,0.16153611403703425,-0.42262881594779234
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.05,0.1,1.0061352856896477,0.28311248055923066,1.051862435606563,-0.2610950482580342
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.1,0.1,0.990406000284528,0.2003049646572348,0.9647338017540004,-0.21766541029579967
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.15,0.1,0.9675904995794075,0.18374609180519252,1.0065674547772354,-0.20583854364188103
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.2,0.1,1.0172534586240554,0.1767191284031573,1.019069106124495,-0.2008981921692734
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.27,0.1,0.9086523458989592,0.171289250677501,1.0974138169305463,-0.19229591532759271
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.35,0.1,0.9937976022096869,0.16965530369219484,1.1549695788323706,-0.1919276601546267
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.53,0.1,0.9747639646105757,0.1480428806794316,1.1391164377374252,-0.18801900982136632
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,10.0,0.75,0.1,0.9548324017883869,0.13909159549345507,1.179249176940693,-0.17541656396917016
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.05,0.1,0.8695093450729025,0.23491645937632444,0.9113821123359402,-0.2916309897157551
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.1,0.1,0.8424596539475252,0.16673982762540218,0.8312947773482176,-0.21868985499412052
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.15,0.1,0.8182266206155874,0.15496476156462635,0.8731794047021557,-0.20706255160989295
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.2,0.1,0.870383213357519,0.14965517524443706,0.8859603248141408,-0.20247397697098035
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.27,0.1,0.7517067724267529,0.14729146587209185,0.9637366070644193,-0.19342932095252885
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.35,0.1,0.8508474512216725,0.14816840328733716,1.0267854615603065,-0.19311177320968265
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.53,0.1,0.8313671373984391,0.1294568210567968,1.011708242487971,-0.18954551514404205
"A_EXACT   (k = +0.10, the unsmoothed crossing)",u56,25.0,0.75,0.1,0.8235743058965598,0.12290009884026798,1.055533677564759,-0.17698178600733416
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.05,0.1,1.0316974199897524,0.18658683331516368,0.8943147357136356,-0.23524053287267932
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.1,0.1,1.0678377784587538,0.1491289788383705,0.8428317955621646,-0.2268448468226455
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.15,0.1,1.04701380074442,0.13444940340461486,0.8524563673246579,-0.2175102485205508
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.2,0.1,1.0655393086027012,0.1429692884156284,0.9490796579017853,-0.21930660274114377
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.27,0.1,1.0219051246593223,0.1323090497805075,0.9519798993305625,-0.2043470653511108
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.35,0.1,1.0071335145520788,0.12184430454230255,0.9334620329241617,-0.1973091095534807
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.53,0.1,0.973391511189538,0.12027147408905625,0.9958194123594778,-0.1913104610298284
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,10.0,0.75,0.1,1.0092103808833048,0.11709601908630285,1.03878458220709,-0.18644609677449908
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.05,0.1,0.8645270068174606,0.14662747792760933,0.7370286113890294,-0.24466848666961905
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.1,0.1,0.9041492289084764,0.11755404986496654,0.6924737529859437,-0.22803859337743515
