arm,panel,cost,share,k,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.15,0.1,0.8937317167659155,0.10716015375212051,0.7037004936849426,-0.21843381372615278
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.2,0.1,0.9165848166880054,0.11795798327802132,0.8044797044105262,-0.22052129025425693
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.27,0.1,0.8766370039753998,0.10997302391485486,0.8103714876271843,-0.20546192640781324
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.35,0.1,0.8672632921546474,0.10156554877920199,0.7955689086419125,-0.20025720271575942
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.53,0.1,0.8394858164021889,0.10259835484899016,0.8643696858521811,-0.19434610936304997
"A_EXACT   (k = +0.10, the unsmoothed crossing)",broad,25.0,0.75,0.1,0.8834002854187109,0.1017967416861234,0.9156878291880334,-0.19161816869474535
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.05,0.1,0.07510129013234779,0.11524079817912991,0.5813938746981279,-0.3324104537830067
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.1,0.1,0.3718615403758113,0.09605030476231557,0.5646884850928757,-0.3120795633436212
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.15,0.1,0.450488618154754,0.05938038101122012,0.40950475075707665,-0.3478996714390197
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.2,0.1,0.23421973886037425,0.07167168045784966,0.4881805267581505,-0.34161580784513534
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.27,0.1,0.2803377759951117,0.06059207087480645,0.44170150811855774,-0.3184983532403136
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.35,0.1,0.33382407535796516,0.05435785724074105,0.4153676866294235,-0.34258005260643654
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.53,0.1,0.37056850798357316,0.050404862635544,0.403030348387567,-0.3753860303007205
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,10.0,0.75,0.1,0.4187108230219868,0.036488479275643027,0.3188437353675875,-0.402694886825832
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.05,0.1,-0.12352873311560739,0.06484202268671169,0.384727260833041,-0.34429917810161037
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.1,0.1,0.18573685883780394,0.055116587457545885,0.37122277173714396,-0.33501854121850394
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.15,0.1,0.27013275478671384,0.023582780016298655,0.21963421027845292,-0.3781454577116956
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.2,0.1,0.05746693180917853,0.038363457842833126,0.3048669491748768,-0.37007561983581116
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.27,0.1,0.1087498988023889,0.03008975937817171,0.26328633832028503,-0.34381022900969516
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.35,0.1,0.1683648604924988,0.025291499041735666,0.23768048339967165,-0.3693312536912501
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.53,0.1,0.21466254491424933,0.02470723575494449,0.2379198503269074,-0.39741312230021986
"A_EXACT   (k = +0.10, the unsmoothed crossing)",small,25.0,0.75,0.1,0.2727994074400383,0.0129571643264077,0.16153611403703425,-0.42262881594779234
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.05,0.5,0.7114950937932188,0.2414057007741559,0.9077869007751135,-0.3104648562629422
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.1,0.5,0.909461425429829,0.20778401862936557,0.9533567322569251,-0.26265419833294823
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.15,0.5,0.9958354707446795,0.19386244005819186,1.0041732922094946,-0.2409096787114392
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.2,0.5,1.0197435981470193,0.1876966524144601,1.0273101715940474,-0.21793652318003354
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.27,0.5,1.022233817497491,0.1887650857887646,1.1329223535276174,-0.20521034315876097
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.35,0.5,0.9445660762898379,0.180826537756549,1.1796967157028928,-0.202327058550841
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.53,0.5,0.9274608322725969,0.15556293943705324,1.1693322559301351,-0.19001634115304422
"A_HM3     (k = +0.50, idea 439's headline window)",u56,10.0,0.75,0.5,0.9454250298055707,0.1405111054039141,1.1761434337641887,-0.17672184629561138
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.05,0.5,0.5629207416826884,0.19175432976532036,0.7629797144900512,-0.3374636854594538
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.1,0.5,0.754666940370593,0.17008245480924544,0.812025602814698,-0.2853580767826799
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.15,0.5,0.845705839326032,0.16218066467447612,0.8665506017815595,-0.24852378694812383
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.2,0.5,0.8700173440510782,0.15866504468662246,0.8927406183286578,-0.22545057557777914
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.27,0.5,0.8774853825493735,0.16384195147556535,1.004003802986583,-0.206506379951936
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.35,0.5,0.7967930176673831,0.15847266632671086,1.0526599273644694,-0.20347410664898902
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.53,0.5,0.7853692648696089,0.13680642655136643,1.0439041328992957,-0.19124455468436452
"A_HM3     (k = +0.50, idea 439's headline window)",u56,25.0,0.75,0.5,0.8122836106179736,0.12406419083971887,1.0522516458072737,-0.17835237342431431
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.05,0.5,1.1162986561809614,0.22305442070255066,1.006979113954756,-0.2970795275592937
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.1,0.5,1.0830956230960784,0.18554105014246547,0.966226175450549,-0.22587052646322248
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.15,0.5,1.077043775648627,0.15145814162444626,0.8974483357222973,-0.23383495731667647
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.2,0.5,1.0665893866059213,0.15813036291998528,0.9825963504375119,-0.21485816326671747
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.27,0.5,1.0308335562238315,0.1471384041104984,0.9995133705151147,-0.20135534273190525
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.35,0.5,0.9884996585020194,0.13714990390429627,0.9961306080175941,-0.19797831273228128
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.53,0.5,1.0014444859697287,0.12376263744012683,0.9981487733287701,-0.1968407472665582
"A_HM3     (k = +0.50, idea 439's headline window)",broad,10.0,0.75,0.5,0.9861544745387828,0.12234777947212261,1.070799812045169,-0.18666503393083844
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.05,0.5,0.9486680393824493,0.17511215073893904,0.8290903246565654,-0.3225936163911399
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.1,0.5,0.9159926252930152,0.14874251530817828,0.8050640261452721,-0.23902648635598023
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.15,0.5,0.9141057235942449,0.12064161824965658,0.7412985656539883,-0.23510767241178487
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.2,0.5,0.908566708987243,0.12954351053614,0.8288766004649495,-0.22511704753739448
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.27,0.5,0.882859905927287,0.12219959514550927,0.8508851060308561,-0.21347902203947344
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.35,0.5,0.8399878033622417,0.11469201839490939,0.8518967910876302,-0.2007146648637227
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.53,0.5,0.8643490472249501,0.10499722706677383,0.8625652366984279,-0.2107242608110772
"A_HM3     (k = +0.50, idea 439's headline window)",broad,25.0,0.75,0.5,0.8587829299785437,0.1066473732508777,0.9462983702235195,-0.19178241785618388
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.05,0.5,-0.17012021843384265,0.04989870826500664,0.32259395799096724,-0.34767843723208347
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.1,0.5,0.1833805498654344,0.09041398851782811,0.5282230295321872,-0.3534404680195252
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.15,0.5,0.25576197611667,0.06833369693459668,0.4497689824302873,-0.3319815208051743
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.2,0.5,0.22211713581548706,0.06906441986894096,0.4666987588021915,-0.3372758657243312
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.27,0.5,0.21626872154553925,0.05003813971220472,0.37319080274880073,-0.3677114810937834
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.35,0.5,0.23859738328963578,0.04474618794082974,0.35028614807949104,-0.36745352741374304
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.53,0.5,0.2800799506224797,0.026227821843162413,0.24496259007483884,-0.4121963178824808
"A_HM3     (k = +0.50, idea 439's headline window)",small,10.0,0.75,0.5,0.3927201914516808,0.029260414310159355,0.2686115270212083,-0.4157573475159426
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.05,0.5,-0.41291229297573756,-0.009403611390237043,0.0822687742922247,-0.49185230611351105
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.1,0.5,-0.050068059285595226,0.03837047795595838,0.287296656373694,-0.3786939464934497
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.15,0.5,0.038651666647481375,0.023248970791406087,0.2170852540459112,-0.37245917480524926
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.2,0.5,0.015717759429576057,0.028296160318631802,0.2465829989449312,-0.37259722953854146
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.27,0.5,0.022740967749354205,0.01318753541372164,0.16247545182273726,-0.3991843357569328
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.35,0.5,0.050627629171069846,0.01088018076503694,0.14833389441655526,-0.3971319826768356
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.53,0.5,0.11008113272135246,-0.002845759278313098,0.05952545711596109,-0.43622053862734333
"A_HM3     (k = +0.50, idea 439's headline window)",small,25.0,0.75,0.5,0.23865152504389772,0.003799481353260692,0.10030266242938775,-0.4372422082938927
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.05,1.0,0.6400632753652835,0.23223658279446813,0.8775023227307589,-0.31745494478907854
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.1,1.0,0.9949241474418813,0.22842383855783477,1.0210725641011547,-0.26423925500249756
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.15,1.0,0.9500336277702031,0.19247497274529257,0.9921476183175637,-0.22564138775263232
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.2,1.0,0.9833723104799121,0.21408153527654017,1.1279816480054292,-0.2154148374672038
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.27,1.0,0.9746584539867125,0.20819163100263394,1.2179185487857933,-0.2080725861838265
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.35,1.0,0.9237825390400123,0.19403761377926032,1.2345273643523447,-0.2025118099628742
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.53,1.0,0.9584309013193243,0.1574454159501557,1.1686631370363507,-0.19145483193163737
"A_HM5     (k = +1.00, the widest window)",u56,10.0,0.75,1.0,0.9177074424322504,0.14099176596017116,1.1777377728092115,-0.17696314615525666
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.05,1.0,0.4826026434087914,0.17976625635364818,0.724243455759185,-0.3479349800370861
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.1,1.0,0.8442142283862619,0.18752890561243363,0.8714238849870145,-0.2756089884788796
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.15,1.0,0.7934363312863879,0.15923091779465604,0.8485777204507721,-0.22740483422399638
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.2,1.0,0.8308704021534952,0.18167195260975855,0.9836579578740198,-0.21927688199928386
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.27,1.0,0.8276378348570237,0.18093522453640865,1.0809150204338729,-0.2097142499414163
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.35,1.0,0.7731244939408336,0.1695386172218274,1.0990798350066677,-0.20378270048664104
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.53,1.0,0.8090049341569268,0.13810844956622348,1.0412523716821245,-0.19285151774775255
"A_HM5     (k = +1.00, the widest window)",u56,25.0,0.75,1.0,0.7792024395068097,0.12398985767865844,1.0499324673530994,-0.17859536804784437
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.05,1.0,1.0491311946662183,0.25231459676944046,1.1019605430621287,-0.24194827541102826
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.1,1.0,1.0321771341866837,0.1916713111731534,0.9799631866600647,-0.23507956880564151
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.15,1.0,1.1098775086383694,0.169108963873988,0.9679877437026843,-0.2303492512762182
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.2,1.0,1.0974621970561007,0.16440744736308655,0.9986154780052735,-0.22897020242923793
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.27,1.0,1.0453179489685827,0.14955424902583014,0.9978710255249021,-0.2173774692431304
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.35,1.0,0.9688476979169022,0.13827336328873718,0.9888626188024291,-0.2072114197423529
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.53,1.0,0.9730815396446737,0.1285947609847311,1.0213357347344374,-0.20156739943967406
"A_HM5     (k = +1.00, the widest window)",broad,10.0,0.75,1.0,1.0040713279087374,0.12279311081933075,1.0698864493113571,-0.18494793928985132
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.05,1.0,0.8672743877958323,0.2022082554078175,0.922250627059837,-0.2715010639569181
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.1,1.0,0.8552548594541066,0.15189607148552664,0.8093162280542238,-0.25477512081026354
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.15,1.0,0.9411404517728933,0.1355071459436108,0.8034176049007817,-0.24686195131003552
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.2,1.0,0.9327771839962347,0.13350488364623847,0.8365233412761077,-0.24588930985764368
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.27,1.0,0.8854761968977715,0.1222797466709562,0.8385310587223932,-0.23204992874564812
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.35,1.0,0.8117587082225918,0.11346732969588125,0.8321198546194563,-0.2224896615828098
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.53,1.0,0.8278750412549686,0.10795095045444336,0.8744489799503926,-0.2156261471110481
"A_HM5     (k = +1.00, the widest window)",broad,25.0,0.75,1.0,0.8735089173913655,0.10588307706330835,0.9364703705988108,-0.1948293031552697
"A_HM5     (k = +1.00, the widest window)",small,10.0,0.05,1.0,-0.04430623601539579,0.02677651724347574,0.23053623407700957,-0.4217050995168281
"A_HM5     (k = +1.00, the widest window)",small,10.0,0.1,1.0,-0.01232825541088921,0.04393937410702775,0.314521037504729,-0.35027397872162436
"A_HM5     (k = +1.00, the widest window)",small,10.0,0.15,1.0,0.03879954150019455,0.06591693326137382,0.4347221043455265,-0.33494388283205967
"A_HM5     (k = +1.00, the widest window)",small,10.0,0.2,1.0,0.07897113063409346,0.04156421975818625,0.3177229452857387,-0.3773042600748969
"A_HM5     (k = +1.00, the widest window)",small,10.0,0.27,1.0,0.1135278646145972,0.031144759224906338,0.26504173666432235,-0.38961292493189237
