name,contrib_H2,H1,H2,dH1,dH2,Sharpe,CAGR,MaxDD,closes_gap
USO,-0.00959234895573799,1.1047866702854354,0.8315957976340784,0.0,0.0290791955218348,0.9583806441487627,0.13247132461932143,-0.2005204833110833,False
WFC,-0.012131370832463882,1.1118416242283222,0.8273492887510288,0.007054953942886799,0.02483268663878513,0.9597512223482475,0.13242257582709982,-0.20052048331108308,False
ABBV,-0.019905411681433317,1.1169772270850875,0.8254995555688689,0.012190556799652086,0.022982953456625266,0.9608018746807184,0.132743000988931,-0.20052048331108308,False
QCOM,-0.0014078127012394177,1.1109780920186154,0.82401030595266,0.0061914217331799914,0.02149370384041638,0.9580099666193583,0.1318477585327349,-0.2005204833110834,False
BLK,-0.009388544035109705,1.1014997631844026,0.8231642913962948,-0.0032869071010328543,0.02064768928405114,0.9522451428426609,0.13112908746677032,-0.19942339032674095,False
JPM,-0.00312226720355146,1.0984694377618833,0.8207500720524907,-0.0063172325235520965,0.018233469940247105,0.9497629227947846,0.13087990637910552,-0.20052048331108308,False
AXP,-0.000756469772255389,1.1051237988433842,0.8198109280865273,0.0003371285579487626,0.01729432597428371,0.9522115885756339,0.13116846195475818,-0.2005204833110832,False
PGR,0.020064816116154727,1.1027251236040139,0.8174157807489647,-0.0020615466814215555,0.014899178636721078,0.9500610550328596,0.13102626978846943,-0.2005204833110832,False
UNP,-0.012212172784253593,1.1007982857812129,0.8163528630024351,-0.003988384504222564,0.01383626089019152,0.9483069513090897,0.13064065631679078,-0.20052048331108296,False
KO,-0.007373976356177691,1.1128949652100466,0.8161688816753896,0.008108294924611181,0.013652279563145964,0.9541052252617789,0.13166304087056369,-0.2005204833110832,False
XLE,-0.0034794064629220392,1.104171942174462,0.8156418983224895,-0.000614728110973406,0.01312529621024583,0.9499222982927658,0.1309354074821294,-0.2005204833110832,False
BA,-0.0070387862811914885,1.0848946340242345,0.8144699354536434,-0.01989203626120095,0.011953333341399808,0.9400849661886393,0.1294558003027424,-0.20052048331108296,False
DBC,0.005444429653981167,1.1064659605937952,0.8141331354611734,0.001679290308359782,0.011616533348929758,0.9499428214313802,0.13112596813739774,-0.20052048331108308,False
ANET,0.014043810923276135,1.0986375357890301,0.8141104627124199,-0.006149134496405306,0.011593860600176309,0.9470105170205159,0.12974902524500087,-0.2005204833110833,False
IBM,-0.004120179807921792,1.1171432295053472,0.812992111118312,0.012356559219911745,0.010475509006068418,0.9544529887182827,0.1317673595563078,-0.20052048331108308,False
PEP,-0.0002546489292336346,1.1050947547990952,0.8128009498943448,0.00030808451365982314,0.010284347782101189,0.9488107369235083,0.130795548407451,-0.20052048331108308,False
TMO,0.0015106814385955226,1.0985874227884693,0.8123549543914749,-0.006199247496966098,0.009838352279231244,0.9454052128889351,0.13024404182155025,-0.2005204833110832,False
UUP,-0.007699292908990369,1.0999851725477778,0.812352838867707,-0.00480149773765759,0.009836236755463412,0.9462267487202494,0.13092570456322372,-0.2005204833110833,False
COP,0.01226731589150489,1.1041512393058701,0.8122225402032024,-0.0006354309795653101,0.009705938090958766,0.9481244398142453,0.1305864843017761,-0.2005204833110832,False
XLU,-0.008142826898601385,1.1067427552855305,0.8121694311847171,0.0019560850000950314,0.009652829072473446,0.9492063119871745,0.13086276692422638,-0.2005204833110833,False
CRM,0.01848344409713326,1.092845600961602,0.8121480186894725,-0.01194106932383332,0.00963141657722888,0.9419922494794559,0.12922799645231198,-0.20052048331108308,False
PM,0.00018255733394372193,1.1075863407150808,0.8114168514284275,0.002799670429645351,0.008900249316183828,0.9491310757663971,0.13095971406227225,-0.20052048331108296,False
DUK,-0.0008792769666057322,1.1008298646778039,0.811207281656274,-0.003956805607631564,0.008690679544030355,0.9458474762471824,0.1304058288729566,-0.20052048331108308,False
META,0.03304462533994752,1.0831427378638487,0.8110549572797695,-0.021643932421586687,0.00853835516752588,0.9374456590996362,0.12827944725631268,-0.20052048331108308,False
NFLX,0.025446763450902025,1.0610728077220926,0.810582917278122,-0.043713862563342865,0.008066315165878413,0.9261969237646713,0.12632357944807793,-0.20052048331108285,False
V,0.0019726151516951773,1.1031515899117952,0.8104773875201129,-0.0016350803736402408,0.007960785407869264,0.9464824521785636,0.13012989644023465,-0.20086109347900793,False
SYK,-0.002260259461848321,1.1084421317757527,0.8104608297482074,0.0036554614903172578,0.007944227635963808,0.9491245164721434,0.13087471842340448,-0.2005204833110833,False
BRK-B,-0.0059639378527988176,1.1088002988801118,0.8101854811540763,0.004013628594676355,0.007668879041832666,0.9491098501937494,0.1309100878427314,-0.2005204833110834,False
BKNG,0.0024093564408522034,1.0915657101196068,0.8099878025647889,-0.013220960165828632,0.007471200452545235,0.9401214615986522,0.12902137623204135,-0.2005204833110833,False
ADP,0.002678685374120421,1.1090077948122283,0.809619366601468,0.004221124526792908,0.007102764489224422,0.9489604988159211,0.1308055080904722,-0.2005204833110834,False
HON,-0.0014995423526745965,1.0992105887723724,0.8095879399948344,-0.0055760815130629915,0.007071337882590734,0.9443162062974675,0.13010400259411092,-0.20052048331108308,False
SHW,0.0020544048085559498,1.1058771471630038,0.8089491191949698,0.0010904768775683582,0.006432517082726186,0.9470383432843918,0.13061790000752627,-0.20052048331108308,False
SCHW,0.012469631919581038,1.1091938362324592,0.8089095872651145,0.004407165947023728,0.0063929851528709,0.9484380686918478,0.13052497848904543,-0.2005204833110833,False
AMD,0.04496271303916164,1.1277012368904291,0.8085482616828145,0.02291456660499369,0.006031659570570835,0.9576037121688219,0.1308334520637895,-0.1978987908942148,False
LIN,-0.0022472093884791282,1.105415209483956,0.8085178782029703,0.0006285391985205724,0.006001276090726648,0.9466035816277315,0.13038633528287713,-0.2005204833110832,False
NEE,-0.009250465875441925,1.1084625283577694,0.8084253364670603,0.0036758580723339485,0.005908734354816647,0.9481594693954023,0.13098349902700623,-0.2100789636566438,False
CMG,0.02797223462210033,1.0630403872225445,0.8082969616558734,-0.041746283062890965,0.005780359543629765,0.9259076801550803,0.12688557813483725,-0.20052048331108308,False
UNH,-0.004497601799960815,1.1356077761206074,0.8082390842128029,0.030821105835171947,0.005722482100559256,0.9602213697180649,0.13243643408895633,-0.2005204833110832,False
BAC,0.00688660001700275,1.1044713148246135,0.8082109313456207,-0.0003153554608219533,0.005694329233377093,0.9457794129291718,0.13021243669918658,-0.20052048331108352,False
MO,-0.008776499643563428,1.091038068784542,0.807820923531462,-0.01374860150089341,0.0053043214192183274,0.9395127583725279,0.12959139099674433,-0.2005204833110832,False
ORCL,0.01808958333845662,1.1285792247896267,0.807499631821822,0.023792554504191266,0.004983029709578424,0.9574828325199989,0.13194016211882653,-0.20052048331108308,False
TXN,0.013445256898232323,1.1119136411110393,0.8074907194453146,0.007126970825603873,0.00497411733307096,0.9492138198044694,0.13062024753822166,-0.2005204833110832,False
MCD,-0.0026088438839988824,1.0934395022124095,0.8074043004777746,-0.011347168073025937,0.004887698365530935,0.9403298409113732,0.12941022487807663,-0.20052048331108308,False
CB,-0.003595633538065344,1.1138731873116237,0.8071689077736286,0.009086517026188234,0.00465230566138497,0.9498430717218892,0.1309882947675125,-0.2005204833110832,False
