claimset,tape,n_sentences,n_drivers_in_scope,n_cells,n_resolvable,n_degenerate,n_reverse,share_reverse,median_attenuation,median_rho_obs,median_rho_ctl,drivers
C_RHOONLY,T_IID,138,5,15,12,3,0,0.0,0.6672524017671396,0.2218735876485409,0.5989277993638833,D_TURN;D_N;D_N_SH;D_GROSS;D_CAD
C_RHOONLY,T_BLOCK,138,5,15,12,3,0,0.0,0.7625582951669907,0.2218735876485409,0.5699090218803258,D_TURN;D_N;D_N_SH;D_GROSS;D_CAD
C_RHOONLY,T_FACTOR,138,5,15,8,7,0,0.0,1.0051470588235294,0.2512785209513596,0.2949601291458266,D_TURN;D_N;D_N_SH;D_GROSS;D_CAD
C_CONTROLLED,T_IID,15,6,18,15,3,0,0.0,0.8203125000000001,0.16590947200681447,0.31944450269880287,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
C_CONTROLLED,T_BLOCK,15,6,18,15,3,0,0.0,0.8988095238095238,0.16590947200681447,0.2526151088287604,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
C_CONTROLLED,T_FACTOR,15,6,18,10,8,0,0.0,1.0003097893432464,0.16218496146444092,0.23122970279034685,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
C_ALL,T_IID,153,6,18,15,3,0,0.0,0.8203125000000001,0.16590947200681447,0.31944450269880287,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
C_ALL,T_BLOCK,153,6,18,15,3,0,0.0,0.8988095238095238,0.16590947200681447,0.2526151088287604,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
C_ALL,T_FACTOR,153,6,18,10,8,0,0.0,1.0003097893432464,0.16218496146444092,0.23122970279034685,D_TURN;D_N;D_N_SH;D_HOLD;D_GROSS;D_CAD
