panel,conv,gross,cost_bps,chooser,pick_target,pick_V,pick_is_cap2,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_Sharpe,inc_OOS_CAGR,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR
U56,S,0.75,0.0,C_ISSHARPE,0.15,20,False,True,0.1322646363063884,1.4077901351849622,-0.12716357374660248,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,0.0,C_ISCALMAR,0.15,20,False,True,0.1322646363063884,1.4077901351849622,-0.12716357374660248,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,10.0,C_ISSHARPE,0.15,20,False,True,0.1282077821509442,1.36835111822578,-0.1278292162767415,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,10.0,C_ISCALMAR,0.15,20,False,True,0.1282077821509442,1.36835111822578,-0.1278292162767415,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,25.0,C_ISSHARPE,0.15,20,False,True,0.12214861371165964,1.309058665523874,-0.12882718854294228,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,25.0,C_ISCALMAR,0.15,20,False,True,0.12214861371165964,1.309058665523874,-0.12882718854294228,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,50.0,C_ISSHARPE,0.15,20,False,False,0.11211925161464298,1.2099386049386909,-0.1304891649943548,1.181260845927782,0.1120723488705766,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,0.75,50.0,C_ISCALMAR,0.15,20,False,False,0.11211925161464298,1.2099386049386909,-0.1304891649943548,1.181260845927782,0.1120723488705766,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,0.0,C_ISSHARPE,0.15,20,False,True,0.1437414361428042,1.3447018770516217,-0.14976869325073994,1.333105459265909,0.14757573417524883,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,0.0,C_ISCALMAR,0.08,60,False,True,0.12699285720421494,1.3653244035341314,-0.13567408071572462,1.333105459265909,0.14757573417524883,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,10.0,C_ISSHARPE,0.15,20,False,True,0.13862501537878336,1.3016318939518385,-0.15064370045981235,1.2952683323978311,0.14292015051644658,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,10.0,C_ISCALMAR,0.08,60,False,True,0.12151559157618363,1.3116953302892784,-0.13668158234219463,1.2952683323978311,0.14292015051644658,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,25.0,C_ISSHARPE,INF,20,True,True,0.13597078538040042,1.238402726012863,-0.17362190598961036,1.238402726012863,0.13597078538040042,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,25.0,C_ISCALMAR,INF,20,True,True,0.13597078538040042,1.238402726012863,-0.17362190598961036,1.238402726012863,0.13597078538040042,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,50.0,C_ISSHARPE,INF,20,True,True,0.12447863828467565,1.1433814467910008,-0.1750477901440134,1.1433814467910008,0.12447863828467565,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,S,1.0,50.0,C_ISCALMAR,INF,20,True,True,0.12447863828467565,1.1433814467910008,-0.1750477901440134,1.1433814467910008,0.12447863828467565,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,U,0.75,0.0,C_ISSHARPE,0.15,20,False,True,0.13160915207073698,1.4045875781066257,-0.1258959864004141,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
