panel,cost,menu,n_arms,arm_star,arm_second,margin_raw,margin_z,margin_rng,OOS_star,OOS_ctl,OOS_mean,OOS_best,star_is_ctl,file,ROOM,LIFT,gain,REGRET
broad136,10.0,0,10,control,b0-g0.75-M,0.035201856875533455,1.3469048794411242,0.42567615392830394,1.100579361004539,1.100579361004539,1.1151773875955058,1.1523520140846002,True,LIVE/broad136,-0.014598026590966873,-0.014598026590966873,0.0,0.05177265308006129
broad136,10.0,1,12,control,b0-g1.00-M,0.03251502653971117,1.3659707128095664,0.3561332055747124,1.100579361004539,1.100579361004539,1.1118252455095476,1.153163659707186,True,LIVE/broad136,-0.01124588450500874,-0.01124588450500874,0.0,0.052584298702647025
broad136,10.0,2,13,control,b0-g1.00-M,0.03251502653971117,1.358181401195738,0.35214260023874683,1.100579361004539,1.100579361004539,1.1162984687566069,1.153163659707186,True,LIVE/broad136,-0.015719107752067973,-0.015719107752067973,0.0,0.052584298702647025
broad136,10.0,3,6,control,b0.06-g0.50-M,0.050122524568996685,1.689322583068443,0.5489860303344115,1.100579361004539,1.100579361004539,1.1077671524368407,1.140324713596429,True,LIVE/broad136,-0.007187791432301749,-0.007187791432301749,0.0,0.03974535259189005
broad136,10.0,4,10,control,b0-g1.00-M,0.03251502653971117,1.4271705973592723,0.39318583366893006,1.100579361004539,1.100579361004539,1.1008554039051974,1.153163659707186,True,LIVE/broad136,-0.0002760429006585241,-0.0002760429006585241,0.0,0.052584298702647025
broad136,10.0,5,6,control,b0-g0.75-M,0.035201856875533455,1.2197703374204296,0.43885200006164965,1.100579361004539,1.100579361004539,1.1040350294193346,1.1523520140846002,True,LIVE/broad136,-0.0034556684147957206,-0.0034556684147957206,0.0,0.05177265308006129
broad136,10.0,6,6,control,b0.06-g0.75-M,0.047899446544694024,1.8125060146818488,0.5885405458655405,1.100579361004539,1.100579361004539,1.1046949485270854,1.1411622587285735,True,LIVE/broad136,-0.004115587522546482,-0.004115587522546482,0.0,0.04058289772403456
broad136,10.0,7,9,control,b0-g1.00-M,0.03251502653971117,1.1541449318348325,0.35970146876973874,1.100579361004539,1.100579361004539,1.1156361798167773,1.153163659707186,True,LIVE/broad136,-0.015056818812238415,-0.015056818812238415,0.0,0.052584298702647025
broad136,10.0,8,12,control,b0.045-g1.00-M,0.05163384481494093,2.2267779022729846,0.5592022614913342,1.100579361004539,1.100579361004539,1.106529971510134,1.1321117914357715,True,LIVE/broad136,-0.005950610505595089,-0.005950610505595089,0.0,0.03153243043123255
broad136,10.0,9,11,control,b0-g0.50-M,0.03796037756828907,1.570878780839053,0.41994133234647874,1.100579361004539,1.100579361004539,1.107865973704535,1.1514762726305563,True,LIVE/broad136,-0.007286612699996198,-0.007286612699996198,0.0,0.050896911626017394
broad136,10.0,10,13,control,b0-g0.75-M,0.035201856875533455,1.526592893781555,0.38942485887523404,1.100579361004539,1.100579361004539,1.1156220546266584,1.1523520140846002,True,LIVE/broad136,-0.015042693622119518,-0.015042693622119518,0.0,0.05177265308006129
broad136,10.0,11,13,control,b0-g0.50-M,0.03796037756828907,1.5845390917077535,0.41994133234647874,1.100579361004539,1.100579361004539,1.113606686105003,1.1514762726305563,True,LIVE/broad136,-0.013027325100464004,-0.013027325100464004,0.0,0.050896911626017394
broad136,10.0,12,13,control,b0-g0.50-M,0.03796037756828907,1.522035945836701,0.4157754855808057,1.100579361004539,1.100579361004539,1.1099051099222947,1.1514762726305563,True,LIVE/broad136,-0.009325748917755838,-0.009325748917755838,0.0,0.050896911626017394
broad136,10.0,13,12,control,b0.06-g1.00-M,0.04575821106462441,1.925466220113969,0.4955682692397818,1.100579361004539,1.100579361004539,1.1127920298293812,1.1411622587285735,True,LIVE/broad136,-0.012212668824842288,-0.012212668824842288,0.0,0.04058289772403456
broad136,10.0,14,14,control,b0-g0.50-M,0.03796037756828907,1.5766496131156942,0.4111165662625553,1.100579361004539,1.100579361004539,1.1165965208754558,1.1514762726305563,True,LIVE/broad136,-0.016017159870916897,-0.016017159870916897,0.0,0.050896911626017394
broad136,10.0,15,6,control,b0-g0.75-M,0.035201856875533455,1.111918524608592,0.38942485887523404,1.100579361004539,1.100579361004539,1.1118752277321458,1.1523520140846002,True,LIVE/broad136,-0.011295866727606851,-0.011295866727606851,0.0,0.05177265308006129
broad136,10.0,16,12,control,b0-g1.00-M,0.03251502653971117,1.2875154117870193,0.3561332055747124,1.100579361004539,1.100579361004539,1.1158304312639606,1.153163659707186,True,LIVE/broad136,-0.01525107025942174,-0.01525107025942174,0.0,0.052584298702647025
broad136,10.0,17,13,control,b0-g1.00-M,0.03251502653971117,1.4193396434882724,0.3561332055747124,1.100579361004539,1.100579361004539,1.106283878011222,1.153163659707186,True,LIVE/broad136,-0.005704517006683174,-0.005704517006683174,0.0,0.052584298702647025
broad136,10.0,18,9,control,b0.015-g1.00-M,0.048113363882090754,1.7596589933447933,0.5210749264799138,1.100579361004539,1.100579361004539,1.1053366440977852,1.1411622587285735,True,LIVE/broad136,-0.004757283093246301,-0.004757283093246301,0.0,0.04058289772403456
broad136,10.0,19,6,control,b0.045-g0.75-M,0.05410856542132647,1.5539799035757673,0.586003855767528,1.100579361004539,1.100579361004539,1.109853901771646,1.1267670852493419,True,LIVE/broad136,-0.009274540767107098,-0.009274540767107098,0.0,0.02618772424480298
broad136,10.0,20,7,control,b0.045-g1.00-M,0.05163384481494093,1.8016631101611882,0.5592022614913342,1.100579361004539,1.100579361004539,1.1100259362135954,1.130930904580924,True,LIVE/broad136,-0.009446575209056451,-0.009446575209056451,0.0,0.03035154357638503
broad136,10.0,21,14,control,b0-g0.75-M,0.035201856875533455,1.5125859577905392,0.3812413746069996,1.100579361004539,1.100579361004539,1.108770631718458,1.1523520140846002,True,LIVE/broad136,-0.008191270713919119,-0.008191270713919119,0.0,0.05177265308006129
broad136,10.0,22,6,control,b0-g0.50-M,0.03796037756828907,1.3639312339056358,0.45903338514413755,1.100579361004539,1.100579361004539,1.1106561094985894,1.1514762726305563,True,LIVE/broad136,-0.010076748494050491,-0.010076748494050491,0.0,0.050896911626017394
broad136,10.0,23,13,control,b0-g1.00-M,0.03251502653971117,1.3376301047379298,0.35214260023874683,1.100579361004539,1.100579361004539,1.116910849204154,1.153163659707186,True,LIVE/broad136,-0.016331488199615052,-0.016331488199615052,0.0,0.052584298702647025
broad136,10.0,24,6,control,b0.06-g0.75-M,0.047899446544694024,1.6871545933194734,0.5971494058483952,1.100579361004539,1.100579361004539,1.1031858199863507,1.133151494751162,True,LIVE/broad136,-0.0026064589818117767,-0.0026064589818117767,0.0,0.032572133746623155
broad136,10.0,25,6,control,b0.06-g1.00-W,0.06750687603253658,2.0161070657440994,0.7393947573882416,1.100579361004539,1.100579361004539,1.109489503890509,1.1256374310136645,True,LIVE/broad136,-0.00891014288597014,-0.00891014288597014,0.0,0.025058070009125633
