panel,G,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4b_oos,turnover_yr
U56,0.25,0.0436078936655655,1.1173513875038557,-0.0795203622488202,1.1891134685517843,1.0602527164745652,0.04519528690641694,1.1267762312718426,-0.07952036224882009,False,False,False,0.30722907029240454
U56,0.5,0.08762494034637847,1.118316511524121,-0.15455473059743474,1.191060783805374,1.0605324321983949,0.09082285768948317,1.1269414544758678,-0.15455473059743507,False,False,False,0.5763274870139266
U56,0.75,0.1319202205358836,1.1190446473936857,-0.22525874950578773,1.192816616138612,1.060557566930334,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False,0.8283695562876824
U56,1.0,0.17634380362702506,1.1194957450521954,-0.2917898169192258,1.194335064822112,1.0602956297582808,0.18276249214810947,1.1264338926016002,-0.2917898169192257,False,False,False,1.0908266499714858
ETF36,0.25,0.02682770511357857,0.8145980372604347,-0.0784988591289415,0.822172584932267,0.8094743631187754,0.028545770770940226,0.8605676516502688,-0.07849885912894161,False,False,False,0.24725618610561823
ETF36,0.5,0.053300408973254276,0.8151754733691267,-0.1527119000946836,0.8243560361767053,0.8086562740582405,0.05675211724995233,0.8597265929770262,-0.15271190009468327,False,False,False,0.4627128109812461
ETF36,0.75,0.07933330470431099,0.8155569883052765,-0.22277264442266653,0.8263892518412622,0.8076121102058179,0.08452119473022623,0.858650972575512,-0.22277264442266653,False,False,False,0.6621537626321825
ETF36,1.0,0.10483287904324667,0.815708699243607,-0.28882441000986914,0.8282389564505298,0.8063092306444863,0.11174498753928686,0.8573080464919274,-0.2888244100098689,False,False,False,0.865834087502237
STK20,0.25,0.07506674711335415,1.3688418403060083,-0.08538377842260136,1.5316076602384312,1.2455160338951148,0.07606603749303242,1.3201244005683062,-0.08538377842260114,True,False,False,0.41076399058401986
STK20,0.5,0.15274388264825056,1.3708985766038637,-0.16690089214556092,1.5331539048802922,1.2482081978041308,0.15464435634578577,1.3226455794669059,-0.16690089214556014,False,True,True,0.759579381554512
STK20,0.75,0.23276143518822323,1.3726259765551077,-0.24459550190311852,1.5343769688266748,1.2505986543757561,0.2354202117483668,1.324844200329733,-0.24459550190311863,False,False,False,1.0891884183924587
STK20,1.0,0.3147892687028846,1.3739963234677648,-0.3181872340196904,1.535267713856225,1.2526473595098462,0.3180082316112185,1.3266794487058982,-0.31818723401968974,False,False,False,1.449649773505479
R20x00,0.25,0.03034284390312947,0.8242805758173264,-0.0866313691219811,0.7611075281302657,0.8846260140740331,0.033718496418306376,0.9222707436365186,-0.086631369121981,False,False,False,0.25470015661539414
R20x00,0.5,0.06027440275838902,0.8252727005292738,-0.1678814505623636,0.763574376400999,0.8841766560041319,0.06719674748388527,0.9218168205882411,-0.16788145056236403,False,False,False,0.47271576788890723
R20x00,0.75,0.08968134870626043,0.8260669315289465,-0.2439570179672801,0.7658860344626638,0.8834886246848005,0.10030844386642102,0.9211169506209912,-0.24395701796727987,False,False,False,0.6715080536119702
R20x00,1.0,0.11843462508855729,0.8266008268988307,-0.31507757007262427,0.7679826873912299,0.8824975024673345,0.13290852622652793,0.9201079742832348,-0.31507757007262416,False,False,False,0.8779612325211983
R20x01,0.25,0.02385782217423804,0.7248911803725602,-0.0830668026184106,0.6531754233898935,0.7920564139468956,0.027454106442746484,0.8292453008561144,-0.08306680261841037,False,False,False,0.25309214873295016
R20x01,0.5,0.047203156435386084,0.7253324595869297,-0.1613185044183425,0.6551846655959574,0.7910003153354755,0.05450871685175507,0.8281855147889077,-0.1613185044183426,False,False,False,0.4759432195682766
R20x01,0.75,0.0699503001750248,0.7255619893322681,-0.23491613526898358,0.6570243600262445,0.7896938095016518,0.08106254272097146,0.8268686128053552,-0.23491613526898358,False,False,False,0.6859954110713238
R20x01,1.0,0.09200627758581859,0.7255528302499865,-0.3040336479848109,0.658662903046014,0.7881148700168594,0.10700542610966335,0.8252738469482771,-0.30403364798481125,False,False,False,0.9043433004089123
R20x02,0.25,0.03217813259755964,0.8414546093106777,-0.08846171775887879,0.9245701846962893,0.7647654387876006,0.03163545397734624,0.8331859769723347,-0.08846171775887923,False,False,False,0.24871273441939504
R20x02,0.5,0.0639336866987632,0.8423040492078507,-0.17143319666428392,0.9274099515587861,0.763920751275462,0.0627337048412564,0.8322986948804896,-0.17143319666428392,False,False,False,0.44902710141166197
R20x02,0.75,0.09513698096960987,0.8429116703529306,-0.24911502804552899,0.9300592761213445,0.762813657211507,0.09315211325772288,0.8311316371902301,-0.2491150280455291,False,False,False,0.6236786588397966
R20x02,1.0,0.12564002898163062,0.8432094867523751,-0.3217271957763643,0.9324741759035817,0.7613586748213177,0.12272586788422846,0.829601342253103,-0.3217271957763642,False,False,False,0.8056263307880304
R20x03,0.25,0.02721030300085192,0.8384990605671419,-0.06981389591526821,0.9376704431706703,0.7610650644227918,0.027459645034788593,0.8143756320299835,-0.06981389591526765,False,False,False,0.24497913688425424
