point,book,spec,mode,CAGR,Vol,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_MaxDD,CRY_CAGR,CRY_Sharpe,CRY_MaxDD,turn,gross,cw_mean,cw_max,p4a,f4b,p4b,universe
CAND20/p50,CAND20,p50,pct,0.13207157966009198,0.11754035179828747,1.1145835908256572,-0.19970771001505505,1.1545389814018425,1.0908388558447193,0.14812268558692598,1.1652643457699903,-0.19970771001505483,1.0505565525560707,-0.11653191428501586,0.1326293156202527,1.0323480515278494,-0.19970771001505472,9.92403313362745,0.7168297910726289,0.019697353963629163,0.11701151138321358,False,-,True,universe.json
CAND20/p70,CAND20,p70,pct,0.13729345568770368,0.11808599805714062,1.1489682190621426,-0.19737854435330215,1.1833911256476777,1.1310529055665481,0.1572321769188485,1.2195840010533456,-0.19737854435330193,1.057136686894666,-0.11653191428501586,0.13957781823747473,1.0711633089954693,-0.19737854435330204,9.841940507464585,0.7168415185091684,0.026032086432226,0.11965175598359491,False,-,True,universe.json
CAND20/p90,CAND20,p90,pct,0.14404168788061322,0.1191481466538095,1.1894593570285583,-0.19737854435330204,1.2077112672798795,1.187054091820658,0.16726282387486857,1.2703764506926534,-0.1973785443533017,1.0834492071869193,-0.11653191428501586,0.14735768320660125,1.1086447387705758,-0.19737854435330193,9.691363817773334,0.7168590650599863,0.030811405780649167,0.14085536614927616,False,-,True,universe.json
CAND20/none,CAND20,none,none,0.14835816976193938,0.1199314840685621,1.2138900341323031,-0.19737854435330204,1.2665701498130526,1.1853891568308903,0.176549159035583,1.3194565574084796,-0.19737854435330182,1.0722711102663627,-0.11653191428501586,0.15155097835212228,1.12926738407712,-0.19737854435330204,9.567813680941965,0.7168654633784832,0.03354033308687327,0.14085536614927616,False,-,True,universe.json
EWall/abs0.45,EWall,abs0.45,abs,0.11212273606620227,0.09947865459428251,1.1183473095095855,-0.15861103885059658,1.1378544246831162,1.1044692190306475,0.12314806704098036,1.1898184802112028,-0.15861103885059646,1.0274832194288523,-0.11203541488811974,0.11581258378891035,1.0930903499282805,-0.1586110388505967,8.41449381599178,0.7502343551554593,0.008673694419527676,0.11733662006048413,False,-,True,universe.json
EWall/abs0.60,EWall,abs0.60,abs,0.11384513407273955,0.10096754091242967,1.1186687312186276,-0.16420084904928944,1.171832852928116,1.077190368819055,0.1253600734535576,1.1824509871118136,-0.164200849049289,1.0367874943204294,-0.11203541488811974,0.11531474386236495,1.0634865597246081,-0.1642008490492899,8.475785731167017,0.7502447886942352,0.01644565390184557,0.11733662006048413,False,-,True,universe.json
EWall/abs0.80,EWall,abs0.80,abs,0.11773543745062431,0.10252181740997883,1.1372773647334182,-0.18573951122577936,1.2092262473933713,1.0842148746474833,0.13043437591598495,1.1938277279927958,-0.18573951122577992,1.0645558548901723,-0.11203541488811974,0.1194273684750966,1.0658754107404929,-0.18573951122577936,8.514781868189125,0.7502543229383748,0.024878026542277488,0.11946747588467489,False,-,True,universe.json
EWall/p50,EWall,p50,pct,0.11067490053969276,0.1027340077071071,1.0734701113533724,-0.1819820345162555,1.1439622154787012,1.021427064351967,0.11986088612103041,1.1052129410829672,-0.18198203451625605,1.034085711891313,-0.11203541488811974,0.11186603132100936,1.0030602864114941,-0.18198203451625683,8.521905381314053,0.7502367960448533,0.01970699326759757,0.11733662006048413,False,-,True,universe.json
EWall/p70,EWall,p70,pct,0.11613974225864454,0.10363982718749443,1.1123686383872287,-0.18801904611479847,1.1785555547653528,1.066156604658337,0.1292818157247846,1.1668610860390944,-0.18801904611479736,1.0424256559035892,-0.11203541488811974,0.11919740801048362,1.0466165185426604,-0.1880190461147967,8.448239704307179,0.750249585044669,0.026044283994855345,0.11946747588467489,False,-,True,universe.json
EWall/p90,EWall,p90,pct,0.12268122588814934,0.10497707641734015,1.155217034342478,-0.18801904611479792,1.2045095282009814,1.1263961898374835,0.13896855197571778,1.2198186472685102,-0.18801904611479703,1.0717781701073854,-0.11203541488811974,0.12679839078357458,1.0850399563246544,-0.1880190461147977,8.352943136995528,0.7502654821382223,0.030823854063989225,0.14217457358994745,False,-,True,universe.json
EWall/none,EWall,none,none,0.12709256398549718,0.10587860581321686,1.1833368914890796,-0.18801904611479836,1.2712492391965504,1.1254614912810252,0.14833213631462439,1.2761451269368134,-0.18801904611479814,1.0601142039454101,-0.11203541488811974,0.13085664782072626,1.1070239866369516,-0.18801904611479803,8.235083065674786,0.7502719049146885,0.03355401703179158,0.14217457358994745,False,-,True,universe.json
v1,v1,control,control,0.06443803465431697,0.1064509838261457,0.64005636864085,-0.2119126252012078,0.761663824992074,0.5367002871519412,0.05993465987462976,0.5806254196652835,-0.21191262520120724,0.7206752376579383,-0.09475658146654786,0.043300813807684246,0.43617246007347976,-0.21191262520120735,29.436446075058328,0.7498269085175049,0.0,0.0,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
CAND20,CAND20,control,control,0.13105840449757844,0.13862354703148685,0.9581005002731565,-0.20052048331108308,1.1245793721813317,0.8135015892469585,0.125223365010801,0.893984757566131,-0.20052048331108285,1.0438252085761737,-0.13640152927004,0.10771923437014519,0.7695171954204983,-0.20052048331108285,13.776359919962262,0.7390521142119715,0.0,0.0,True,H2,False,universe_broad.json
EWall,EWall,control,control,0.10732139175775979,0.10457986772551611,1.0274084463596747,-0.17687931105226484,1.1455805669458592,0.9169029133083803,0.10612635786550473,1.0209055859743943,-0.17687931105226518,1.0349817468504359,-0.11419657283809181,0.09370818746176623,0.886312027189988,-0.17687931105226484,8.268360031431378,0.750189981176897,0.0,0.0,True,-,True,universe_broad.json
v1/abs0.45,v1,abs0.45,abs,0.07332767395144901,0.10628812502023437,0.7191360029702473,-0.20650108913054954,0.8350423575433663,0.6215294342146819,0.0705849172790578,0.6700040825980144,-0.20650108913054965,0.7870068187539382,-0.0921732935347096,0.0544273714948873,0.5314216293545778,-0.20650108913054888,29.368472199261806,0.7498541017168118,0.008676863674730783,0.11689978365033808,True,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/abs0.60,v1,abs0.60,abs,0.07577247309433854,0.10697959239965407,0.7364456781617411,-0.229355463315006,0.8689251390547289,0.6257655387716009,0.07412130570483821,0.6937990008783166,-0.229355463315006,0.7965951494286516,-0.0921732935347096,0.055652736764537414,0.537055305499345,-0.22935546331500656,29.1746189372723,0.7498674513937239,0.01645647894854543,0.11689978365033808,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/abs0.80,v1,abs0.80,abs,0.08022042228571458,0.10800559057602169,0.7686841313665055,-0.22650649811022794,0.9069087919321105,0.657471974822587,0.08019104205630234,0.7325032728789226,-0.2265064981102285,0.8225841011139366,-0.0921732935347096,0.06100870060397745,0.5710068131480917,-0.22650649811022872,28.95257533230535,0.7498788446912577,0.024893401006978275,0.11962284526605424,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/p50,v1,p50,pct,0.07296376810344407,0.10788034242154068,0.7069585720759836,-0.22490646351803445,0.8424625223951132,0.5963656354578057,0.06917264985881477,0.6450160881127492,-0.2249064635180339,0.7951082493966177,-0.09086307281044959,0.052746147698126356,0.50555101311753,-0.2249064635180339,29.08537712954796,0.7498600343311947,0.01971899927943407,0.11689978365033808,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/p70,v1,p70,pct,0.07858280633261683,0.10850698524157727,0.7516503354034825,-0.22489667971127714,0.8775800272622157,0.65144803108816,0.07892365006617297,0.7182924362288019,-0.22489667971127592,0.8020789887001454,-0.09086307281044959,0.06066864639143987,0.5648653070730947,-0.2248966797112757,28.83629917031416,0.7498745283250514,0.02606042454891473,0.11962284526605424,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/p90,v1,p90,pct,0.08522108249822047,0.10950997160976136,0.8018094651905509,-0.22265819133571807,0.907963791478338,0.7212068524702779,0.08874539372423063,0.7866477043325206,-0.22265819133571774,0.8287131781255277,-0.09086307281044959,0.06819999558314338,0.6174556806276563,-0.22265819133571796,28.55778727134576,0.749890955321144,0.030841511786927706,0.139892458102524,False,"H1,H2,OOS,DD,CAGR",False,universe_broad.json
v1/none,v1,none,none,0.08972395674265843,0.11016519280102903,0.8352891970312372,-0.22265819133571685,0.9706918238074751,0.7322929315010087,0.09827655182411399,0.854014246732552,-0.22265819133571685,0.8150734158629164,-0.0921732935347096,0.07247325639248858,0.6468016891168937,-0.22265819133571774,28.357490194334535,0.7498978507901515,0.033572535284387195,0.139892458102524,False,"H2,OOS,DD,CAGR",False,universe_broad.json
CAND20/abs0.45,CAND20,abs0.45,abs,0.1394161927541573,0.1381640835642539,1.0141322628326577,-0.19886733613961727,1.1747600133100478,0.8742231539429995,0.13547012111551981,0.9601953943504594,-0.19886733613961727,1.0864575038701199,-0.13640152927004,0.11802240177667267,0.8361236770012209,-0.19886733613961727,13.943001058254948,0.7390784122235214,0.008671112486164874,0.11702139392150313,True,-,True,universe_broad.json
CAND20/abs0.60,CAND20,abs0.60,abs,0.1397136382451749,0.1386803241606698,1.0127532392226988,-0.19886733613961738,1.196975497923124,0.8527730512138189,0.1351615860264428,0.9536227649949723,-0.19886733613961693,1.092505079138588,-0.13640152927004,0.1148773966716794,0.8127663066568015,-0.19886733613961716,13.941833002035818,0.7390864035704587,0.016435521967667878,0.11702139392150313,True,-,True,universe_broad.json
CAND20/abs0.80,CAND20,abs0.80,abs,0.14420244448131325,0.13926968079818072,1.0372975175857369,-0.2149556262780541,1.2253635562405603,0.8770807860139522,0.14117925098886008,0.9828186879253694,-0.21495562627805342,1.1124385067905787,-0.13640152927004,0.11979433594726085,0.8341442767397994,-0.21495562627805453,13.928785917677207,0.739095891306099,0.024869130770520977,0.1195860792600242,False,DD,False,universe_broad.json
CAND20/p50,CAND20,p50,pct,0.13712542483654588,0.13984827684433654,0.9892383055488878,-0.2158214530207856,1.1788370254180416,0.8282314978141552,0.1307368548725525,0.9152063559977274,-0.21582145302078526,1.0909090233293794,-0.13640152927004,0.11239096363975243,0.7865386730182434,-0.21582145302078548,13.937430725682077,0.7390790925647549,0.019700243882882815,0.11702139392150313,False,"H2,DD",False,universe_broad.json
CAND20/p70,CAND20,p70,pct,0.14222233073746948,0.14002391074992845,1.0201275819535056,-0.2174485296770433,1.2013339349846868,0.8671061108049846,0.13952393704475208,0.9662498262241638,-0.21744852967704242,1.0952895634723432,-0.13640152927004,0.11899659220441494,0.8236069196599476,-0.2174485296770422,13.827939007717982,0.7390908704117257,0.026034703344666826,0.1195860792600242,False,DD,False,universe_broad.json
CAND20/p90,CAND20,p90,pct,0.1490093102887542,0.14070186043834557,1.0580137887164267,-0.2174485296770422,1.2224250244784225,0.9220620616542989,0.14924165819804402,1.0162328195571906,-0.21744852967704142,1.1184097930771724,-0.13640152927004,0.12668052444231104,0.8625299071879416,-0.21744852967704176,13.657609854257993,0.7391076724830867,0.030814880745529037,0.13933799200535546,False,DD,False,universe_broad.json
CAND20/none,CAND20,none,none,0.15360053760763281,0.14116446086068318,1.0832715888953814,-0.21744852967704276,1.2715748643255707,0.9283315102169867,0.15887372726371685,1.0673721639318365,-0.21744852967704242,1.1092634523272722,-0.13640152927004,0.13130440964398193,0.8864008662803033,-0.2174485296770411,13.517476410666921,0.7391144951762247,0.03354522822011082,0.13933799200535546,False,DD,False,universe_broad.json
EWall/abs0.45,EWall,abs0.45,abs,0.11559945801863947,0.1049197251948468,1.0954334432594692,-0.17704479284340724,1.2089384095961393,0.990198136195957,0.11627186440188964,1.1011734919613745,-0.1770447928434069,1.0882090165793645,-0.11419657283809181,0.10397635967864671,0.9673827791544335,-0.17704479284340735,8.49603097927026,0.7502166727107877,0.008675608560791817,0.11725089821579837,True,-,True,universe_broad.json
EWall/abs0.60,EWall,abs0.60,abs,0.1172928431977105,0.10626671374998374,1.097165652632355,-0.18184977549904968,1.2392734627203417,0.9684224072413952,0.11849188830062096,1.0979741731903492,-0.18184977549904946,1.096021025834874,-0.11419657283809181,0.10356628100897014,0.9439643432164959,-0.18184977549905001,8.536350151258006,0.7502272501115826,0.01644789355994373,0.11725089821579837,True,-,True,universe_broad.json
EWall/abs0.80,EWall,abs0.80,abs,0.12122208625840591,0.10760770563994305,1.1174670140426355,-0.1983089781471502,1.2726982227500763,0.9820674411629845,0.12359459947893003,1.1151088513062055,-0.19830897814715043,1.1209373261789022,-0.11419657283809181,0.10777483174285396,0.9543385583611197,-0.19830897814715065,8.570158946276367,0.750237283943895,0.02488152437271819,0.11952869042331549,True,-,True,universe_broad.json
EWall/p50,EWall,p50,pct,0.11406990460552424,0.10792731172323909,1.0552037633624705,-0.19735319254445183,1.214809828247977,0.9165833180214751,0.112839872075992,1.0246770768879276,-0.19735319254445172,1.0945295538168502,-0.11419657283809181,0.09987460745646137,0.8879549459767192,-0.1973531925444516,8.572101178078531,0.7502194870609745,0.01970986150321647,0.11725089821579837,True,-,True,universe_broad.json
EWall/p70,EWall,p70,pct,0.1196096181026729,0.10868394522955135,1.0942697821419993,-0.20061576758793165,1.245232808889025,0.965554199086781,0.12241138405246366,1.089863178646576,-0.2006157675879302,1.1009085190547865,-0.11419657283809181,0.1074524432052204,0.9368383319963894,-0.2006157675879302,8.510230735383331,0.7502325426684862,0.026047703833589616,0.11952869042331549,True,-,True,universe_broad.json
EWall/p90,EWall,p90,pct,0.1261097164227436,0.10991204719761406,1.1359554611738465,-0.20061576758793087,1.2686663646283878,1.0271318461905619,0.13188774918670765,1.1435958092998189,-0.20061576758793076,1.1279788314102344,-0.11419657283809181,0.11489722894155197,0.9774413870671633,-0.20061576758793054,8.4057543946924,0.750248694570881,0.030827979370837203,0.1418092928807867,True,-,True,universe_broad.json
EWall/none,EWall,none,none,0.13059123927733585,0.11076204942289093,1.1639624504140618,-0.20061576758793065,1.3298068085190968,1.029224714076979,0.141336523160712,1.2012694778964537,-0.2006157675879321,1.1171288526092882,-0.11419657283809181,0.11915797968482855,1.0017886905742137,-0.20061576758793065,8.287833140777883,0.7502553467453162,0.03355866279536233,0.1418092928807867,True,-,True,universe_broad.json
