panel,rank_corr_IS_vs_OOS,IS_spread,OOS_spread,IS_argmax_n,OOS_argmax_n,IS_n10,IS_n20,IS_n40,IS_n80,IS_nALL,OOS_n10,OOS_n20,OOS_n40,OOS_n80,OOS_nALL
B136,-0.7,0.05572821530569794,0.26389900578879233,10,80,1.0558595059015365,1.0226042049000195,1.0102015790664909,1.0001312905958386,1.0324870696635413,0.780593339534181,0.8836022780725372,0.971492627133937,1.0444923453229733,1.0190519497098376
SMALL439,-0.19999999999999998,0.09514165315121226,0.2623496963763546,20,10,0.34390844711271906,0.42314714464226266,0.3280054914910504,0.3855084656604947,0.4209983118375305,0.5507369020764514,0.46573138739537995,0.45568191834095684,0.436099164997941,0.28838720570009685
U56,0.36842105263157904,0.1219133628828245,0.14687166888858272,20,40,0.8540267892600898,0.9759401521429143,0.9415307990956086,0.9680079228325479,0.9680079228325479,0.9889777884605897,1.1306969416161394,1.1358494573491724,1.1132841948586054,1.1132841948586054
