file,n_books,spy_Sharpe,spy_CAGR,beat_sharpe,beat_both,beat_sharpe_only,beat_sharpe_pass_cagr_floor
2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud.refs.csv,6,0.8820107671822842,0.1545071769449326,1,0,1,0
2026-09-06_back-fill-the-zero-bps-rung-under-every-gross-matched-arm-difference_cloud.rule8.csv,15,0.8890296069344827,0.152280449865666,8,2,6,7
2026-09-06_band-width-and-rebalance-frequency_cloud_grid.csv,100,0.8890397588147327,0.1522818938628446,100,0,100,54
2026-09-06_delisting-aware-small-panel_B.part1.csv,9,0.8633605953916615,0.1419382505874296,1,1,0,1
2026-09-06_delisting-aware-small-panel_B.walkforward.csv,9,0.8633605953916615,0.1419382505874296,0,0,0,0
2026-09-06_does-the-12-1-plus-scaler-book-survive-a-second-panel_cloud.rule8.csv,15,0.8890296069344827,0.152280449865666,8,7,1,8
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_grid.csv,108,0.8890397588147327,0.1522818938628446,108,14,94,63
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.walkforward.csv,8,0.8890415200796544,0.1522822975662265,3,0,3,2
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C_grid.csv,396,0.8890397588147327,0.1522818938628446,394,14,380,35
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C_headline.csv,16,0.8890397588147327,0.1522818938628446,16,0,16,0
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.walkforward.csv,54,0.882019655518892,0.154505359097969,43,0,43,34
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C.walkforward.csv,8,0.8890415200796544,0.1522822975662265,3,0,3,2
2026-09-06_is-the-vol20-half-the-whole-small-panel-inversion_cloud_grid.csv,84,0.8752824363791982,0.14678950231485222,42,0,42,22
2026-09-06_momentum-no-vol-scaler_cloud.rule8.csv,15,0.8890296069344827,0.152280449865666,6,6,0,6
2026-09-06_the-hindsight-overlap-test-as-a-pre-registration-check_cloud.rule8.csv,7,0.8890296069344827,0.152280449865666,5,4,1,4
2026-09-07_breadth-gate-on-v2_B.grid.csv,531,0.8890296069344827,0.152280449865666,311,1,310,188
2026-09-07_correlation-as-the-sleeve-design-variable_B.grid.csv,1860,0.9797445617917386,0.06419115582145024,931,797,134,925
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud.grid.csv,75,0.8890296069344827,0.152280449865666,46,0,46,41
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C.grid.csv,69,0.8890296069344827,0.152280449865666,36,3,33,34
2026-09-07_price-the-sleeve-fraction-against-the-gross-numeraire_cloud.grid.csv,354,0.8890397588147327,0.1522818938628446,340,164,176,262
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.grid.csv,1989,0.8890296069344827,0.152280449865666,1256,53,1203,857
2026-09-07_rerun-sandbox-rows-corrected_B_grid.csv,408,0.7889930174365567,0.12352609639305309,166,33,133,126
2026-09-07_the-small-panel-has-no-defensive-class_cloud.refs.csv,6,0.861550505028112,0.14129982501890492,0,0,0,0
2026-09-07_why-does-the-grid-ORDERING-invert-on-B136-at-0-bps-only_cloud.grid.csv,420,0.8890296069344827,0.152280449865666,108,3,105,53
2026-09-08_abstention_composites.csv,7,0.8271865147263731,0.1385877793353507,4,0,4,0
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B.livebase.csv,18,0.889029707500376,0.1522804498656667,8,0,8,0
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_cloud.books.csv,1764,0.889029707500376,0.1522804498656667,688,75,613,537
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.benchmarks.csv,6,0.889029707500376,0.1522804498656667,2,0,2,2
2026-09-08_does-the-matched-gross-control-belong-on-every-published-DIAL-not-just-count_C.grid.csv,786,0.889029707500376,0.1522804498656667,496,4,492,32
2026-09-08_ewall-beside-every-panel-claim_cloud.keeppaths.csv,39,0.889029707500376,0.1522804498656667,26,8,18,16
2026-09-08_how-many-published-count-dials-are-gross-dials_B.grid.csv,294,0.889029707500376,0.1522804498656667,118,27,91,78
