corpus,rung,dial,group,book,parent,arm,point,modal_share,in_dip,gate_active,hole_bites,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,fail4a,fail4b
A,5,GROSS,ALL,B136,B136,SEL-SHARPE,1.0,0.9433962264150944,False,True,False,0.1845247515933388,1.0083901173749312,-0.2615571325411681,1.177449651416413,0.8619037828959087,1.0959725591647445,0.9430221462864892,0.1761593653699866,-0.2615571325411679,DD,DD
A,5,GROSS,ALL,B136,B136,MODE,1.0,0.9433962264150944,False,True,False,0.1845247515933388,1.0083901173749312,-0.2615571325411681,1.177449651416413,0.8619037828959087,1.0959725591647445,0.9430221462864892,0.1761593653699866,-0.2615571325411679,DD,DD
A,5,GROSS,ALL,B136,B136,GATE,1.0,0.9433962264150944,False,True,False,0.1845247515933388,1.0083901173749312,-0.2615571325411681,1.177449651416413,0.8619037828959087,1.0959725591647445,0.9430221462864892,0.1761593653699866,-0.2615571325411679,DD,DD
A,5,GROSS,ALL,B136,B136,GATE-HOLED,1.0,0.9433962264150944,False,True,False,0.1845247515933388,1.0083901173749312,-0.2615571325411681,1.177449651416413,0.8619037828959087,1.0959725591647445,0.9430221462864892,0.1761593653699866,-0.2615571325411679,DD,DD
A,5,GROSS,ALL,B136k20d00,B136,SEL-SHARPE,1.0,0.9433962264150944,False,True,False,0.1322545348956223,1.181539129235568,-0.1787760793113081,1.3515986282420596,1.027385294690103,1.1709104249138522,1.190176601119607,0.1358627087244486,-0.1787760793113083,-,-
A,5,GROSS,ALL,B136k20d00,B136,MODE,1.0,0.9433962264150944,False,True,False,0.1322545348956223,1.181539129235568,-0.1787760793113081,1.3515986282420596,1.027385294690103,1.1709104249138522,1.190176601119607,0.1358627087244486,-0.1787760793113083,-,-
A,5,GROSS,ALL,B136k20d00,B136,GATE,1.0,0.9433962264150944,False,True,False,0.1322545348956223,1.181539129235568,-0.1787760793113081,1.3515986282420596,1.027385294690103,1.1709104249138522,1.190176601119607,0.1358627087244486,-0.1787760793113083,-,-
A,5,GROSS,ALL,B136k20d00,B136,GATE-HOLED,1.0,0.9433962264150944,False,True,False,0.1322545348956223,1.181539129235568,-0.1787760793113081,1.3515986282420596,1.027385294690103,1.1709104249138522,1.190176601119607,0.1358627087244486,-0.1787760793113083,-,-
A,5,GROSS,ALL,B136k20d01,B136,SEL-SHARPE,1.0,0.9433962264150944,False,True,False,0.1024200663129897,1.030791665775024,-0.1902026466938982,1.042562074767087,1.023886158257571,0.8877487588070353,1.1412225510809548,0.1185560523657869,-0.1902026466938979,-,CAGR
A,5,GROSS,ALL,B136k20d01,B136,MODE,1.0,0.9433962264150944,False,True,False,0.1024200663129897,1.030791665775024,-0.1902026466938982,1.042562074767087,1.023886158257571,0.8877487588070353,1.1412225510809548,0.1185560523657869,-0.1902026466938979,-,CAGR
A,5,GROSS,ALL,B136k20d01,B136,GATE,1.0,0.9433962264150944,False,True,False,0.1024200663129897,1.030791665775024,-0.1902026466938982,1.042562074767087,1.023886158257571,0.8877487588070353,1.1412225510809548,0.1185560523657869,-0.1902026466938979,-,CAGR
A,5,GROSS,ALL,B136k20d01,B136,GATE-HOLED,1.0,0.9433962264150944,False,True,False,0.1024200663129897,1.030791665775024,-0.1902026466938982,1.042562074767087,1.023886158257571,0.8877487588070353,1.1412225510809548,0.1185560523657869,-0.1902026466938979,-,CAGR
A,5,GROSS,ALL,B136k20d02,B136,SEL-SHARPE,1.0,0.9433962264150944,False,True,False,0.1022908579982466,0.9544239973495552,-0.1656907198025282,1.0189446236048512,0.8943642401177049,0.8994945181276768,0.9995069155746632,0.1077513960487617,-0.1656907198025281,-,CAGR
A,5,GROSS,ALL,B136k20d02,B136,MODE,1.0,0.9433962264150944,False,True,False,0.1022908579982466,0.9544239973495552,-0.1656907198025282,1.0189446236048512,0.8943642401177049,0.8994945181276768,0.9995069155746632,0.1077513960487617,-0.1656907198025281,-,CAGR
A,5,GROSS,ALL,B136k20d02,B136,GATE,1.0,0.9433962264150944,False,True,False,0.1022908579982466,0.9544239973495552,-0.1656907198025282,1.0189446236048512,0.8943642401177049,0.8994945181276768,0.9995069155746632,0.1077513960487617,-0.1656907198025281,-,CAGR
A,5,GROSS,ALL,B136k20d02,B136,GATE-HOLED,1.0,0.9433962264150944,False,True,False,0.1022908579982466,0.9544239973495552,-0.1656907198025282,1.0189446236048512,0.8943642401177049,0.8994945181276768,0.9995069155746632,0.1077513960487617,-0.1656907198025281,-,CAGR
A,5,GROSS,ALL,B136k20d03,B136,SEL-SHARPE,1.0,0.9433962264150944,False,True,False,0.1076251015355846,1.0731030290653985,-0.1649355966018479,1.164237969770465,0.989687006193352,1.0535375262314977,1.0887832046948764,0.11065037000421,-0.1649355966018478,-,-
A,5,GROSS,ALL,B136k20d03,B136,MODE,1.0,0.9433962264150944,False,True,False,0.1076251015355846,1.0731030290653985,-0.1649355966018479,1.164237969770465,0.989687006193352,1.0535375262314977,1.0887832046948764,0.11065037000421,-0.1649355966018478,-,-
A,5,GROSS,ALL,B136k20d03,B136,GATE,1.0,0.9433962264150944,False,True,False,0.1076251015355846,1.0731030290653985,-0.1649355966018479,1.164237969770465,0.989687006193352,1.0535375262314977,1.0887832046948764,0.11065037000421,-0.1649355966018478,-,-
