panel,N,gross,n_runcount,g_runcount,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,leg_H1,leg_H2,leg_DD,leg_CAGR,oCAGR,oSharpe,oMaxDD,okeep4a,okeep4b,turnover_per_yr,drag_bp_yr
U56,5,0.35,101,5,0.08441286585897423,0.9895590047264152,-0.12813485602280084,1.1871570859833462,0.8420430478273612,False,False,True,True,True,False,0.08241219994150595,0.9099344736876196,-0.1281348560228005,False,False,1.5195645981666894,15.195645981666894
U56,5,0.45,101,10,0.10842338139179786,0.9904116766081787,-0.1622816218993942,1.1884399358773146,0.8424889189540132,False,True,True,True,True,True,0.1055339709165255,0.910469658314491,-0.1622816218993941,False,False,1.9275041857672828,19.27504185767283
U56,5,0.55,101,33,0.13233101226083543,0.9912215703712961,-0.1953823634253644,1.1896729858254576,0.8428998269330285,False,True,True,True,True,True,0.12840148646757665,0.9109686946488745,-0.1953823634253644,False,False,2.3287038395278135,23.28703839527813
U56,5,0.65,101,45,0.15610310221779855,0.991983143328832,-0.22745967839054704,1.190856651395669,0.843264984656383,False,False,True,True,False,True,0.15097579275925588,0.9114219404659473,-0.22745967839054704,False,False,2.72688869581515,27.2688869581515
U56,5,0.75,101,687,0.1797068077021493,0.992697468851181,-0.25853596942497237,1.19199152205653,0.8435857935158935,False,False,True,True,False,True,0.17321852195790388,0.9118306877978433,-0.25853596942497237,False,False,3.125194011434312,31.25194011434312
U56,5,1.0,101,392,0.2377484829812524,0.994249308104764,-0.3320046651973997,1.1945526995431406,0.8441948671460083,False,False,True,True,False,True,0.22711633574400825,0.9126525691380506,-0.33200466519740013,False,False,4.148501485052618,41.485014850526184
U56,10,0.35,93,5,0.07942372497005246,1.1064135059752305,-0.10140057651278256,1.2243409321792198,1.009929753280417,False,False,True,True,True,False,0.08261286496455034,1.0980628022027954,-0.10140057651278256,False,False,1.4662020129706907,14.662020129706907
U56,10,0.45,93,10,0.10227383774995791,1.1068985289567637,-0.1289113840080086,1.2250844489069783,1.0101815971079713,False,False,True,True,True,False,0.10634391216004957,1.098440118127771,-0.1289113840080094,False,False,1.863600971815102,18.636009718151023
U56,10,0.55,93,33,0.12515874738607335,1.1073386060595405,-0.15579296007839705,1.2257846914622896,1.010387881768966,False,True,True,True,True,True,0.13009070991556126,1.098771813439767,-0.15579296007839738,False,True,2.255534751871974,22.55534751871974
U56,10,0.65,93,45,0.14805717792229456,1.10772817775782,-0.1820558434614099,1.2264344800670686,1.010544368590652,False,True,True,True,True,True,0.1538286756565077,1.0990521861677818,-0.1820558434614099,False,True,2.6450019744350772,26.45001974435077
U56,10,0.75,93,687,0.17094663738700366,1.1080623009681847,-0.2077105470413133,1.2270253265899151,1.0106491570602887,False,False,True,True,False,True,0.1775325065593254,1.0992794379377493,-0.2077105470413131,False,False,3.0353754645699613,30.353754645699613
U56,10,1.0,93,392,0.22797806193327497,1.1086493220335618,-0.2692555892493306,1.2282430093414576,1.0106762451561488,False,False,True,True,False,True,0.23646807262392433,1.0996065221138551,-0.26925558924933035,False,False,4.035958083818187,40.35958083818187
U56,15,0.35,103,5,0.0792266412972078,1.170566562181125,-0.09818930898561506,1.2516107595663357,1.1206726416493171,False,False,True,True,True,False,0.08764535933313211,1.19516267721258,-0.09818930898561418,False,False,1.4719595050390784,14.719595050390783
U56,15,0.45,103,10,0.10214595552770933,1.1710400549749982,-0.12488150966820877,1.2520750060478607,1.1211900309819525,False,False,True,True,True,False,0.11307568538931778,1.1957288337026895,-0.12488150966820877,False,True,1.8720350004487059,18.72035000448706
U56,15,0.55,103,33,0.12516250993275135,1.1714669099093942,-0.1509832662967473,1.252493669645854,1.1216622725745957,False,True,True,True,True,True,0.13864437710746214,1.1962474106289978,-0.15098326629674708,False,True,2.2668735153527066,22.668735153527066
U56,15,0.65,103,45,0.14825933059570318,1.1718450737101018,-0.17650164652331857,1.2528652467132355,1.122086887177804,False,True,True,True,True,True,0.16433083765225942,1.1967164051160177,-0.17650164652331812,False,True,2.6588348351242783,26.588348351242786
U56,15,0.75,103,687,0.17141797553062155,1.1721692496899654,-0.20144573234926466,1.2531842407195926,1.1224587340486762,False,True,True,True,True,True,0.19011276327864612,1.1971310306400553,-0.20144573234926366,False,True,3.050943049698522,30.509430496985217
U56,15,1.0,103,392,0.22945723983572175,1.172730009765804,-0.26135015446807486,1.2537343605224422,1.1231471729583777,False,False,True,True,False,True,0.2548286275412823,1.197914406603137,-0.26135015446807464,False,False,4.051779620392004,40.51779620392004
U56,20,0.35,561,5,0.07312920763579434,1.1522125496500073,-0.09276264109083165,1.2054961714039905,1.118524697162651,False,False,True,True,True,False,0.07993267407751747,1.1838429052834618,-0.09276264109083177,False,False,1.385629199958781,13.85629199958781
U56,20,0.45,561,10,0.0942514317724541,1.1526368549902246,-0.11809418695535323,1.2058582301235634,1.1190352593903272,False,False,True,True,True,False,0.10309653985646539,1.1843611613392993,-0.11809418695535367,False,False,1.7624191284910462,17.624191284910463
U56,20,0.55,561,33,0.11545155164790177,1.1530228580923119,-0.14291449259932787,1.2061816661916092,1.1195095019634045,False,True,True,True,True,True,0.1263786279935808,1.1848404922055125,-0.14291449259932798,False,True,2.1340357291428127,21.340357291428127
