panel,n_names,arm,conv,n,bps,real_gross,mean_held,mean_elig,overlap,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ctrl_Sharpe,ctrl_OOS_Sharpe,excess,excess_H1,excess_H2,excess_OOS,fail4a,fail4b
U56,55,CTRL,-,,0,0.7502297496579479,55.0,37.499662086055416,1.0,0.828443130785896,0.133634373000306,1.1311466928246827,-0.22511403539334784,1.19733917049521,1.0790258371914427,1.117067877001183,1.142875551090284,0.13914970573908225,-0.2251140353933475,1.1311466928246827,1.142875551090284,0.0,0.0,0.0,0.0,"H1,H2,DD",DD
U56,55,RANKED,FIXED,5.0,0,0.7411050184279347,4.938110749185668,37.499662086055416,0.09135145129193242,17.62247240908476,0.18590061325250695,1.049348231005094,-0.20506670999773924,1.0078002584737409,1.0910966694864594,1.0021545368032705,1.0873683376391592,0.2055971048793983,-0.20506670999773924,1.1311466928246827,1.142875551090284,-0.08179846181958883,-0.18953891202146922,0.012070832295016709,-0.05550721345112475,"H1,H2,DD",DD
U56,55,RANKED,FIXED,10.0,0,0.737140205115284,9.827361563517915,37.499662086055416,0.18177910568932246,13.857051125583164,0.14398912805266595,1.0245720690824196,-0.1747357284419595,1.0243284517975806,1.0310030901628826,0.975104376649406,1.063981342947478,0.15901286657845026,-0.17473572844195928,1.1311466928246827,1.142875551090284,-0.10657462374226312,-0.17301071869762952,-0.04802274702856013,-0.0788942081428059,"H1,H2,DD",
U56,55,RANKED,FIXED,20.0,0,0.7168121231366668,19.112920738327905,37.499662086055416,0.35345999206143136,9.630697602931692,0.13749194096574557,1.1754612589614932,-0.18220028691098478,1.177847685084903,1.1800059814362067,1.082791482810578,1.2467431261727437,0.15459899864183568,-0.18220028691098478,1.1311466928246827,1.142875551090284,0.04431456613681051,-0.019491485410307208,0.10098014424476398,0.1038675750824598,"H1,H2,DD",
U56,55,RANKED,FIXED,40.0,0,0.647740459931684,34.542888165038,37.499662086055416,0.6385865171716337,5.01969512284545,0.10245038704990717,1.1821859692174743,-0.13906798397500109,1.130859326398413,1.2312358587923917,0.9995563468935773,1.3252465428144093,0.11906212837234165,-0.13906798397500064,1.1311466928246827,1.142875551090284,0.0510392763927916,-0.06647984409679708,0.15221002160094899,0.1823709917241254,"H1,DD",CAGR
U56,55,RANKED,FIXED,60.0,0,0.46747121849381557,37.38870792616721,37.499662086055416,0.6231451321027869,2.9700167728391422,0.06954244253985653,1.173810628573322,-0.09961491757283869,1.1341626296743477,1.212518148063583,1.0048747705316259,1.305452452006718,0.08011496302017207,-0.09961491757283891,1.1311466928246827,1.142875551090284,0.04266393574863936,-0.06317654082086244,0.1334923108721402,0.16257690091643395,"H1,H2",CAGR
U56,55,RANKED,FIXED,90.0,0,0.3117121056693109,37.38870792616721,37.499662086055416,0.4154300880685246,1.9891038512035593,0.04623968660468414,1.1740470038416162,-0.06701621221503062,1.1338593728501847,1.2132317918180446,1.0045877119181725,1.3061136470274863,0.05315934871173855,-0.0670162122150304,1.1311466928246827,1.142875551090284,0.04290031101693348,-0.06347979764502543,0.1342059546266019,0.1632380959372024,"H1,H2",CAGR
U56,55,RANKED,FIXED,120.0,0,0.23380884832156512,37.38870792616721,37.499662086055416,0.31157256605139344,1.496125517134616,0.03463111454583001,1.1741617184236932,-0.050489878324106674,1.1337076915418955,1.2135822982038122,1.004444521588201,1.306437409689583,0.03977236890022118,-0.050489878324106785,1.1311466928246827,1.142875551090284,0.04301502559901049,-0.06363147895331456,0.1345564610123695,0.16356185859929906,"H1,H2",CAGR
U56,55,RANKED,FIXED,180.0,0,0.15588931539527734,37.38870792616721,37.499662086055416,0.2077150440342623,1.0006786720842056,0.02305370442836474,1.1742741838624864,-0.03381189588875588,1.1335559785761786,1.2139287097365095,1.0043015602242629,1.306756734636909,0.026448788863389305,-0.03381189588875566,1.1311466928246827,1.142875551090284,0.04312749103780367,-0.06378319191903148,0.13490287254506672,0.16388118354662495,"H1,H2",CAGR
U56,55,RANKED,NORM,5.0,0,0.7503990969476793,4.938110749185668,37.499662086055416,0.09135145129193242,18.50682676951174,0.1834877599586191,1.0236046678970678,-0.20535832784656416,0.99872038600775,1.0519094934940172,0.9902136934153207,1.0520814627767927,0.20186346597780003,-0.20535832784656416,1.1311466928246827,1.142875551090284,-0.10754202492761489,-0.19861878448746006,-0.02711634369742555,-0.09079408831349123,"H1,H2,DD",DD
