panel,cost,lag,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,d_Sharpe_vs_base,d_Sharpe_vs_spy,pass4b_oos
u56,5.0,fill-1,0.1274200254114417,1.1636514811712673,-0.11281584625882313,0.1483480620087625,1.1891932392809792,-0.18783180470675864,0.0907812846000402,0.8627148928624649,-0.13711142644765784,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.32647834641851425,0.307182472098695,True
u56,5.0,fill-5,0.11955766579813831,1.0857112098709971,-0.12436359799299557,0.14220412259550508,1.1189068893422092,-0.17579621037436044,0.0907812846000402,0.8627148928624649,-0.13711142644765784,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.2561919964797442,0.23689612215992495,True
u56,5.0,fill-7,0.11491097686720719,1.0380809758020388,-0.1340553169946499,0.14500759981889844,1.1264813395743618,-0.19982021562483288,0.0907812846000402,0.8627148928624649,-0.13711142644765784,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.26376644671189686,0.2444705723920776,True
u56,5.0,stale-5,0.12375504115414437,1.1322000859301453,-0.11553196516104725,0.15034999823201423,1.1224433330955619,-0.22511054920111406,0.0907812846000402,0.8627148928624649,-0.13711142644765784,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.25972844023309694,0.24043256591327766,False
u56,5.0,stale-7,0.12423791421836539,1.1283622877724393,-0.11270591554390885,0.16004612239273186,1.1681740389649167,-0.24395017711949452,0.0907812846000402,0.8627148928624649,-0.13711142644765784,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.30545914610245173,0.28616327178263246,False
u56,10.0,fill-1,0.1247417113294007,1.1417978991339763,-0.11379400116991978,0.14556412540011499,1.169519205443047,-0.18813402344981878,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.422455370751353,0.2875084382607628,True
u56,10.0,fill-5,0.11688574625784365,1.0637446947489249,-0.12518237672578036,0.1394521611177868,1.0997344726782097,-0.17611410705752284,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.35267063798651566,0.21772370549592546,True
u56,10.0,fill-7,0.11224966679651538,1.0165142643661427,-0.13482008395217282,0.14224052328307635,1.1075070590993603,-0.20012129627549113,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.3604432244076663,0.2254962919170761,True
u56,10.0,stale-5,0.12108338465336366,1.1103122840795452,-0.11620894783333025,0.14759849362560096,1.1044836082300251,-0.22523504660969096,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.3574197735383311,0.2224728410477409,False
u56,10.0,stale-7,0.12159328172410655,1.1068450758973087,-0.11335778042086453,0.1573002260227312,1.150720945236807,-0.24406861608097208,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.403657110545113,0.2687101780545228,False
