panel,G,chooser,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,anchor_OOS_CAGR,anchor_OOS_MaxDD,d_OOS_Sharpe,spy_OOS_Sharpe,pass4b_OOS,pass4a,picked_anchor
B136,0.75,C_SHARPE,M/D15,1.098761765504692,0.0742961064510983,0.917493645605806,-0.19952846906234734,1.1016867720596069,0.0784728360555127,-0.12241069123223403,-0.18419312645380082,0.8736721309012504,False,False,False
B136,0.75,C_CAGR,M/D15,1.098761765504692,0.0742961064510983,0.917493645605806,-0.19952846906234734,1.1016867720596069,0.0784728360555127,-0.12241069123223403,-0.18419312645380082,0.8736721309012504,False,False,False
B136,0.75,C_MINDD,W/TUE,1.0762295106745228,0.08088003149789524,1.1318391092562727,-0.11327412833865536,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.03015233719666588,0.8736721309012504,False,False,False
B136,1.0,C_SHARPE,M/D15,1.098673552043908,0.09830922793072272,0.9062519079101999,-0.26362267337363265,1.1006130604666327,0.10473004292318344,-0.16158091944280473,-0.19436115255643271,0.8736721309012504,False,False,False
B136,1.0,C_CAGR,M/D15,1.098673552043908,0.09830922793072272,0.9062519079101999,-0.26362267337363265,1.1006130604666327,0.10473004292318344,-0.16158091944280473,-0.19436115255643271,0.8736721309012504,False,False,False
B136,1.0,C_MINDD,W/TUE,1.0761956048574672,0.10833081422064583,1.1337881960269744,-0.1489148257211501,1.1006130604666327,0.10473004292318344,-0.16158091944280473,0.033175135560341795,0.8736721309012504,True,False,False
SMALL,0.75,C_SHARPE,M/L,1.0030113353589214,0.0398507357746003,0.5771092880729697,-0.17061990078760225,0.5457504412853388,0.03635375722473366,-0.14158634613008747,0.0313588467876309,0.8736611364726746,False,False,False
SMALL,0.75,C_CAGR,M/L,1.0030113353589214,0.0398507357746003,0.5771092880729697,-0.17061990078760225,0.5457504412853388,0.03635375722473366,-0.14158634613008747,0.0313588467876309,0.8736611364726746,False,False,False
SMALL,0.75,C_MINDD,M/D1,0.9406813031278413,0.038827432529289,0.5649325934743743,-0.162995763183161,0.5457504412853388,0.03635375722473366,-0.14158634613008747,0.019182152189035517,0.8736611364726746,False,False,False
SMALL,1.0,C_SHARPE,M/L,1.0047084186813444,0.052411302654103986,0.5788630684121993,-0.2227012846012706,0.5455169082679764,0.047609466601277406,-0.1852492818675472,0.03334616014422287,0.8736611364726746,False,False,False
SMALL,1.0,C_CAGR,M/L,1.0047084186813444,0.052411302654103986,0.5788630684121993,-0.2227012846012706,0.5455169082679764,0.047609466601277406,-0.1852492818675472,0.03334616014422287,0.8736611364726746,False,False,False
SMALL,1.0,C_MINDD,M/D1,0.9400853709088243,0.050963229769497076,0.5657869000120413,-0.21306641036798535,0.5455169082679764,0.047609466601277406,-0.1852492818675472,0.020269991744064964,0.8736611364726746,False,False,False
U56,0.75,C_SHARPE,M/D15,1.1204443195647202,0.09192787662128854,1.121900503012882,-0.18446246732616345,1.276620821629499,0.09455179369762767,-0.12054956914840886,-0.15472031861661706,0.8736611364726746,False,False,False
U56,0.75,C_CAGR,M/L,1.1054661500179117,0.09554273464862484,1.2242094738024114,-0.1438168863521796,1.276620821629499,0.09455179369762767,-0.12054956914840886,-0.05241134782708756,0.8736611364726746,False,False,False
U56,0.75,C_MINDD,W/THU,1.1066525014809703,0.09215270987636259,1.2507959662475252,-0.12580643411770387,1.276620821629499,0.09455179369762767,-0.12054956914840886,-0.025824855381973766,0.8736611364726746,False,False,False
U56,1.0,C_SHARPE,M/D15,1.1191691511335708,0.12249341382093393,1.112066877171943,-0.2435562831030854,1.2759272265148862,0.12669164118494414,-0.1591100739598581,-0.16386034934294313,0.8736611364726746,False,False,False
U56,1.0,C_CAGR,M/L,1.1075886833467736,0.12817345402287073,1.2251266547993096,-0.1880527937465054,1.2759272265148862,0.12669164118494414,-0.1591100739598581,-0.050800571715576615,0.8736611364726746,True,False,False
U56,1.0,C_MINDD,W/THU,1.1066343479034468,0.12330641576165857,1.2490953226342731,-0.16606590423345513,1.2759272265148862,0.12669164118494414,-0.1591100739598581,-0.026831903880613073,0.8736611364726746,True,False,False
