selector,set,pick,panel,IS_stat,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,OOS_4b,OOS_4a,FULL_4b,FULL_4a,FULL_clause_sharpe,FULL_clause_all
IS-min-ratio (this run's statistic),SHELF,u56-quantile50-respread-M,U56,1.5226248684953398,0.1605593502295235,1.2183877855464074,-0.1975272005679204,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,PASS,FAIL,PASS,FAIL,PASS,FAIL
IS-min-ratio (this run's statistic),GRID,B136-qroll-q0.17-w504-d0.50,B136,1.7052731807028145,0.12949095815553902,1.1156643550566097,-0.1731435846226136,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,PASS,FAIL,PASS,FAIL,PASS,PASS
IS-min-ratio (this run's statistic),LIVE,B136-RULESv2-live,B136,0.7888845272960502,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,FAIL,FAIL,FAIL,FAIL,PASS,PASS
IS-Sharpe (the record's control),SHELF,b136-r620-gross065-W,B136,1.2538293895648782,0.14516591165653114,1.0399755698403153,-0.19432719349775052,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,PASS,FAIL,PASS,FAIL,PASS,PASS
IS-Sharpe (the record's control),GRID,B136-band0.08-g1.00,B136,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,PASS,FAIL,PASS,FAIL,PASS,FAIL
IS-Sharpe (the record's control),LIVE,U56-RULESv2-live,U56,1.1042715618213594,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629667,1.2771844071673888,-0.1205494795164489,FAIL,FAIL,FAIL,FAIL,PASS,PASS
