panel,signal,n,cost,n_IS_admissible,FIX075_g,FIX075_oosCAGR,FIX075_oosSharpe,FIX075_oosMaxDD,FIX075_4bOOS,FIX075_4b,FIX075_4a,ISSHARPE_g,ISSHARPE_oosCAGR,ISSHARPE_oosSharpe,ISSHARPE_oosMaxDD,ISSHARPE_4bOOS,ISSHARPE_4b,ISSHARPE_4a,IS4B_g,IS4B_oosCAGR,IS4B_oosSharpe,IS4B_oosMaxDD,IS4B_4bOOS,IS4B_4b,IS4B_4a,ORACLE_g,ORACLE_oosCAGR,ORACLE_oosSharpe,ORACLE_oosMaxDD,ORACLE_4bOOS,ORACLE_4b,ORACLE_4a,base_oosSharpe,base_oosCAGR,base_oosMaxDD,spy_oosSharpe,spy_oosCAGR,spy_oosMaxDD
broad,COMP,10,10.0,0,0.75,0.05701664547251073,0.5758521338937106,-0.16782804874235013,0,0,0,1.05,0.07714651906031134,0.5746027137280022,-0.23120657049594828,0,0,0,0.75,0.05701664547251073,0.5758521338937106,-0.16782804874235013,0,0,0,0.2,0.016044816485876634,0.5773166000589487,-0.04598458095612368,0,0,0,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,COMP,10,25.0,0,0.75,0.018772152567050115,0.22825284779477611,-0.2110817453040551,0,0,1,1.05,0.022959243113547245,0.22716488680705568,-0.286623848411939,0,0,0,0.75,0.018772152567050115,0.22825284779477611,-0.2110817453040551,0,0,1,0.5,0.013767460471658888,0.22852894060209406,-0.14430679392656487,0,0,1,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,COMP,20,10.0,0,0.75,0.07738470240603612,0.7476459076318238,-0.1740261365707858,0,0,1,1.35,0.1340986653304559,0.7455905622703299,-0.30260302455845145,0,0,0,0.75,0.07738470240603612,0.7476459076318238,-0.1740261365707858,0,0,1,0.2,0.02118624445872319,0.7483472855165137,-0.04782683813581734,0,0,1,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,COMP,20,25.0,0,0.75,0.048103289393164106,0.49074527749987157,-0.17564277068789058,0,0,1,1.35,0.07910410300416104,0.48931847308243315,-0.30514633125411195,0,0,0,0.75,0.048103289393164106,0.49074527749987157,-0.17564277068789058,0,0,1,0.75,0.048103289393164106,0.49074527749987157,-0.17564277068789058,0,0,1,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,COMP,40,10.0,2,0.75,0.09024106235366625,0.8717278520635419,-0.18549423958915479,0,0,1,1.35,0.15909895784881667,0.8693851945704493,-0.31997379180383234,0,0,0,0.75,0.09024106235366625,0.8717278520635419,-0.18549423958915479,0,0,1,0.2,0.024359607616438295,0.8725969924057599,-0.05137114694222911,0,0,1,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,COMP,40,25.0,0,0.75,0.07047293580136849,0.6979554665552986,-0.18703103387765685,0,0,1,1.35,0.12144699054758257,0.6961113680194306,-0.3223556303753249,0,0,0,0.75,0.07047293580136849,0.6979554665552986,-0.18703103387765685,0,0,1,0.75,0.07047293580136849,0.6979554665552986,-0.18703103387765685,0,0,1,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,MOM,10,10.0,1,0.75,0.16304141183076903,0.9649158095446188,-0.2089011764262979,0,0,1,1.35,0.28761888374247047,0.9702383048343604,-0.3594982829447043,0,0,0,0.5,0.10914783646557558,0.9623090146967315,-0.1418090982339807,0,1,1,1.35,0.28761888374247047,0.9702383048343604,-0.3594982829447043,0,0,0,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,MOM,10,25.0,0,0.75,0.13279903632358758,0.8113453860421157,-0.21072048335289595,0,0,1,1.35,0.22779831771366754,0.8168097295286151,-0.3622462560595009,0,0,0,0.75,0.13279903632358758,0.8113453860421157,-0.21072048335289595,0,0,1,1.35,0.22779831771366754,0.8168097295286151,-0.3622462560595009,0,0,0,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,MOM,20,10.0,0,0.75,0.14339597005085625,0.9921115754506508,-0.2080451118344343,0,0,1,1.35,0.25547607809896933,0.9949485303821881,-0.3573369549763298,0,0,0,0.75,0.14339597005085625,0.9921115754506508,-0.2080451118344343,0,0,1,1.35,0.25547607809896933,0.9949485303821881,-0.3573369549763298,0,0,0,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,MOM,20,25.0,0,0.75,0.11959388144582683,0.8475540526783891,-0.2092659328267893,0,0,1,1.35,0.20870093031222692,0.850806889856662,-0.3591883666419954,0,0,0,0.75,0.11959388144582683,0.8475540526783891,-0.2092659328267893,0,0,1,1.35,0.20870093031222692,0.850806889856662,-0.3591883666419954,0,0,0,0.15539928865606328,0.011143568780353386,-0.26721084947028584,0.8820239235972316,0.1545044425578177,-0.3371595330739301
