path,band,m,corpus_rate,null_lo,null_hi,feasible_below,feasible_above,min_detectable_below,min_detectable_above
4a,5-95,4,0.031746031746031744,0.0,0.25,False,True,0.0,0.25
4a,5-95,6,0.031746031746031744,0.0,0.16666666666666666,False,True,0.0,0.16666666666666666
4a,5-95,9,0.031746031746031744,0.0,0.1111111111111111,False,True,0.0,0.1111111111111111
4a,5-95,12,0.031746031746031744,0.0,0.16666666666666666,False,True,0.0,0.16666666666666666
4a,5-95,15,0.031746031746031744,0.0,0.13333333333333333,False,True,0.0,0.13333333333333333
4a,5-95,18,0.031746031746031744,0.0,0.1111111111111111,False,True,0.0,0.1111111111111111
4a,5-95,24,0.031746031746031744,0.0,0.08333333333333333,False,True,0.0,0.08333333333333333
4a,5-95,36,0.031746031746031744,0.0,0.08333333333333333,False,True,0.0,0.08333333333333333
4a,5-95,54,0.031746031746031744,0.0,0.07407407407407407,False,True,0.0,0.07407407407407407
4a,5-95,90,0.031746031746031744,0.0,0.06666666666666667,False,True,0.0,0.06666666666666667
4a,5-95,180,0.031746031746031744,0.011111111111111112,0.05555555555555555,True,True,0.011111111111111112,0.05555555555555555
4a,5-95,360,0.031746031746031744,0.016666666666666666,0.04722222222222222,True,True,0.016666666666666666,0.04722222222222222
4a,2.5-97.5,4,0.031746031746031744,0.0,0.25,False,True,0.0,0.25
4a,2.5-97.5,6,0.031746031746031744,0.0,0.16666666666666666,False,True,0.0,0.16666666666666666
4a,2.5-97.5,9,0.031746031746031744,0.0,0.2222222222222222,False,True,0.0,0.2222222222222222
4a,2.5-97.5,12,0.031746031746031744,0.0,0.16666666666666666,False,True,0.0,0.16666666666666666
4a,2.5-97.5,15,0.031746031746031744,0.0,0.13333333333333333,False,True,0.0,0.13333333333333333
4a,2.5-97.5,18,0.031746031746031744,0.0,0.1111111111111111,False,True,0.0,0.1111111111111111
4a,2.5-97.5,24,0.031746031746031744,0.0,0.125,False,True,0.0,0.125
4a,2.5-97.5,36,0.031746031746031744,0.0,0.1111111111111111,False,True,0.0,0.1111111111111111
4a,2.5-97.5,54,0.031746031746031744,0.0,0.09259259259259259,False,True,0.0,0.09259259259259259
4a,2.5-97.5,90,0.031746031746031744,0.0,0.07777777777777778,False,True,0.0,0.07777777777777778
4a,2.5-97.5,180,0.031746031746031744,0.011111111111111112,0.06111111111111111,True,True,0.011111111111111112,0.06111111111111111
4a,2.5-97.5,360,0.031746031746031744,0.013888888888888888,0.05,True,True,0.013888888888888888,0.05
4b,5-95,4,0.14285714285714285,0.0,0.5,False,True,0.0,0.5
4b,5-95,6,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,5-95,9,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,5-95,12,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,5-95,15,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,5-95,18,0.14285714285714285,0.0,0.2777777777777778,False,True,0.0,0.2777777777777778
4b,5-95,24,0.14285714285714285,0.041666666666666664,0.25,True,True,0.041666666666666664,0.25
4b,5-95,36,0.14285714285714285,0.05555555555555555,0.25,True,True,0.05555555555555555,0.25
4b,5-95,54,0.14285714285714285,0.07407407407407407,0.2222222222222222,True,True,0.07407407407407407,0.2222222222222222
4b,5-95,90,0.14285714285714285,0.08888888888888889,0.2,True,True,0.08888888888888889,0.2
4b,5-95,180,0.14285714285714285,0.1,0.18888888888888888,True,True,0.1,0.18888888888888888
4b,5-95,360,0.14285714285714285,0.1111111111111111,0.175,True,True,0.1111111111111111,0.175
4b,2.5-97.5,4,0.14285714285714285,0.0,0.5,False,True,0.0,0.5
4b,2.5-97.5,6,0.14285714285714285,0.0,0.5,False,True,0.0,0.5
4b,2.5-97.5,9,0.14285714285714285,0.0,0.4444444444444444,False,True,0.0,0.4444444444444444
4b,2.5-97.5,12,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,2.5-97.5,15,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,2.5-97.5,18,0.14285714285714285,0.0,0.3333333333333333,False,True,0.0,0.3333333333333333
4b,2.5-97.5,24,0.14285714285714285,0.041666666666666664,0.2916666666666667,True,True,0.041666666666666664,0.2916666666666667
4b,2.5-97.5,36,0.14285714285714285,0.027777777777777776,0.25,True,True,0.027777777777777776,0.25
4b,2.5-97.5,54,0.14285714285714285,0.05555555555555555,0.24074074074074073,True,True,0.05555555555555555,0.24074074074074073
4b,2.5-97.5,90,0.14285714285714285,0.07777777777777778,0.2222222222222222,True,True,0.07777777777777778,0.2222222222222222
4b,2.5-97.5,180,0.14285714285714285,0.09444444444444444,0.19444444444444445,True,True,0.09444444444444444,0.19444444444444445
4b,2.5-97.5,360,0.14285714285714285,0.10833333333333334,0.18055555555555555,True,True,0.10833333333333334,0.18055555555555555
