file,rows,passes,unit_ok,med_dTurn_cmp,min_dTurn_cmp
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.grid.csv,120,63,True,16.956633,10.795780
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.keep.csv,120,63,True,16.956633,10.795780
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.null.csv,10344,3376,True,16.720721,10.553091
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.grid.csv,324,171,True,14.702539,0.449715
2026-09-05_post-trigger-short-term-reversal_cloud.grid.csv,112,9,True,16.923273,0.000000
2026-09-05_selectivity-as-the-book-parameter_B.grid.csv,64,22,True,13.556407,0.215409
2026-09-05_sleeve-G-is-2013_cloud.grid.csv,280,124,True,13.258181,8.790258
2026-09-05_sleeve-with-a-real-diversifier_B.grid.csv,120,78,True,16.559724,0.000000
2026-09-05_sleeve-with-a-real-diversifier_cloud.grid.csv,120,78,True,16.559724,0.000000
2026-09-05_stop-as-negative-insurance_cloud.grid.csv,156,15,True,13.590982,0.003098
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.grid.csv,1512,522,True,14.981900,10.743909
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,1512,522,True,14.981900,10.743909
2026-09-05_the-on-share-column_cloud.grid.csv,2520,859,True,14.913522,5.323775
2026-09-05_the-on-share-column_cloud.keep.csv,2520,859,True,14.913522,5.323775
2026-09-05_the-sign-is-the-parameter-not-the-share_B.grid.csv,324,126,True,14.451034,3.377937
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.grid.csv,352,129,True,10.617420,0.025824
2026-09-05_vol-threshold-sweep-on-ewall_B.grid.csv,44,20,True,24.253805,20.136280
2026-09-05_which-asset-carries-S4_C.grid.csv,240,114,True,17.217562,8.990729
2026-09-06_abs-gate-bear-shape_B.grid.csv,56,0,True,7.483757,0.092326
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.grid.csv,200,0,True,6.690457,0.059381
2026-09-06_audit-gross-normalisation-across-the-book_cloud.grid.csv,224,0,True,8.892766,1.194674
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.keep.csv,336,96,True,6.817646,0.460545
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud.keep.csv,3828,1234,True,0.898538,0.000297
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud.rows.csv,4940,1718,True,1.017448,0.000254
2026-09-06_band-gate-execution-lag_B.grid.csv,260,2,True,1.414055,0.000000
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.grid.csv,192,0,True,2.914210,0.000000
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud.grid.csv,80,30,True,7.632604,1.200341
2026-09-06_does-any-dial-argmax-move-with-cost_C.grid.csv,441,44,True,11.733631,1.479463
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.grid.csv,396,97,True,8.049727,0.000000
2026-09-06_does-reach-belong-beside-every-instrument-price_C.grid.csv,512,0,True,7.129308,0.005587
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud.grid.csv,144,0,True,0.829370,0.001160
2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud.grid.csv,900,0,True,1.564108,0.001019
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.grid.csv,216,0,True,1.156325,0.035592
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,1024,0,True,2.521984,0.532342
2026-09-06_does-the-sharpe-cagr-reversal-sit-under-every-EWall-claim_C.grid.csv,32,6,True,9.866617,6.255408
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_broad_0bps_arms.csv,9,0,True,0.243749,0.046377
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_broad_10bps_arms.csv,9,0,True,0.243749,0.046377
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_grid.csv,112,0,True,0.991336,0.000000
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_u56_0bps_arms.csv,9,0,True,0.367261,0.145216
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C_u56_10bps_arms.csv,9,0,True,0.367261,0.145216
2026-09-06_drawdown-instrument-exchange-rate_cloud.grid.csv,296,0,True,7.113914,0.053612
2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,148,58,True,16.132449,1.399546
2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,180,68,True,7.666164,1.335848
2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,272,0,True,5.706290,0.000000
2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,312,57,True,7.500137,0.033607
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud.arms.csv,96,0,True,1.275716,0.000000
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud.keep.csv,96,0,True,1.275716,0.000000
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,40,0,True,9.490811,0.000000
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.keep.csv,8,0,True,7.891240,6.255408
2026-09-06_is-RAND-beating-FWD-persistence-or-pick_C.grid.csv,444,0,True,7.408104,6.255408
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C_grid.csv,400,0,True,0.016370,0.000000
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C_headline.csv,20,0,True,0.015761,0.000000
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud.grid.csv,1190,197,True,11.056912,0.583292
2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud.grid.csv,144,0,True,0.879474,0.007210
2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud.grid.csv,224,15,True,1.006717,0.060116
2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud.keep.csv,112,8,True,1.009249,0.060116
2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.arms.csv,362,320,True,12.622987,8.438594
2026-09-06_is-the-negative-exposure-timing-residual-a-general-property-of-gates_B.grid.csv,144,1,True,0.829370,0.001160
2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C.grid.csv,36,9,True,10.359358,6.255408
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C.grid.csv,40,0,True,9.490811,0.000000
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C.keep.csv,8,0,True,7.891240,6.255408
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.grid.csv,180,0,True,13.208684,7.129308
2026-09-06_monthly-drawdown-cost_cloud.grid.csv,96,0,True,3.311021,1.020106
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.grid.csv,30,4,True,4.130887,2.956636
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud.cells.csv,18,3,True,4.130887,3.028774
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.grid.csv,336,96,True,6.817646,0.460545
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.keep.csv,336,96,True,6.817646,0.460545
2026-09-06_price-the-post-crash-re-entry-lag_cloud.grid.csv,64,21,True,0.368523,0.000835
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.grid.csv,320,0,True,6.289132,0.054150
2026-09-06_price-the-vol20-drawdown-purchase-against-the-cheaper-instruments_C.grid.csv,80,0,True,7.872363,0.984396
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud.grid.csv,28,10,True,9.391093,1.230960
2026-09-06_ranking-subtracts-value_B.grid.csv,84,0,True,6.871199,6.255408
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C.grid.csv,216,0,True,2.430363,0.085809
2026-09-06_risk-budget-as-an-explicit-rule_cloud.grid.csv,256,0,True,1.374190,0.000000
2026-09-06_stop-only-in-crashes_B.grid.csv,156,0,True,11.017072,3.073758
2026-09-06_stop-only-in-crashes_B.priceable.csv,63,0,True,8.483824,3.154015
2026-09-06_the-anchor-position-column_B.keep.csv,25,4,True,12.081708,1.154430
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud.anchors.csv,88,25,True,4.170657,2.891285
2026-09-06_trend-filter-by-market-cap_B.grid.csv,60,1,True,1.410571,0.105306
2026-09-06_trend-filter-by-market-cap_cloud.sweep.csv,84,0,True,0.975790,0.036842
2026-09-06_turnover-budget-the-broad-ranked-book_B.grid.csv,135,0,True,3.590508,1.451097
2026-09-06_vol20-gate-in-isolation_cloud.grid.csv,48,0,True,13.208684,7.257318
2026-09-06_what-actually-moves-H2_cloud.grid.csv,20,5,True,12.312030,9.220901
2026-09-06_what-predicts-a-panel_B.grid.csv,10,2,True,13.672758,6.102034
2026-09-06_where-selectivity-and-cost-cross_B.grid.csv,280,43,True,10.997462,6.255354
2026-09-06_where-selectivity-and-cost-cross_cloud.grid.csv,168,35,True,11.915386,6.255354
2026-09-06_why-is-MONTHLY-the-least-negative-cadence_cloud.phaserows.csv,960,1,True,0.809864,0.001160
2026-09-07_S3-arm-cost-breakeven_B.grid.csv.gz,7320,275,True,8.560111,0.200409
2026-09-07_back-fill-the-153-UNATTRIB-band-rows_C.grid.csv,54,0,True,7.634909,3.076989
2026-09-07_breadth-gate-on-v2_B.deltas.csv,324,0,True,7.408968,6.255408
2026-09-07_breadth-gate-on-v2_B.grid.csv,342,0,True,7.408968,6.255408
2026-09-07_correlation-as-the-sleeve-design-variable_B.grid.csv,1920,2,True,6.395755,2.538119
2026-09-07_correlation-as-the-sleeve-design-variable_cloud.grid.csv,660,1,True,6.405549,0.105062
2026-09-07_correlation-as-the-sleeve-design-variable_cloud.keeppaths.csv,80,0,True,7.855354,6.255354
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.grid.csv,660,1,True,6.405549,0.105062
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud.grid.csv,46,0,True,10.754342,6.246561
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.grid.csv,480,0,True,0.612247,0.002459
2026-09-07_does-any-overlay-move-MaxDD-without-moving-CAGR-more_C.grid.csv,216,0,True,11.006637,0.650185
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.live.csv,150,6,True,8.006410,0.000000
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.grid.csv,354,27,True,1.596308,0.000000
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.grid.csv,54,0,True,7.634909,3.076989
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.grid.csv,216,0,True,11.006637,0.650185
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.grid.csv,828,42,True,1.901037,0.000000
2026-09-07_fraction-rule-cost-and-lag_cloud.grid.csv,120,0,True,7.832432,6.009599
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C.grid.csv,42,0,True,12.997993,7.855354
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.grid.csv,720,17,True,8.295152,2.246627
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.keeppaths.csv,83,1,True,8.931182,6.255354
2026-09-07_is-DDCTRL-retirable-as-a-family_C.grid.csv,348,0,True,11.762170,5.353826
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,378,0,True,1.418061,0.002838
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.cadence.csv,24,0,True,4.685940,0.148137
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.corners.csv,8,0,True,4.685940,1.894395
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.grid.csv,36,0,True,3.486403,0.528089
2026-09-07_is-it-gold-or-any-real-asset_cloud.grid.csv,640,4,True,7.855354,0.997697
2026-09-07_is-it-gold-or-any-real-asset_cloud.walkforward.csv,16,2,True,7.713346,4.428085
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.grid.csv,594,6,True,2.835708,0.014535
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.grid.csv,1260,1,True,6.438358,0.105062
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.keeppaths.csv,49,0,True,7.467945,4.835544
2026-09-07_position-count-broad-confirm_B.grid.csv,128,0,True,8.996271,0.459509
2026-09-07_position-count-cost-and-liquidity_cloud.grid.csv,40,0,True,9.735369,7.722903
2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud.grid.csv,72,0,True,4.587301,0.049501
2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud.grid.csv,48,0,True,8.766281,3.370975
2026-09-07_qqq-core-plus-sleeve-h1_B.grid.csv,192,0,True,1.062952,0.053034
2026-09-07_retire-the-linear-blend-normalisation-record-wide_C.grid.csv,1260,1,True,6.438358,0.105062
2026-09-07_retire-the-linear-blend-normalisation-record-wide_C.keeppaths.csv,49,0,True,7.467945,4.835544
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.grid.csv,54,0,True,7.634909,3.076989
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.grid.csv,270,13,True,1.730054,0.000000
2026-09-07_the-small-panel-has-no-defensive-class_cloud.grid.csv,720,1,True,10.831299,3.757207
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.grid.csv,4840,0,True,7.093660,0.008069
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud.grid.csv,1190,0,True,11.056913,0.583292
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B.arms.csv,402,0,True,9.608724,0.791523
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C.live.csv,24,0,True,8.081330,0.946900
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B.grid.csv,3024,10,True,7.710738,0.000000
2026-09-08_band3-rw-at-075-vs-the-incumbent_B.grid.csv,480,2,True,0.967856,0.000000
2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv,738,141,True,7.471997,0.030574
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.grid.csv,196,0,True,6.917970,1.053286
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.keep.csv,192,0,True,6.832278,1.053286
2026-09-08_does-the-MATCHED-margin-hold-off-the-Sharpe-statistic_cloud.grid.csv,441,44,True,11.733631,1.479463
2026-09-08_does-the-matched-gross-control-belong-on-every-published-DIAL-not-just-count_C.grid.csv,526,0,True,0.642989,0.000000
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.grid.csv,560,0,True,13.638798,3.073206
2026-09-08_does-the-width-convergence-hold-past-n40_C.grid.csv,102,0,True,6.438358,0.213761
2026-09-08_does-turnover-level-predict-chooser-power_cloud.grid.csv,1190,0,True,11.056913,0.583292
2026-09-08_fix-hivol80s-IS-OOS-coverage-and-re-read-the-parked-arm_cloud.grid.csv,44,0,True,0.199041,0.000000
2026-09-08_how-many-published-count-dials-are-gross-dials_cloud.grid.csv,144,0,True,9.736508,0.213761
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B.restated_record.csv,288,64,True,9.410165,0.019185
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.grid.csv,595,86,True,11.762170,1.468312
2026-09-08_is-every-published-max_vol-argmax-a-single-ranking-key-reading_cloud.grid.csv,128,0,True,15.866682,7.396741
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud.grid.csv,440,0,True,6.875407,0.053612
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud.keep.csv,440,2,True,6.875407,0.053612
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud.grid.csv,441,44,True,11.733631,1.479463
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,208,2,True,1.165403,0.000000
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,192,2,True,1.165403,0.000000
2026-09-08_is-the-DD-CAP-the-only-thing-4b-ever-tests-on-a-ranked-book_cloud.grid.csv,72,0,True,9.889757,0.684418
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B.grid.csv.gz,2198,0,True,187.847607,142.909657
2026-09-08_locate-the-n-ceiling-above-60_cloud.keep.csv,90,0,True,6.438358,0.946900
2026-09-08_locate-the-n-ceiling-above-60_cloud.ladder.csv,90,0,True,6.438358,0.946900
2026-09-08_price-the-U56-FULL-GROSS-MA-book-against-RULES-v2-on-2-dials-only_cloud.grid.csv,60,0,True,0.655910,0.000000
2026-09-08_publish-EWall-beside-every-panel-claim_B.grid.csv,60,0,True,10.034738,0.946900
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.grid.csv,1400,0,True,10.721650,0.583292
2026-09-08_the-dg-reachability-ceiling_cloud.grid.csv,176,7,True,0.901064,0.000000
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B.grid.csv,441,44,True,11.733631,1.479463
2026-09-09_does-the-ARMED-leg-have-to-be-the-BAND_C.decomp.csv,80,0,True,0.245869,0.003929
2026-09-09_does-the-ARMED-leg-have-to-be-the-BAND_C.grid.csv,100,0,True,0.294365,0.000000
2026-09-09_hold-the-ratio-fixed-DAY-BY-DAY-not-at-the-median_cloud.grid.csv,96,0,True,11.989480,6.255354
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B.grid.csv,64,0,True,6.179851,0.000000
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B.picks.csv,30,0,True,5.952827,0.000000
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B.walkforward.csv,30,0,True,5.952827,0.000000
2026-09-09_is-the-0.2125-vol-threshold-a-PLATEAU-or-a-CLIFF_cloud.grid.csv,520,4,True,0.699510,0.000000
2026-09-09_window-stamp-every-reach-and-every-depth-denominator_cloud.arms.csv,504,0,True,7.136970,0.006427
