panel,book,convention,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,fail4b,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,v2_Sharpe,v2_MaxDD,v2_OOS_Sharpe,mean_gross_CAND20,gross_fixIS
U56,CAND20,n/a,10.0,0.12632357265863292,1.0903234965107311,-0.18308335704557788,1.0959208799407179,1.0916513933292558,0.9928960782278157,0.14307766013754653,1.164764331653914,-0.183083357045578,False,True,-,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.15237187725667578,0.872122672456382,-0.33717256775620263,1.199806892667932,-0.12054945176473186,1.2746660728287855,0.715910625844214,0.718759342301943
U56,EWmatched,matched,10.0,0.10198274679197561,1.085544924948701,-0.1587470485747856,1.103661673147001,1.0708373082828928,0.9927711593069392,0.11106082016298946,1.15991057093511,-0.1587470485747855,False,False,CAGR,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.15237187725667578,0.872122672456382,-0.33717256775620263,1.199806892667932,-0.12054945176473186,1.2746660728287855,0.715910625844214,0.718759342301943
U56,EWfixIS,fixIS,10.0,0.09916195157080465,1.0439944621776351,-0.1523911088823655,1.0756938291350202,1.018475421968571,0.9695794644381804,0.10751952605824666,1.102853742815069,-0.15239110888236562,False,False,CAGR,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.15237187725667578,0.872122672456382,-0.33717256775620263,1.199806892667932,-0.12054945176473186,1.2746660728287855,0.715910625844214,0.718759342301943
U56,EWfull,full,10.0,0.1034752290352956,1.044016771255187,-0.15874704857478583,1.075733344048842,1.0184898009406298,0.9696214010515902,0.11222447986020123,1.10285760932276,-0.15874704857478594,False,False,CAGR,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.15237187725667578,0.872122672456382,-0.33717256775620263,1.199806892667932,-0.12054945176473186,1.2746660728287855,0.715910625844214,0.718759342301943
B136,CAND20,n/a,10.0,0.13086243556020039,0.9569274633118441,-0.20052048331108296,1.1245886597621042,0.8113021031479172,1.043837850225855,0.12486792010130943,0.8919165372280253,-0.2005204833110833,False,False,H2,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.7396429375985581,0.7376494768310909
B136,EWmatched,matched,10.0,0.10782111087598945,1.0457780801395584,-0.1746726203042699,1.175600127547522,0.9249329309196309,1.0652620692220798,0.10571877209571823,1.0294089387127572,-0.1746726203042699,False,True,-,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.7396429375985581,0.7376494768310909
B136,EWfixIS,fixIS,10.0,0.10539878033891159,1.0261174864150344,-0.17414722476546196,1.1455160833638838,0.9144683259748926,1.0349138603744745,0.10409870824904499,1.0185980669658694,-0.17414722476546196,False,False,CAGR,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.7396429375985581,0.7376494768310909
B136,EWfull,full,10.0,0.10716215168162102,1.0261183690583502,-0.1768793110522643,1.1455748414127869,0.9144263370785016,1.0349765743906882,0.10583657394304091,1.0185476662771331,-0.17687931105226462,False,True,-,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.1057901818007876,-0.1224079386020801,1.1185082795688426,0.7396429375985581,0.7376494768310909
SMALL439,CAND20,n/a,10.0,0.0655831265149307,0.462864671151153,-0.27432604586461007,0.6033916370675825,0.3477129033976654,0.42025439160371103,0.07232854473169592,0.487330838507868,-0.2743260458646113,False,False,H1+H2+OOS+DD+CAGR,0.14129855476403863,0.8615350977995732,-0.3371725677562025,0.15450723909089636,0.8820106885412021,-0.33717256775620263,0.5724733736510186,-0.1468466056354123,0.5680478274897117,0.7452529232333501,0.7498501997336882
SMALL439,EWmatched,matched,10.0,0.03855307457587509,0.35564692152241373,-0.33963707075737437,0.4371597974156522,0.29161561020714144,0.41742022441644333,0.03477304342992871,0.32130577337270655,-0.3396370707573748,False,False,H1+H2+OOS+DD+CAGR,0.14129855476403863,0.8615350977995732,-0.3371725677562025,0.15450723909089636,0.8820106885412021,-0.33717256775620263,0.5724733736510186,-0.1468466056354123,0.5680478274897117,0.7452529232333501,0.7498501997336882
SMALL439,EWfixIS,fixIS,10.0,0.036794847823306887,0.3374253522587781,-0.39896833752683025,0.440005646544333,0.2606698728006662,0.4209901792009413,0.031654282278476,0.29301907149527945,-0.3989683375268315,False,False,H1+H2+OOS+DD+CAGR,0.14129855476403863,0.8615350977995732,-0.3371725677562025,0.15450723909089636,0.8820106885412021,-0.33717256775620263,0.5724733736510186,-0.1468466056354123,0.5680478274897117,0.7452529232333501,0.7498501997336882
SMALL439,EWfull,full,10.0,0.03680056019948896,0.3374257706096524,-0.39903330868085074,0.44000703667925734,0.2606696954043753,0.42099168178198665,0.0316586902969096,0.29301897870493426,-0.3990333086808512,False,False,H1+H2+OOS+DD+CAGR,0.14129855476403863,0.8615350977995732,-0.3371725677562025,0.15450723909089636,0.8820106885412021,-0.33717256775620263,0.5724733736510186,-0.1468466056354123,0.5680478274897117,0.7452529232333501,0.7498501997336882
