panel,n,gross,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,is_IS_pick,is_OOS_argmax
U56,5,0.5,1.0136581924019312,0.07137062123325788,0.940001232618081,-0.10501129852064361,False,False
U56,5,0.75,1.0134288401353697,0.10649739095754107,0.9411448782828418,-0.15396098145669235,False,False
U56,5,1.0,1.0131390036463708,0.14114356254728966,0.9422891775273189,-0.20068855771397143,False,False
U56,10,0.5,1.0415592440423964,0.07829465200056251,1.0728912777996589,-0.09128111206436085,False,False
U56,10,0.75,1.0452347204956371,0.11740685372451609,1.0726383412433624,-0.13437528742573512,False,False
U56,10,1.0,1.0487890902232124,0.15637244951365958,1.072316085752294,-0.1758563119485098,False,False
U56,20,0.5,1.0869160479960855,0.08160256502101526,1.0781283392471332,-0.12450863262802547,False,False
U56,20,0.75,1.089786989193506,0.12266560206313204,1.0780099046986693,-0.18194866865365433,False,False
U56,20,1.0,1.0925467001379479,0.16377373409416718,1.0778139408553713,-0.23641344449650958,True,False
U56,40,0.5,1.0363032098012026,0.08837706629557118,1.2183976047704104,-0.12302773894306751,False,False
U56,40,0.75,1.03957515803655,0.1335678653917105,1.218715950542587,-0.18000454774379848,False,False
U56,40,1.0,1.0427823338951268,0.17933986760327003,1.21895593002845,-0.234161327201589,False,False
U56,80,0.5,1.0392266279913294,0.08672159931097823,1.225677294522269,-0.1160018512731178,False,False
U56,80,0.75,1.042654513795906,0.131067132980345,1.2256979353427593,-0.17012382586042163,False,True
U56,80,1.0,1.046055205783388,0.17599411797545894,1.2256664187833104,-0.2218179767405719,False,False
U56,ALL,0.5,1.0368003308359097,0.08662508934731816,1.2239903560853769,-0.11600185127311768,False,False
U56,ALL,0.75,1.040340741413045,0.13091615574016702,1.2240244323860883,-0.17012382586042163,False,False
U56,ALL,1.0,1.0438549917627533,0.17578442724034904,1.2240072853893607,-0.2218179767405719,False,False
U56,RULES v2,,1.1042593710951487,0.09534722887472857,1.285072363206482,-0.12054942313126815,False,False
U56,SPY,,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284,False,False
B136,5,0.5,1.0497948083195456,0.04302857281695549,0.5710832556058962,-0.1521294876875744,False,False
B136,5,0.75,1.0519526861936481,0.06339449345148007,0.5767249469723598,-0.22121918130611085,False,False
B136,5,1.0,1.0540635825516727,0.08291285268881543,0.5822845810199857,-0.28586825998290144,False,False
B136,10,0.5,0.9213037804306838,0.05974952554740076,0.8098946140894777,-0.1091484969257479,False,False
B136,10,0.75,0.9234265809057459,0.08909205392622432,0.8140670457947385,-0.16041837215747834,False,False
B136,10,1.0,0.9255162517768635,0.11798382873102087,0.8181345180743629,-0.2095835956271812,False,False
B136,20,0.5,1.0346726952427665,0.0723265527827679,0.9652548695115181,-0.12680340304826554,False,False
B136,20,0.75,1.0382213720986002,0.10861499751248638,0.9687153152851837,-0.18566561918236824,False,False
B136,20,1.0,1.0416720905634105,0.1448941823078218,0.9721111773496817,-0.2416797392693123,False,False
B136,40,0.5,1.0721991504772486,0.07477868298949697,0.9707904887256297,-0.1551953095547115,False,False
B136,40,0.75,1.0761983261273125,0.11227811226352946,0.9711811700840275,-0.22692435820029033,False,False
B136,40,1.0,1.0801016335786398,0.14973377805207266,0.9714230672030378,-0.2949613073169156,True,False
B136,80,0.5,1.0388392501620156,0.08392895134642342,1.0996649714429583,-0.15126268988886182,False,True
B136,80,0.75,1.0425347803915945,0.12654176959496977,1.0987497089523892,-0.2211749182640873,False,False
B136,80,1.0,1.0461695577281456,0.16948353121917115,1.0976954411180022,-0.28749790488494775,False,False
B136,ALL,0.5,1.0484326472856498,0.08056544880581962,1.0843295999501263,-0.14797592558478123,False,False
B136,ALL,0.75,1.0519836662075688,0.12143663899157575,1.083408309621132,-0.21662181469052766,False,False
B136,ALL,1.0,1.0555264571855998,0.16261511896375103,1.0823899746085548,-0.28190540916103435,False,False
B136,RULES v2,,1.0911618922065958,0.07983337481604336,1.1185082795688426,-0.12240793860208021,False,False
B136,SPY,,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False
