panel,n,cadence,kernel,K,F_MC,F_MC_sd,F_EXACT,F_EXACT_sd,F_POOLED,F_POOLED_sd,mean_abs_MC_minus_EXACT,exact_minus_pooled,replay_1e6,replay_5e3
U56,20,M,DIFF,10,0.21795856913244416,0.05850381980393883,0.21795856913244416,0.05850381980393884,0.21795856913244424,0.05850381980393881,3.191891195797325e-17,3.885780586188048e-16,0.05,0.05
U56,20,M,DIFF,20,0.2175693461928608,0.04758475039381458,0.2175693461928608,0.04758475039381458,0.21756934619286072,0.047584750393814504,2.151057110211241e-17,4.440892098500626e-16,0.05,0.05
U56,20,M,DIFF,50,0.21805767793943173,0.03150615560667924,0.2180576779394317,0.031506155606679236,0.21805767793943173,0.03150615560667923,2.7755575615628914e-17,2.7755575615628914e-16,0.05,0.25
U56,20,M,DIFF,100,0.21884532302586318,0.01959569137485969,0.21884532302586318,0.01959569137485969,0.21884532302586313,0.019595691374859708,2.914335439641036e-17,2.498001805406602e-16,0.05,0.25
U56,20,M,DIFF,200,0.21443238026287745,0.010362353924237571,0.21443238026287745,0.010362353924237573,0.21443238026287742,0.010362353924237556,2.2204460492503132e-17,2.220446049250313e-16,0.05,0.25
U56,20,M,DIFF,400,0.21497039551512795,5.1336956296541967e-17,0.21497039551512792,2.8476619731297836e-17,0.214970395515128,2.8476619731297836e-17,2.3592239273284576e-17,8.326672684688674e-17,1.0,1.0
U56,20,M,RATIO,10,1.2216591361845253,0.060520057447892954,1.2229590236757464,0.061257716554803096,1.2184217133144386,0.060932526184462044,0.002975923915198486,0.008714620077205248,0.05,0.05
U56,20,M,RATIO,20,1.2238361636363744,0.048851868867903256,1.2243038314294608,0.049230457062401436,1.2193488794615683,0.04899865923868073,0.002061007518683411,0.007174221583963414,0.05,0.05
U56,20,M,RATIO,50,1.2240545122364077,0.03272610897913295,1.2247845962079726,0.032878499183954635,1.21983161974197,0.03273168140684769,0.0011801650981709487,0.006399755074562696,0.05,0.3
U56,20,M,RATIO,100,1.2250033371022344,0.020466728652606937,1.2255606491856859,0.02034729664158483,1.2203881312035034,0.020228929591559416,0.0007219985473015389,0.006371945669586765,0.05,0.25
U56,20,M,RATIO,200,1.2209671933608928,0.01023786397227408,1.220905720720285,0.010376613376016433,1.2156188008265199,0.010325905512074074,0.00047566518025941027,0.0059335351200808795,0.05,0.35
U56,20,M,RATIO,400,1.2215560914474448,0.0004797849488083317,1.2216936754195076,4.556259157007654e-16,1.2162616877886117,2.278129578503827e-16,0.0004100110241652799,0.005431987630895696,0.05,1.0
U56,20,M,IND,10,0.865,0.09880869341680842,0.8494999999999999,0.08846497969015167,1.0,0.0,0.040499999999999994,0.31000000000000005,0.4,0.4
U56,20,M,IND,20,0.8574999999999999,0.08472090402579145,0.8445,0.07475662266032988,1.0,0.0,0.02749999999999999,0.32999999999999996,0.25,0.25
U56,20,M,IND,50,0.8620000000000001,0.060489233491763245,0.8549,0.05537879130421489,1.0,0.0,0.019340000000000013,0.25839999999999996,0.15,0.15
U56,20,M,IND,100,0.859,0.03338767500298972,0.8550099999999998,0.02850665480937832,1.0,0.0,0.012219999999999991,0.20989999999999998,0.15,0.15
U56,20,M,IND,200,0.8532499999999998,0.01687999438762692,0.85152125,0.012974335179702388,1.0,0.0,0.009958750000000016,0.16702499999999998,0.1,0.1
U56,20,M,IND,400,0.852,0.010342808332872008,0.850075,0.0,1.0,0.0,0.008507500000000019,0.14992499999999997,0.05,0.2
U56,10,M,DIFF,10,0.2260130444497423,0.08870999378091719,0.22601304444974235,0.08870999378091719,0.2260130444497422,0.08870999378091717,2.5847379792054426e-17,3.885780586188048e-16,0.05,0.05
U56,10,M,DIFF,20,0.22072980275268858,0.060540580252040184,0.22072980275268864,0.060540580252040184,0.22072980275268858,0.060540580252040156,2.42861286636753e-17,4.163336342344337e-16,0.05,0.15
U56,10,M,DIFF,50,0.2214948192081445,0.031010544944574267,0.2214948192081445,0.03101054494457427,0.22149481920814446,0.031010544944574326,3.053113317719181e-17,3.608224830031759e-16,0.05,0.1
U56,10,M,DIFF,100,0.22018657322998797,0.022085929487918373,0.22018657322998797,0.02208592948791838,0.22018657322998797,0.022085929487918328,2.7755575615628914e-17,3.0531133177191805e-16,0.05,0.2
U56,10,M,DIFF,200,0.22082423097080128,0.010974403189490436,0.22082423097080128,0.010974403189490433,0.22082423097080123,0.010974403189490417,1.9428902930940238e-17,3.3306690738754696e-16,0.05,0.3
U56,10,M,DIFF,400,0.21768140804420416,2.6254146160612427e-17,0.21768140804420416,2.8476619731297836e-17,0.21768140804420422,1.1390647892519134e-16,6.938893903907228e-18,1.3877787807814457e-16,1.0,1.0
U56,10,M,RATIO,10,1.2632545894876954,0.10546868546891348,1.26276855919774,0.10508729944742862,1.2506164460059477,0.10201694886744644,0.004781037004831934,0.028375135022254305,0.05,0.05
U56,10,M,RATIO,20,1.2556770808618716,0.07116385507375121,1.2554332010282425,0.07224845491810858,1.2434692400700418,0.06981665441768828,0.0032047185493855436,0.020939961046090305,0.05,0.1
U56,10,M,RATIO,50,1.2578459051798618,0.03587531956360693,1.2570993481151045,0.0356152906822359,1.2434585336393973,0.035143552844213194,0.0019458885168684103,0.019520512301899773,0.05,0.1
U56,10,M,RATIO,100,1.2579259793488673,0.0256135963236484,1.2566551219369662,0.025562587519707514,1.2418650406115603,0.02534095699516943,0.0017608319915925707,0.01784905602381981,0.05,0.15
U56,10,M,RATIO,200,1.2583115724141802,0.012946530504893078,1.2574492601057634,0.013138438761956367,1.2422762074142082,0.012550094114183353,0.0012855457267874515,0.01732752020789441,0.05,0.35
U56,10,M,RATIO,400,1.2534777333412164,0.0011235283312194292,1.2531395141682196,3.3403936758077114e-16,1.2384153560096887,1.5282157797262503e-16,0.0008718561380420042,0.014724158158531564,0.05,1.0
U56,10,M,IND,10,0.8299999999999998,0.14179302929937965,0.833,0.1207912509902496,1.0,0.0,0.04700000000000001,0.5,0.25,0.25
U56,10,M,IND,20,0.8375,0.09716372509164214,0.83475,0.08771177380008852,1.0,0.0,0.03775000000000001,0.34750000000000003,0.3,0.3
U56,10,M,IND,50,0.8280000000000001,0.050845483161188816,0.8335799999999999,0.041287994941820436,1.0,0.0,0.02766,0.27759999999999996,0.05,0.05
U56,10,M,IND,100,0.8195,0.039930861300634696,0.8295250000000001,0.03195852369622391,1.0,0.0,0.022244999999999994,0.25139999999999996,0.05,0.05
U56,10,M,IND,200,0.8277499999999998,0.021792985351399535,0.8333287500000001,0.01478681016765315,1.0,0.0,0.012588749999999965,0.19987500000000002,0.15,0.15
U56,10,M,IND,400,0.8314999999999999,0.009947229183096793,0.8321375,0.0,1.0,0.0,0.007927500000000004,0.16786250000000003,0.2,0.3
B136,20,W,DIFF,10,0.4542714328355252,0.06534616181669665,0.4542714328355252,0.06534616181669664,0.4542714328355252,0.06534616181669661,5.2735593669694933e-17,2.7755575615628914e-16,0.05,0.1
B136,20,W,DIFF,20,0.4564639905686924,0.04230463070817699,0.4564639905686925,0.042304630708177034,0.4564639905686924,0.04230463070817694,6.38378239159465e-17,4.440892098500626e-16,0.05,0.15
B136,20,W,DIFF,50,0.45408883586016613,0.01907987590392638,0.45408883586016613,0.019079875903926413,0.45408883586016613,0.019079875903926347,5.828670879282072e-17,3.885780586188048e-16,0.05,0.4
B136,20,W,DIFF,100,0.4646903964044308,0.0206702493410057,0.4646903964044308,0.020670249341005698,0.4646903964044308,0.020670249341005652,5.2735593669694933e-17,2.7755575615628914e-16,0.05,0.05
B136,20,W,DIFF,200,0.46240791217121213,0.012011630535059185,0.46240791217121213,0.0120116305350592,0.46240791217121224,0.01201163053505918,4.718447854656915e-17,1.6653345369377348e-16,0.05,0.05
B136,20,W,DIFF,400,0.461541345676496,5.695323946259567e-17,0.461541345676496,6.73879817133387e-17,0.46154134567649613,1.1102230246251565e-16,4.4408920985006264e-17,3.3306690738754696e-16,1.0,1.0
B136,20,W,RATIO,10,1.8255976867379833,0.12976930446220958,1.826054912355384,0.13042968261767968,1.8038620573565187,0.13066993449911676,0.008505113007370035,0.03966610489484679,0.05,0.05
B136,20,W,RATIO,20,1.8338049391272595,0.08551255282482229,1.8325251478846103,0.08259173071202326,1.8094066869977041,0.08194387631294912,0.007159167107102593,0.03139494209686666,0.05,0.15
B136,20,W,RATIO,50,1.8355179734844866,0.04195163388077684,1.832403037735379,0.04110510339937769,1.8074966232732905,0.03935085325030189,0.004240585501734151,0.0327944168843628,0.05,0.1
B136,20,W,RATIO,100,1.8543404711429212,0.04408949978119974,1.853605633626712,0.04298322150747016,1.829168468928802,0.042604869611034026,0.002937800665873014,0.028954815232394182,0.05,0.05
B136,20,W,RATIO,200,1.8490004498023527,0.025119014043063888,1.8491360607710103,0.024538565860417607,1.8243749327915648,0.023876607695811777,0.0021309007953726256,0.028036924521995576,0.05,0.05
B136,20,W,RATIO,400,1.8466514513722259,0.0019480442493514062,1.8469534005914419,1.4408156546142918e-16,1.8222059762668685,2.5470262995437504e-16,0.0016600141221600362,0.024747424324573997,0.05,1.0
B136,20,W,IND,10,0.9949999999999999,0.02236067977499789,0.9934999999999998,0.012258187382102508,1.0,0.0,0.008500000000000002,0.040000000000000036,0.95,0.95
B136,20,W,IND,20,0.9925,0.018317377426626178,0.992625,0.015227982380092934,1.0,0.0,0.006624999999999997,0.06499999999999995,0.85,0.85
B136,20,W,IND,50,0.983,0.014903196407411905,0.9877800000000001,0.010335406696349565,1.0,0.0,0.008340000000000014,0.03920000000000001,0.45,0.45
B136,20,W,IND,100,0.9874999999999998,0.007863975156570498,0.988615,0.006427430934755548,1.0,0.0,0.0061350000000000016,0.028000000000000025,0.5,0.5
B136,20,W,IND,200,0.9887499999999999,0.005349618776383195,0.98862875,0.004236559824283954,1.0,0.0,0.0036937500000000013,0.01980000000000004,0.45,0.45
B136,20,W,IND,400,0.9883749999999999,0.003467423584708037,0.9881125,0.0,1.0,0.0,0.0029362499999999957,0.01188750000000005,0.2,0.45
B136,12,W,DIFF,10,0.5014252190450607,0.07117766901261573,0.5014252190450607,0.07117766901261574,0.5014252190450605,0.07117766901261574,6.106226635438361e-17,3.3306690738754696e-16,0.05,0.05
B136,12,W,DIFF,20,0.5137735003144149,0.04810205787126873,0.5137735003144148,0.048102057871268755,0.5137735003144149,0.04810205787126871,6.938893903907228e-17,3.3306690738754696e-16,0.05,0.1
B136,12,W,DIFF,50,0.5128955967216099,0.029244935025145538,0.5128955967216099,0.029244935025145555,0.5128955967216099,0.029244935025145566,3.8857805861880476e-17,2.220446049250313e-16,0.05,0.1
B136,12,W,DIFF,100,0.5168311423794137,0.014426664550390968,0.5168311423794137,0.01442666455039094,0.516831142379414,0.01442666455039093,7.771561172376095e-17,3.3306690738754696e-16,0.05,0.15
B136,12,W,DIFF,200,0.5180534080806247,0.008994718533206646,0.5180534080806247,0.008994718533206646,0.5180534080806247,0.008994718533206662,4.4408920985006264e-17,2.220446049250313e-16,0.05,0.15
B136,12,W,DIFF,400,0.5218123955718339,3.6020391365357295e-17,0.5218123955718339,8.447530566753982e-17,0.5218123955718339,1.194661229606476e-16,6.106226635438361e-17,2.220446049250313e-16,1.0,1.0
B136,12,W,RATIO,10,2.0559202018953036,0.1787814376045046,2.0499948715708367,0.1821350288297158,1.989943864276885,0.18038106949938368,0.01615294720590519,0.10918118414793443,0.05,0.05
B136,12,W,RATIO,20,2.0779374882857438,0.10976662591320213,2.077855343414646,0.10968186217396282,2.0114690434123625,0.1093709045440429,0.011656415183978853,0.09114564508701095,0.05,0.05
B136,12,W,RATIO,50,2.0697938568424705,0.07571151007484826,2.068819526226949,0.07508685878453748,2.0037282618188543,0.06877496423349234,0.008020040287520592,0.1049962069757262,0.05,0.05
B136,12,W,RATIO,100,2.0764829497520467,0.03727387337820251,2.0762026380885965,0.03619585321743576,2.0105954846493406,0.03329269115076825,0.006024547181385431,0.07926233285577977,0.05,0.15
B136,12,W,RATIO,200,2.0810838477963514,0.025113386058823243,2.0810758648836565,0.023151019379462887,2.0134597875960587,0.021391237370856634,0.004709822931745,0.07735981048028862,0.05,0.05
B136,12,W,RATIO,400,2.0929321917345773,0.003377922005802112,2.0917348254287305,2.0376210396350005e-16,2.0238940435175885,3.5292631672191377e-16,0.002893011213160679,0.0678407819111424,0.05,0.65
B136,12,W,IND,10,0.9800000000000001,0.05231483637805969,0.9844999999999999,0.029819633235769163,1.0,0.0,0.0115,0.09999999999999998,0.85,0.85
B136,12,W,IND,20,0.985,0.028562028528873983,0.9897499999999999,0.01525873347851718,1.0,0.0,0.008250000000000002,0.05249999999999999,0.75,0.75
B136,12,W,IND,50,0.983,0.014903196407411905,0.99108,0.008301781673072864,1.0,0.0,0.009680000000000017,0.026000000000000023,0.45,0.45
B136,12,W,IND,100,0.9889999999999999,0.009119095061289922,0.992445,0.004059618208649676,1.0,0.0,0.006175000000000009,0.01539999999999997,0.35,0.35
B136,12,W,IND,200,0.992,0.0054772255750516665,0.9932599999999999,0.0024025260828859575,1.0,0.0,0.003722500000000006,0.01144999999999996,0.6,0.6
B136,12,W,IND,400,0.9915,0.002969139517382814,0.9927437499999998,2.278129578503827e-16,1.0,0.0,0.002420625000000004,0.007256249999999964,0.2,0.45
B136,20,M,DIFF,10,0.1677633444776267,0.046482713887033025,0.1677633444776267,0.046482713887033025,0.16776334447762678,0.04648271388703304,1.8735013540549518e-17,3.608224830031759e-16,0.05,0.1
B136,20,M,DIFF,20,0.18094190231710622,0.042611758080302924,0.18094190231710622,0.04261175808030293,0.18094190231710622,0.04261175808030298,1.5265566588595904e-17,3.3306690738754696e-16,0.05,0.15
B136,20,M,DIFF,50,0.1877487436308391,0.02600997082534485,0.1877487436308391,0.02600997082534484,0.18774874363083915,0.026009970825344883,1.8041124150158794e-17,2.498001805406602e-16,0.05,0.15
B136,20,M,DIFF,100,0.1923787104292735,0.0187696827076898,0.19237871042927346,0.018769682707689795,0.1923787104292734,0.018769682707689837,2.7755575615628914e-17,2.498001805406602e-16,0.05,0.1
B136,20,M,DIFF,200,0.1927701761718076,0.007382697254615564,0.1927701761718076,0.007382697254615567,0.19277017617180756,0.0073826972546155705,1.2490009027033011e-17,2.498001805406602e-16,0.05,0.05
B136,20,M,DIFF,400,0.1959204724676799,3.3086842192679415e-17,0.1959204724676799,3.7671026994384524e-17,0.1959204724676799,1.2215109018058463e-16,8.326672684688674e-18,2.220446049250313e-16,1.0,1.0
B136,20,M,RATIO,10,1.1833843860259945,0.051346648477243725,1.1828302951501866,0.05104562754580134,1.1771713084847997,0.05061172981553896,0.0042575974981972405,0.015756696589760644,0.05,0.05
B136,20,M,RATIO,20,1.1961611020828165,0.046766625585134385,1.1963474792307025,0.04647111434061207,1.1901600543215387,0.04607844999211086,0.002684391066926128,0.01257969058674635,0.05,0.05
B136,20,M,RATIO,50,1.2036366188645697,0.030402261747762543,1.2041452521431655,0.029598520441209447,1.1975289938820644,0.0289138968479387,0.0020330677959542244,0.00923386093045342,0.05,0.2
B136,20,M,RATIO,100,1.2092064091101309,0.02187480302656725,1.2097092524291955,0.02091632555989414,1.2026987219531855,0.02075487707271751,0.0014790705124289594,0.008331939176857261,0.05,0.1
B136,20,M,RATIO,200,1.2095510863718546,0.008127393943077984,1.2101132478205623,0.00784366976869357,1.2031157935425791,0.007837608152198635,0.0011814428476482398,0.008037009296592457,0.05,0.15
B136,20,M,RATIO,400,1.2129642707952162,0.0008481558960367352,1.2132892783415135,2.1612234819214374e-16,1.2064320358577167,1.5282157797262503e-16,0.0007560019984009347,0.006857242483797155,0.05,1.0
B136,20,M,IND,10,0.78,0.1321880637974788,0.773,0.09330764057392987,1.0,0.0,0.05099999999999999,0.44999999999999996,0.55,0.55
B136,20,M,IND,20,0.805,0.0856860855866219,0.796375,0.07189848014644275,1.0,0.0,0.031124999999999986,0.3375,0.35,0.35
B136,20,M,IND,50,0.8029999999999999,0.05777451632720178,0.8046000000000001,0.04100741909767831,1.0,0.0,0.021679999999999994,0.2992,0.15,0.15
B136,20,M,IND,100,0.8049999999999999,0.034564965530219496,0.80738,0.03194861993560087,1.0,0.0,0.01606999999999999,0.24639999999999995,0.15,0.15
B136,20,M,IND,200,0.8082499999999999,0.020664933430432565,0.80910875,0.01371231744349045,1.0,0.0,0.014763749999999982,0.21350000000000002,0.05,0.05
B136,20,M,IND,400,0.812875,0.007357193043116647,0.81301875,0.0,1.0,0.0,0.005926874999999982,0.18698125,0.15,0.3
B136,10,M,DIFF,10,0.2440356518680981,0.06991505983106865,0.2440356518680981,0.06991505983106865,0.24403565186809817,0.06991505983106866,3.400058012914542e-17,3.885780586188048e-16,0.05,0.05
B136,10,M,DIFF,20,0.23344576602611378,0.04180116032212172,0.23344576602611378,0.04180116032212173,0.23344576602611372,0.041801160322121736,2.4980018054066023e-17,3.885780586188048e-16,0.05,0.1
B136,10,M,DIFF,50,0.2248514198360573,0.02711686137417914,0.22485141983605725,0.027116861374179138,0.22485141983605725,0.02711686137417915,1.6653345369377347e-17,3.0531133177191805e-16,0.05,0.1
B136,10,M,DIFF,100,0.2170687142869155,0.02093099850766727,0.21706871428691543,0.02093099850766726,0.21706871428691552,0.02093099850766727,3.191891195797325e-17,3.885780586188048e-16,0.05,0.4
B136,10,M,DIFF,200,0.22154075726588932,0.010549693653320192,0.22154075726588932,0.010549693653320192,0.22154075726588934,0.010549693653320162,2.4980018054066023e-17,3.0531133177191805e-16,0.05,0.25
B136,10,M,DIFF,400,0.2231417932816547,2.4661476101213125e-17,0.2231417932816547,2.7015293524017968e-17,0.2231417932816548,1.746153256780956e-16,9.714451465470119e-18,3.3306690738754696e-16,1.0,1.0
B136,10,M,RATIO,10,1.2906011664282215,0.08411801517878961,1.2890569793604816,0.08455888165361221,1.2766391065298088,0.0846725793164917,0.0035199230418768712,0.02508841303851539,0.05,0.15
B136,10,M,RATIO,20,1.2758181181394483,0.04712805620793425,1.2742401197746107,0.04833364605114208,1.2603720383414472,0.048625920615836364,0.003926972265640349,0.018909753033506504,0.05,0.05
B136,10,M,RATIO,50,1.2641143172501883,0.03079851337022925,1.2639898087659223,0.03220362148464886,1.2501865317101162,0.031302289588513596,0.002748681747616899,0.02068177568523888,0.05,0.15
B136,10,M,RATIO,100,1.2573946791649242,0.024304501788392018,1.256867385782422,0.024367182875782017,1.2423340896564259,0.02425017796605327,0.0022050240467469174,0.018328679824877625,0.05,0.25
B136,10,M,RATIO,200,1.2620070419590619,0.012299801577745663,1.2618997300507466,0.012203659181500051,1.2468996469495615,0.012392291923061412,0.0010636576688728638,0.016307480143601838,0.05,0.15
B136,10,M,RATIO,400,1.2630286406303024,0.0009610591997575883,1.2630892311364181,4.47001301444951e-16,1.2481074466559083,2.1612234819214374e-16,0.0008231249376403404,0.014981784480510019,0.05,1.0
B136,10,M,IND,10,0.86,0.1231174022502185,0.8720000000000001,0.10753701932969777,1.0,0.0,0.054000000000000006,0.36,0.05,0.05
B136,10,M,IND,20,0.8524999999999998,0.08807144229185997,0.869,0.0668728172295031,1.0,0.0,0.035250000000000004,0.26749999999999996,0.1,0.1
B136,10,M,IND,50,0.858,0.05836365126920766,0.8597600000000002,0.04321976156197166,1.0,0.0,0.024920000000000008,0.21919999999999995,0.1,0.1
B136,10,M,IND,100,0.8345,0.03546310165435854,0.84113,0.026699499305378262,1.0,0.0,0.01643,0.19799999999999995,0.05,0.05
B136,10,M,IND,200,0.8427499999999999,0.02209280664069547,0.8451912500000001,0.01432593634994347,1.0,0.0,0.011683750000000003,0.18010000000000004,0.05,0.05
B136,10,M,IND,400,0.8471249999999999,0.012728826588330511,0.84775625,0.0,1.0,0.0,0.010625000000000006,0.15224375,0.05,0.15
SMALL,20,W,DIFF,10,0.576607160506078,0.06846250348587335,0.5766071605060781,0.06846250348587332,0.5766071605060781,0.06846250348587334,6.106226635438361e-17,2.220446049250313e-16,0.05,0.05
SMALL,20,W,DIFF,20,0.5793525164817305,0.05941718926250142,0.5793525164817305,0.059417189262501446,0.5793525164817305,0.059417189262501405,6.106226635438361e-17,2.220446049250313e-16,0.05,0.1
SMALL,20,W,DIFF,50,0.5786337574064565,0.028138047943350973,0.5786337574064566,0.02813804794335098,0.5786337574064566,0.028138047943350977,5.551115123125783e-17,2.220446049250313e-16,0.05,0.05
SMALL,20,W,DIFF,100,0.5827700038732067,0.019871916802244444,0.5827700038732067,0.019871916802244406,0.5827700038732065,0.01987191680224445,4.4408920985006264e-17,3.3306690738754696e-16,0.05,0.2
SMALL,20,W,DIFF,200,0.5807265859951267,0.015739434761577742,0.5807265859951266,0.01573943476157773,0.5807265859951266,0.01573943476157774,4.4408920985006264e-17,2.220446049250313e-16,0.05,0.15
SMALL,20,W,DIFF,400,0.5823189293425789,0.0,0.5823189293425789,0.0,0.5823189293425788,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.0,1.0
SMALL,20,W,RATIO,10,9.16924707180197,14.990300311024502,8.11618375697731,10.238745322999389,4.102638467577612,0.5665810929429018,1.588082966339351,43.28822295674535,0.05,0.05
