panel,cost,pool,N,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,spy_H1,spy_H2,v2_CAGR,v2_Sharpe,v2_MaxDD,v2_H1,v2_H2,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4a,pool_percentile,pool_mean_OOS_Sharpe
U56,0.0,GRID18,18,IS_SHARPE,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.027777777777777776,1.3403321714078196
U56,0.0,GRID18,18,IS_LEGS,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.027777777777777776,1.3403321714078196
U56,0.0,GRID18,18,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.1667928733284516,1.37246057737741,-0.15517532588243754,0.15140875418461808,1.249994496169369,-0.15517532588243743,1.2124693205377646,1.2862702281874283,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.5833333333333334,1.3403321714078196
U56,0.0,GRIDSHELF,24,IS_SHARPE,u56-quantile50-respread-M,0.16427045044037447,1.2431420112119453,-0.1972088143069276,0.15766450512430508,1.2519143094835274,-0.19720881430692794,1.3561044748150608,1.1716732004946622,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.2708333333333333,1.3218622371736448
U56,0.0,GRIDSHELF,24,IS_LEGS,u56-quantile50-respread-M,0.16427045044037447,1.2431420112119453,-0.1972088143069276,0.15766450512430508,1.2519143094835274,-0.19720881430692794,1.3561044748150608,1.1716732004946622,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.2708333333333333,1.3218622371736448
U56,0.0,GRIDSHELF,24,IS_CAGR,u56-quantile50-respread-M,0.16427045044037447,1.2431420112119453,-0.1972088143069276,0.15766450512430508,1.2519143094835274,-0.19720881430692794,1.3561044748150608,1.1716732004946622,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.2708333333333333,1.3218622371736448
U56,0.0,WIDE10,10,IS_SHARPE,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.05,1.3123622620305961
U56,0.0,WIDE10,10,IS_LEGS,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.05,1.3123622620305961
U56,0.0,WIDE10,10,IS_CAGR,U56-qroll-q0.17-w504-d0.25,0.15894582283613157,1.2390691905105715,-0.21086975733829516,0.14683119696669444,1.170970408295761,-0.21086975733829505,1.1936109039152472,1.1526414931649274,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,False,True,False,False,0.25,1.3123622620305961
U56,0.0,WIDE20,20,IS_SHARPE,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.9588437985274028,0.8206599173434318,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,True,True,True,True,True,True,False,0.075,1.3062486756550205
