panel,g,n,n_num,instr,names,turnover,control,CAGR_0,Sharpe_0,MaxDD_0,H1_0,H2_0,OOS_Sharpe_0,dDD_0,dCAGR_0,price_0,p4a_0,f4a_0,p4b_0,f4b_0,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOS_Sharpe_10,dDD_10,dCAGR_10,price_10,p4a_10,f4a_10,p4b_10,f4b_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOS_Sharpe_25,dDD_25,dCAGR_25,price_25,p4a_25,f4a_25,p4b_25,f4b_25,dDD_full,dDD_H1,dDD_H2,dDD_OOS,block_pos,block_n,block_share,dDD_block_sd,cost_ok,window_ok,block_ok,panel_ok,all3_ok
U56,0.75,3,3,g200-dg,2.9454832169407523,18.44653151431086,False,0.3168121560944128,1.2317966465024734,-0.3448374326337723,1.4458861071431661,1.0985434388193607,1.094718296976409,1.1102230246251565e-16,-0.0020855411621358844,,False,"H2,DD",False,DD,0.29280796616455396,1.1582123393344947,-0.34495020802748444,1.360693789098872,1.0320339227786604,1.0277524789055161,1.1102230246251565e-16,-0.0022342400868731183,,False,"H2,DD",False,DD,0.25759206151365155,1.0473642022693865,-0.3668233205248529,1.2322300961280415,0.931898330199814,0.9269100464721286,-0.0060755972118046175,-0.0024462364321486962,,False,"H2,DD",False,DD,1.1102230246251565e-16,0.01497545466607364,-2.220446049250313e-16,1.1102230246251565e-16,3,6,0.5,0.00705853245065178,False,False,False,False,False
U56,0.75,3,3,g200-rw,2.9454832169407523,18.633767669237965,False,0.31753863538337135,1.2327178237714367,-0.3448374326337722,1.4449272708683525,1.1001082433399991,1.0961693932476164,2.220446049250313e-16,-0.0028120204510944102,,False,"H2,DD",False,DD,0.2932803042692067,1.1584930105398374,-0.34495020802748433,1.3587485310027967,1.0332498885283163,1.0288791902618568,2.220446049250313e-16,-0.0027065781915258658,,False,"H2,DD",False,DD,0.257699559043848,1.046674120940209,-0.35938054896803384,1.228785821946544,0.9325859412194158,0.9275452691399554,0.0013671743450144325,-0.0025537339623449284,-1.867891956616528,False,"H2,DD",False,DD,2.220446049250313e-16,0.00555601879537726,0.0,0.0,2,6,0.3333333333333333,0.002927376989641323,True,False,False,False,False
U56,0.75,3,3,band3-dg,2.9472854246451905,18.529380511659454,False,0.3126157067120694,1.2186507617336313,-0.34483743263377253,1.427224373339925,1.088510798797846,1.0853719867931817,-1.1102230246251565e-16,0.0021109082202075413,,False,"H2,DD",False,DD,0.2885778580432157,1.1447032023651564,-0.3517193677268312,1.3412666443444805,1.0219509169394771,1.0183572617720542,-0.006769159699346661,0.0019958680344651647,,False,"H2,DD",False,DD,0.2533162614954094,1.0333230410277605,-0.38117099251561104,1.2116806464540888,0.9217473817331214,0.9174487214542497,-0.020423269202562766,0.00182956358609343,,False,"H2,DD",False,DD,-0.006769159699346661,0.0,-0.006769159699346994,-0.006769159699346994,1,6,0.16666666666666666,0.0053128278027399535,False,False,False,False,False
U56,0.75,3,3,band3-rw,2.9472854246451905,18.667858649470794,False,0.31246721786839604,1.2176981999374155,-0.3448374326337723,1.4287946414216801,1.085727984271991,1.0827659037502335,1.1102230246251565e-16,0.002259397063880897,,False,"H2,DD",False,DD,0.28825397929778496,1.1432333558414756,-0.34808406092631017,1.3426321361212579,1.0184148859885194,1.0150493420454372,-0.0031338528988256176,0.0023197467798958815,,False,"H2,DD",False,DD,0.25274090330736776,1.0310705652914829,-0.3786284419317695,1.2127278050528847,0.9170766946061069,0.9130833340440652,-0.017880718618721203,0.0024049217741350937,,False,"H2,DD",False,DD,-0.0031338528988256176,0.0,-0.003133852898827061,-0.0031338528988255065,0,6,0.0,0.001277677733629439,False,False,False,False,False
U56,0.75,3,3,vol60-dg,2.4879477359765714,18.775834030363566,False,0.2199578607612085,1.121953556130962,-0.19180988163678458,1.0917596347299698,1.151245610217942,1.109299292225472,0.15302755099698784,0.09476875417106845,0.6192921049421608,False,"H1,H2,DD",True,,0.1972938902437047,1.0254593773743235,-0.1971784048924664,0.9919812365663657,1.0576880759848544,1.0162231489837947,0.14777180313501814,0.09327983583397614,0.6312424552926851,False,"H1,H2,DD",True,,0.16405898977625233,0.8801549466185458,-0.20683880047307135,0.8417115051101594,0.9168218374355883,0.8760630994439146,0.15390892283997692,0.09108683530525052,0.5918229666252415,False,"H1,H2,DD",False,"H1,OOS,DD",0.14777180313501814,0.020322954813842276,0.14777180313501814,0.1477718031350177,5,6,0.8333333333333334,0.08783589026054632,True,True,False,True,True
U56,0.75,3,3,vol60-rw,2.4879477359765714,24.38606210583073,False,0.2571679541973373,1.1091028671554943,-0.27084937806912723,1.0822074637809338,1.1386032713815029,1.0998866272652297,0.07398805456464519,0.05755866073493965,0.777945319330558,False,"H1,H2,DD",False,DD,0.22691691783675938,1.0034077264225203,-0.27697760042300257,0.9736100232395746,1.0347465207568314,0.9959507616616038,0.06797260760448198,0.06365680824092168,0.9365067853704685,False,"H1,H2,DD",False,DD,0.1828551496122801,0.8442543758495891,-0.28616917238167117,0.8099890079733327,0.8784284735409028,0.8394976006642321,0.07457855093137711,0.07229067546922274,0.9693226077259193,False,"H1,H2,DD",False,"H1,OOS,DD",0.06797260760448198,-0.013224946602185872,0.06797260760448154,0.06797260760448143,1,6,0.16666666666666666,0.08156528869844036,True,False,False,False,False
U56,0.75,3,3,abs12-dg,2.901554404145078,18.140701803952215,False,0.3124082236740837,1.224253509237575,-0.34483743263377253,1.4289524537807787,1.1021199382089646,1.0980723955987628,-1.1102230246251565e-16,0.00231839125819322,,False,"H2,DD",False,DD,0.2888779786164615,1.1514569024130237,-0.34495020802748444,1.3451653890025963,1.0357272038795255,1.0312137907755694,1.1102230246251565e-16,0.0016957474612195877,,False,"H2,DD",False,DD,0.2543444709657152,1.041795857477834,-0.36074772331304894,1.2188131692118285,0.9357698276055149,0.9305350662657234,-6.661338147750939e-16,0.0008013541157876336,,False,"H2,DD",False,DD,1.1102230246251565e-16,-3.3306690738754696e-16,0.0,0.0,1,6,0.16666666666666666,0.0010212209283289716,False,False,False,False,False
U56,0.75,3,3,abs12-rw,2.901554404145078,18.674637839451723,False,0.3076750877149512,1.1994007810058582,-0.3448374326337724,1.364380455271906,1.099373793491381,1.0954639683107947,0.0,0.007051527217325937,,False,"H2,DD",False,DD,0.2835428775466291,1.1251998710376299,-0.34495020802748455,1.278674450378765,1.0323239143011684,1.0279961391971266,0.0,0.007030848531051959,,False,"H2,DD",False,DD,0.24814886141629589,1.0134369875869145,-0.3607477233130487,1.1494625176815385,0.9313837918177906,0.9264064498229817,-4.440892098500626e-16,0.006996963665206968,,False,"H1,H2,DD",False,DD,0.0,-0.02931284818709845,0.0,0.0,0,6,0.0,0.025799012636560353,False,False,False,False,False
U56,0.75,3,3,stop20-dg,2.819328677630097,18.38240768083302,True,0.2979384386084074,1.2453044760332967,-0.2781820785565364,1.3974432019587102,1.1377925296142422,1.1328673122821273,0.066655354077236,0.01678817632386953,0.2518653836031905,False,"H2,DD",False,DD,0.27435928755490036,1.166396095612106,-0.2803873709391591,1.3115990316373554,1.0635342059306248,1.0585478757273667,0.06456283708832544,0.016214438522780483,0.25114197662346,False,"H2,DD",False,DD,0.23976457471215507,1.0474804724389863,-0.28483768192775105,1.1821285344721402,0.951683238811756,0.9465806983052979,0.07591004138529722,0.015381250369347788,0.20262471326128054,False,"H1,H2,DD",False,DD,0.06456283708832544,0.008814124731458373,0.06456283708832511,0.06456283708832522,3,6,0.5,0.04202287280920609,True,True,False,False,False
U56,0.75,3,3,stop20-rw,2.819328677630097,20.359758864430813,True,0.3079892396430046,1.2317513681357548,-0.28991230759522735,1.380152211431736,1.1332834549020478,1.1278923042636204,0.054925125038545075,0.006737375289272318,0.1226647237406232,False,"H2,DD",False,DD,0.28169574284044874,1.1482340325398963,-0.29117176705265946,1.2907868957648119,1.0531639961680885,1.0481861030514452,0.05377844097482509,0.008877983237232323,0.16508442930482697,False,"H2,DD",False,DD,0.2432101140285765,1.0223614561419587,-0.293058768184953,1.1560019709678246,0.9324684813464211,0.9280900665521786,0.06768895512809525,0.011935711052926568,0.17633173728770535,False,"H1,H2,DD",False,DD,0.05377844097482509,-0.0034813047151585064,0.05377844097482465,0.05377844097482498,3,6,0.5,0.026409300064633646,True,False,False,False,False
