driver,n_rungs,mean_R_corr,se,z,mean_R
D_N,18,0.9332565399988025,0.06803287920727799,-0.9810471169072235,0.4415570400662979
D_POOL,18,0.670442834453294,0.06803287920727799,-4.84408670317529,0.15408512983201794
D_SYNTH,18,0.9857572364573239,0.06803287920727799,-0.20935118002697153,0.6437954052006392
D_POOL_nondegen,10,1.2067971020159292,0.09127568556750332,2.2656318682261936,0.27735323369763226
