scope,arm,n_cells,n_panels,corr_anchor_cells,ci_lo,ci_hi,spear_anchor_cells,corr_anchor_panelmeans,spear_anchor_panelmeans
ALL 10 panels,NT,40,10,-0.0033543734550379174,-0.31454039399610867,0.3084826667002691,0.009051140582755336,-0.00435056751698595,-0.04242424242424241
ALL 10 panels,MAB,30,10,0.022795400750307192,-0.3402743972957651,0.3799502681697004,-0.06636937793161868,0.030226049502171892,-0.309090909090909
idea 387's 3 (replication),NT,12,3,0.008673103210577014,-0.56806414832939,0.5796972829482083,0.2069593385961789,0.012424419343598824,0.5
idea 387's 3 (replication),MAB,9,3,0.7028887064047677,0.07269217064414626,0.9319674454946023,0.6324555320336758,0.9914232420660088,0.5
EX-SMALL439 (drop the deep end),NT,36,9,0.2474537320399736,-0.08826329691608724,0.5326881656325005,0.14712379820097146,0.30540404270402866,0.16666666666666669
EX-SMALL439 (drop the deep end),MAB,27,9,-0.44054431536413097,-0.7028897474932738,-0.07269421747439667,-0.4198959112834707,-0.6156153754469752,-0.7999999999999999
NEW 7 panels only,NT,28,7,0.020692807899777413,-0.35513198900113624,0.3907592220752732,-0.04868114513497633,0.02520422004634605,0.14285714285714288
NEW 7 panels only,MAB,21,7,-0.312719698655048,-0.6558713326650695,0.13754204242123477,-0.35388121021918734,-0.4688158921169798,-0.7500000000000002
