axis_set,f_bar,n_flat,n_nonflat,bound_flat,bound_nonflat,diff,chance,dS_flat,dS_nonflat,dDD_flat,dDD_nonflat,pbound_flat,pbound_nonflat,mono_flat,mono_nonflat
ALL4,0.5,0,36,,0.5277777777777778,,0.25,,-0.045370045168688006,,-0.026152639546314492,,0.48633333333333323,,0.7592592592592592
ALL4,1.0,4,32,0.5,0.53125,-0.03125,0.25,-0.05058945610325628,-0.04471761880186697,-0.048667367512263304,-0.023338298550570895,0.54925,0.47846875,0.8809523809523809,0.7440476190476191
ALL4,2.0,24,12,0.4583333333333333,0.6666666666666666,-0.20833333333333331,0.25,-0.06648168596898053,-0.0031467635681029275,-0.045418788576709605,0.012379658514475719,0.38608333333333333,0.6868333333333333,0.7291666666666666,0.8194444444444445
ALL4,3.0,31,5,0.45161290322580644,1.0,-0.5483870967741935,0.25,-0.05246643748684939,-0.0013724127960873743,-0.04214880985083616,0.07302361634171983,0.403483870967742,1.0,0.7204301075268817,1.0
NONGROSS3,0.5,0,27,,0.37037037037037035,,0.25,,-0.06042773914585839,,-0.036823193345570715,,0.3301851851851852,,0.6790123456790123
NONGROSS3,1.0,2,25,0.0,0.4,-0.4,0.25,-0.10212180946527477,-0.05709221352030507,-0.020319334994812976,-0.038143502013631335,0.24150000000000002,0.33728,0.7619047619047619,0.6723809523809524
NONGROSS3,2.0,20,7,0.35,0.42857142857142855,-0.07857142857142857,0.25,-0.08003249290506889,-0.004414156976685465,-0.03888320203977594,-0.030937454219270077,0.28365000000000007,0.46314285714285713,0.675,0.6904761904761905
NONGROSS3,3.0,27,0,0.37037037037037035,,,0.25,-0.06042773914585839,,-0.036823193345570715,,0.3301851851851852,,0.6790123456790123,
