corpus,path,m,form,p_bar,null_lo,null_hi,P_K0,feas_below,feas_above,pow_th0,pow_th0.25,pow_th0.5,pow_th2,pow_th3,pow_th5
NARROW,4a,12,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,12,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,15,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,15,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,18,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,18,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,24,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,24,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,30,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,30,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,36,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,36,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,48,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,48,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,60,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,60,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,72,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,72,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,96,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,96,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,120,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,120,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,180,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,180,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,240,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,240,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,360,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,360,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,540,SHARE,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4a,540,COUNT,0.0,0,0,1.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0
NARROW,4b,12,SHARE,0.14814814814814814,0,4,0.10838456197395387,False,True,0.0,0.0,0.0,0.16040915172145162,0.5555555555555556,0.8024691358024691
NARROW,4b,12,COUNT,0.14814814814814814,0,4,0.10838456197395387,False,True,0.0,0.0,0.0,0.16040915172145162,0.5555555555555556,0.8024691358024691
NARROW,4b,15,SHARE,0.14814814814814814,0,4,0.09634183286573676,False,True,0.0,0.0,0.0,0.24332334163152627,0.7037037037037037,0.9122085048010974
NARROW,4b,15,COUNT,0.14814814814814814,0,4,0.09634183286573676,False,True,0.0,0.0,0.0,0.24332334163152627,0.7037037037037037,0.9122085048010974
NARROW,4b,18,SHARE,0.14814814814814814,0,4,0.08563718476954378,False,True,0.0,0.0,0.0,0.32408322111224214,0.8024691358024694,0.9609815576893765
NARROW,4b,18,COUNT,0.14814814814814814,0,4,0.08563718476954378,False,True,0.0,0.0,0.0,0.32408322111224214,0.8024691358024694,0.9609815576893765
NARROW,4b,24,SHARE,0.14814814814814814,1,6,0.011747213274285847,True,True,1.0,0.3938200663249151,0.1404115401933067,0.6750243161937328,1.0000000000000002,1.0
NARROW,4b,24,COUNT,0.14814814814814814,1,6,0.011747213274285847,True,True,1.0,0.3938200663249151,0.1404115401933067,0.6750243161937328,1.0000000000000002,1.0
NARROW,4b,30,SHARE,0.14814814814814814,1,6,0.009281748759929558,True,True,1.0,0.3722450472592755,0.12524362690081986,0.7594783390455697,1.0000000000000004,1.0
NARROW,4b,30,COUNT,0.14814814814814814,1,6,0.009281748759929558,True,True,1.0,0.3722450472592755,0.12524362690081986,0.7594783390455697,1.0000000000000004,1.0
NARROW,4b,36,SHARE,0.14814814814814814,2,8,0.001273216565148088,True,True,1.0,0.6096707144784581,0.224517366750209,0.8974800217258818,1.0000000000000004,1.0
NARROW,4b,36,COUNT,0.14814814814814814,2,8,0.001273216565148088,True,True,1.0,0.6096707144784581,0.224517366750209,0.8974800217258818,1.0000000000000004,1.0
NARROW,4b,48,SHARE,0.14814814814814814,4,11,0.0001379970197115576,True,True,1.0,0.9042975519406974,0.5131415764463743,0.9152756094980987,1.0000000000000004,1.0
NARROW,4b,48,COUNT,0.14814814814814814,4,11,0.0001379970197115576,True,True,1.0,0.9042975519406974,0.5131415764463743,0.9152756094980987,1.0000000000000004,1.0
NARROW,4b,60,SHARE,0.14814814814814814,5,13,1.4956746535148251e-05,True,True,1.0,0.9344439852132453,0.5346138170493875,0.972528632620834,1.0000000000000007,1.0
NARROW,4b,60,COUNT,0.14814814814814814,5,13,1.4956746535148251e-05,True,True,1.0,0.9344439852132453,0.5346138170493875,0.972528632620834,1.0000000000000007,1.0
NARROW,4b,72,SHARE,0.14814814814814814,6,15,1.6210804217674955e-06,True,True,1.0,0.9544551364316664,0.5523831578636575,0.9913749718519665,1.0000000000000007,1.0
NARROW,4b,72,COUNT,0.14814814814814814,6,15,1.6210804217674955e-06,True,True,1.0,0.9544551364316664,0.5523831578636575,0.9913749718519665,1.0000000000000007,1.0
NARROW,4b,96,SHARE,0.14814814814814814,9,19,1.9043177449272023e-08,True,True,1.0,0.9925962844269139,0.7274275633797599,0.9991869836872742,1.0000000000000009,0.9999999999999999
NARROW,4b,96,COUNT,0.14814814814814814,9,19,1.9043177449272023e-08,True,True,1.0,0.9925962844269139,0.7274275633797599,0.9991869836872742,1.0000000000000009,0.9999999999999999
NARROW,4b,120,SHARE,0.14814814814814814,12,23,2.2370426691666915e-10,True,True,1.0,0.9988207880131066,0.8345320366194158,0.9999252972342949,1.000000000000001,1.0
NARROW,4b,120,COUNT,0.14814814814814814,12,23,2.2370426691666915e-10,True,True,1.0,0.9988207880131066,0.8345320366194158,0.9999252972342949,1.000000000000001,1.0
NARROW,4b,180,SHARE,0.14814814814814814,20,34,3.3458880191037688e-15,True,True,1.0,0.9999939742957508,0.9641636503606331,0.9999993134181564,1.0000000000000018,1.0
NARROW,4b,180,COUNT,0.14814814814814814,20,34,3.3458880191037688e-15,True,True,1.0,0.9999939742957508,0.9641636503606331,0.9999993134181564,1.0000000000000018,1.0
NARROW,4b,240,SHARE,0.14814814814814814,28,43,5.0043599036724315e-20,True,True,1.0,0.9999999704422465,0.9923455934094211,0.9999999995401846,1.0000000000000024,0.9999999999999999
NARROW,4b,240,COUNT,0.14814814814814814,28,43,5.0043599036724315e-20,True,True,1.0,0.9999999704422465,0.9923455934094211,0.9999999995401846,1.0000000000000024,0.9999999999999999
NARROW,4b,360,SHARE,0.14814814814814814,44,63,1.1194966636382133e-29,True,True,1.0,0.9999999999992923,0.9996472075206237,0.9999999999999976,1.0000000000000033,0.9999999999999999
NARROW,4b,360,COUNT,0.14814814814814814,44,63,1.1194966636382133e-29,True,True,1.0,0.9999999999992923,0.9996472075206237,0.9999999999999976,1.0000000000000033,0.9999999999999999
NARROW,4b,540,SHARE,0.14814814814814814,68,92,3.7457104742937326e-44,True,True,1.0,0.9999999999999901,0.9999963738092409,1.0,1.0000000000000053,1.0
NARROW,4b,540,COUNT,0.14814814814814814,68,92,3.7457104742937326e-44,True,True,1.0,0.9999999999999901,0.9999963738092409,1.0,1.0000000000000053,1.0
WIDE,4a,12,SHARE,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,12,COUNT,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,15,SHARE,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,15,COUNT,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,18,SHARE,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,18,COUNT,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,24,SHARE,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,24,COUNT,0.006172839506172839,0,1,0.8888888888888888,False,True,0.0,0.0,0.0,0.0,0.0,0.0
WIDE,4a,30,SHARE,0.006172839506172839,0,1,0.7901234567901234,False,True,0.0,0.0,0.0,0.04938271604938271,0.1111111111111111,0.308641975308642
WIDE,4a,30,COUNT,0.006172839506172839,0,1,0.7901234567901234,False,True,0.0,0.0,0.0,0.04938271604938271,0.1111111111111111,0.308641975308642
WIDE,4a,36,SHARE,0.006172839506172839,0,1,0.7901234567901234,False,True,0.0,0.0,0.0,0.04938271604938271,0.1111111111111111,0.308641975308642
WIDE,4a,36,COUNT,0.006172839506172839,0,1,0.7901234567901234,False,True,0.0,0.0,0.0,0.04938271604938271,0.1111111111111111,0.308641975308642
