panel,book,x,exp_exit,exp_ctl,k,exit_sh,matched_sh,d,d_oos,exit_dd,matched_dd,exit_cagr,matched_cagr
U56,R6-20,0.0,0.5544304431620154,0.6694100329439845,0.828237426803565,1.0875940557908406,1.0370017933390807,0.05059226245175985,0.19594992630357133,-0.14344539163635184,-0.2196886953085585,0.10273372973522443,0.1101436488431029
U56,R6-20,0.01,0.5688880675149973,0.6694100329439845,0.8498349883002145,1.0747347941523169,1.0370469967983158,0.037687797354001074,0.1691003431110858,-0.14681426586502766,-0.22489488711969086,0.10351300318187318,0.11302000405893642
U56,R6-20,0.03,0.5915138489049808,0.6694100329439845,0.8836345734221734,1.0637383671512104,1.0371116128091493,0.026626754342061076,0.1559197035236628,-0.15000208929445835,-0.23299416504711523,0.1061022324337435,0.11752108457329125
U56,R6-20,0.05,0.6035542833225638,0.6694100329439845,0.9016212091536856,1.0418197605321178,1.0371428855656974,0.00467687496642033,0.13190259519335856,-0.1474803716846459,-0.2372804167877658,0.10593433411106634,0.11991615044615456
U56,R6-20,0.1,0.6239213255920503,0.6694100329439845,0.9320465706916875,1.060087757894099,1.0371908092852746,0.022896948608824408,0.14303865313186903,-0.14867552883195556,-0.2444934982892758,0.11241896531880635,0.1239671329052543
U56,V2,0.0,0.3874005566323452,0.4984685599234032,0.7771815271395949,1.1580767783822081,0.9983326711970206,0.1597441071851875,0.24517790231098546,-0.10035467601755499,-0.156521857449051,0.06878216516189073,0.0624669758414913
U56,V2,0.01,0.4105262592297353,0.4984685599234032,0.8235750300737492,1.1580412897510302,0.99801070069182,0.1600305890592102,0.24109263644063983,-0.10322731026760168,-0.16545325373499975,0.07089804328086546,0.0661909390407871
U56,V2,0.03,0.44230227592003585,0.4984685599234032,0.887322313744325,1.1565525411853201,0.9975542567178975,0.1589982844674226,0.23707888183732528,-0.11407867130252869,-0.17765335287453332,0.07485792315703499,0.07130605860333183
U56,V2,0.05,0.45870920460430026,0.4984685599234032,0.9202369848055962,1.1005863643243488,0.9973120544127438,0.10327430991160491,0.18564613544159758,-0.12179723749227878,-0.18392019551768313,0.07371129105138019,0.07394624981170139
U56,V2,0.1,0.48322996953114766,0.4984685599234032,0.9694291844713392,1.103941420670613,0.9969418571562187,0.10699956351439432,0.1771542185036118,-0.14314998285767377,-0.19324535982355318,0.07947997589247935,0.07789088752460271
B136,R6-20,0.0,0.5922478359041036,0.6932704604785523,0.8542810773955165,1.0055267222506612,1.0261083645453926,-0.02058164229473136,0.04046870277597869,-0.15085985564882975,-0.2376787006388822,0.11041198421560461,0.12517607947785536
B136,R6-20,0.01,0.6015328029245782,0.6932704604785523,0.8676740712554676,1.0051114278814133,1.0262685332844712,-0.02115710540305793,0.027096886830515254,-0.15327436412959505,-0.2410863057217566,0.11186556826982863,0.12715800465582094
B136,R6-20,0.03,0.6165552373941791,0.6932704604785523,0.8893430090308216,0.9881515090431575,1.0265254918628017,-0.038373982819644215,0.019791327400405012,-0.1659364854373141,-0.24658056668021333,0.1122726809841772,0.13036561675125502
B136,R6-20,0.05,0.6251400450916742,0.6932704604785523,0.9017260661303109,0.9951048379543637,1.0266711682066272,-0.03156633025226352,0.013369956348862067,-0.17515406377988063,-0.24970984838166477,0.11479613537019095,0.1321992071100333
B136,R6-20,0.1,0.6403609628004,0.6932704604785523,0.9236813037704941,1.0118729812085272,1.0269273191670374,-0.015054337958510189,0.044291124740245214,-0.1787327686949055,-0.2552394132978193,0.12003627205778611,0.13545113301853884
B136,V2,0.0,0.37933677540557775,0.49708861757389844,0.7631170016665783,1.0601794367231143,0.9480699988011165,0.11210943792199779,0.2008433488176785,-0.09085311463855572,-0.16831528282359898,0.0612075991386587,0.05989842473143603
B136,V2,0.01,0.3999717430172665,0.49708861757389844,0.8046286494536474,1.073758367696675,0.9475146830159216,0.12624368468075353,0.20354774933490583,-0.09370895736625129,-0.17716734586250926,0.06430157462743136,0.06314848307004928
B136,V2,0.03,0.4319798693906219,0.49708861757389844,0.8690198369436667,1.0721340724793254,0.9466362543658322,0.12549781811349314,0.20300833685293518,-0.10698029477393622,-0.19083848854331809,0.06839972081836398,0.06818722855746939
B136,V2,0.05,0.451373978538888,0.49708861757389844,0.9080352327153933,1.0469665255918523,0.946093766048842,0.10087275954301034,0.16923629665195172,-0.11967424584086961,-0.1990868183417981,0.06972407608650166,0.07123862404402526
B136,V2,0.1,0.4791079026287779,0.49708861757389844,0.9638279487611734,1.03969352257486,0.9453043496534489,0.09438917292141114,0.1471100562217338,-0.1432366657716294,-0.21083625384470317,0.07497750606551135,0.07559988336290946
SMALL439,R6-20,0.0,0.451691799193644,0.6953598617986886,0.6495799139531178,0.25250055239507274,0.2368567373604449,0.015643815034627834,0.14926786036764927,-0.23849465965489614,-0.335266344701293,0.021827148108082728,0.020692386693301534
SMALL439,R6-20,0.01,0.45573089925749194,0.6953598617986886,0.6553885610806641,0.24387607330651917,0.2368465655389754,0.007029507767543769,0.13344102627011498,-0.23905531417056336,-0.3380115740593371,0.020945634229763144,0.020819568567956193
