band,family,n_CAGR,flips_CAGR,rate_CAGR,n_DD,flips_DD,rate_DD,gap_pp
0.5,MONTHLY21,11,122,0.5281385281385281,4,35,0.4166666666666667,11.147186147186144
0.5,MONTHLY11,11,49,0.4049586776859504,4,22,0.5,-9.50413223140496
0.5,WEEKLY5,16,18,0.225,5,13,0.52,-29.500000000000004
1.0,MONTHLY21,24,149,0.29563492063492064,10,70,0.3333333333333333,-3.7698412698412676
1.0,MONTHLY11,24,62,0.23484848484848486,10,34,0.3090909090909091,-7.424242424242422
1.0,WEEKLY5,27,19,0.14074074074074075,8,16,0.4,-25.92592592592593
2.0,MONTHLY21,48,164,0.1626984126984127,19,119,0.2982456140350877,-13.5547201336675
2.0,MONTHLY11,48,67,0.1268939393939394,19,49,0.23444976076555024,-10.755582137161085
2.0,WEEKLY5,50,19,0.076,18,25,0.2777777777777778,-20.177777777777777
