panel,ladder,rung,in_base,N,H,maxvol,gross,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is_CAGR,is_Sharpe,is_MaxDD,turnover,keep4a,keep4b,fail4a,fail4b,is_anchor
U56,GROSS,0.15,False,20,126,0.6,0.15,0.03113308940845072,1.1497951404884152,-0.04054430550138932,0.029460274454199187,1.2106832839533817,-0.028579214541534004,0.03280786859404716,1.109800189999656,-0.04054430550138832,0.0339514190229957,1.180207766502706,-0.040544305501388544,0.02771706457237988,1.1140857485830067,-0.028579214541534004,0.5837159195966541,False,False,"H1,H2",CAGR,False
U56,GROSS,0.3,True,20,126,0.6,0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,0.05920805721517919,1.211316313805986,-0.056833405210360066,0.06584792536958606,1.1106556470045978,-0.07990333123577364,0.06825950253472968,1.1810751122539387,-0.07990333123577398,0.055591564186017406,1.11463464464699,-0.056833405210360066,1.1454714221247337,False,False,"H1,H2",CAGR,False
U56,GROSS,0.45,True,20,126,0.6,0.45,0.09413087722886404,1.1511737475286998,-0.1180941619097664,0.08921293005777287,1.2118710626165172,-0.08474957582170428,0.09906880331580536,1.111439570076004,-0.11809416190976518,0.10287872623664751,1.181866865800349,-0.11809416190976607,0.08358912704393173,1.1151064401760997,-0.08474957582170428,1.6902049028564252,False,False,"H1,H2",CAGR,False
U56,GROSS,0.6,True,20,126,0.6,0.6,0.12591068407521866,1.1517373610135737,-0.15513469778683742,0.11944110667114738,1.2123353579763128,-0.11231599631903555,0.1324147168293972,1.1121427410281963,-0.15513469778683786,0.13775891877085966,1.1825724390649999,-0.15513469778683764,0.11167231256556054,1.115490424647164,-0.11231599631903555,2.2240731046491784,False,True,"H1,H2,DD",-,False
U56,GROSS,0.75,True,20,126,0.6,0.75,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,False,True,"H1,H2,DD",-,True
U56,GROSS,0.9,False,20,126,0.6,0.9,0.18978876831218883,1.1525509694243918,-0.22641182935248727,0.18041032513103739,1.2129144042010567,-0.1663600486357839,0.19923745662251835,1.1132773453670408,-0.22641182935248727,0.20808035522641055,1.1836964138958892,-0.22641182935248705,0.16792348360171916,1.1159111343234085,-0.1663600486357839,3.2905792831221277,False,False,"H1,H2,DD",DD,False
U56,GROSS,1.0,False,20,126,0.6,1.0,0.21111580613171776,1.1527144266983635,-0.2492764291131151,0.20083709719882958,1.2129844742263318,-0.1840425595609514,0.2214778157390096,1.1135641087064827,-0.24927642911311487,0.2316202760391317,1.1839750274457161,-0.2492764291131152,0.1866468318130423,1.1159282400179003,-0.1840425595609514,3.656134876502961,False,False,"H1,H2,DD",DD,False
U56,N,5.0,False,5,126,0.6,0.75,0.1789829066444839,0.9893393325945896,-0.25853595033657006,0.19810736615214086,1.1946892109813996,-0.24238280544386492,0.1601721100642597,0.8353240146529841,-0.25853595033656984,0.17190400059573552,0.9060838087852844,-0.2585359503365696,0.1876466688774261,1.1166700991092462,-0.24238280544386492,2.993904757419079,False,False,"H1,H2,DD",DD,False
U56,N,8.0,False,8,126,0.6,0.75,0.1683689324762978,1.0545448115694753,-0.21430274152844864,0.16732007167966878,1.1457646926341956,-0.2021497613694364,0.16941826344992927,0.9873405376098838,-0.2143027415284482,0.18317850790899004,1.0800686318008117,-0.21430274152844841,0.15061371194392614,1.0246893692453622,-0.2021497613694364,2.922704093377883,False,False,"H1,H2,DD",DD,False
U56,N,10.0,True,10,126,0.6,0.75,0.17057239764149146,1.1059017686043204,-0.20771055519190817,0.17877098302520533,1.2330655008470013,-0.18713951068128565,0.16243448306100272,1.0014369375917649,-0.20771055519190829,0.17684943562424715,1.095526853155757,-0.20771055519190795,0.1629861976706839,1.1239476420411478,-0.18713951068128565,2.9096218434805983,False,False,"H1,H2,DD",DD,False
U56,N,12.0,True,12,126,0.6,0.75,0.17661496933452625,1.1699094128888599,-0.20169232195329856,0.17732098194579882,1.2776769011906661,-0.16104858578491632,0.17590969726919825,1.087851454374645,-0.2016923219532989,0.18802051277182996,1.1746902025855754,-0.20169232195329845,0.16289611854882757,1.169687696858419,-0.16104858578491632,2.918731117581113,False,True,"H2,DD",-,False
