panel,ladder,rung,in_core,N,H,gross,freq,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b_full,pass_4b_oos,pass_4a
U56,N,3,False,3,126,0.75,W,3.2980707988352767,0.20559024562039063,0.9682077075434676,-0.3661046216764592,1.2159177455097339,0.769103812845241,0.2452989277882338,1.1861437163538409,-0.3661046216764592,0.17385344433840255,0.813208635703811,-0.27648154762771915,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,N,4,False,4,126,0.75,W,3.3265310970250606,0.18023977002018787,0.9424904608533787,-0.3073874369230506,1.1541023111031978,0.7818508962820383,0.2009320080353716,1.113325933741109,-0.3073874369230506,0.16347342501100148,0.8271653015982458,-0.2534635989904511,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,N,5,True,5,126,0.75,W,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,8,True,8,126,0.75,W,3.0512772736591596,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,10,True,10,126,0.75,W,3.029138541150788,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,12,True,12,126,0.75,W,3.040640012738739,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,N,15,True,15,126,0.75,W,3.019941232779304,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,20,True,20,126,0.75,W,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,N,25,True,25,126,0.75,W,2.7345152794852705,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,30,True,30,126,0.75,W,2.6493013715765503,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,N,40,True,40,126,0.75,W,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,50,False,50,126,0.75,W,2.0478666421611957,0.12823435899249946,1.138690182778578,-0.21919255538648907,1.2692690903591493,1.0409240795421142,0.12435214913406112,1.180122721938705,-0.12649927796154958,0.13144031277374268,1.1117898027928184,-0.21919255538648896,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,N,60,False,60,126,0.75,W,2.024016007173897,0.12637284301517893,1.1248892842011093,-0.22081496057942818,1.268919080107855,1.0157697661620388,0.12420848775139426,1.1793182249603458,-0.12649927796154958,0.1281577010331838,1.0883722980682817,-0.22081496057942773,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,5,False,20,5,0.75,W,9.852592281960147,0.1310821664761721,1.0863036293633248,-0.1848248123803885,1.0889183124021695,1.0910549965086525,0.10912484386748522,0.9840970564810252,-0.12195565630667093,0.14948361403242716,1.1639868831630353,-0.1848248123803885,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,H,10,False,20,10,0.75,W,7.924922751401667,0.13507490080914808,1.093510517278055,-0.19330043762586946,1.1317991425180658,1.068330596101931,0.11637181891750537,1.0227387706147002,-0.113844347878027,0.1507064882774456,1.1483924871533884,-0.19330043762586935,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,H,21,True,20,21,0.75,W,6.143455840069608,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.0492324872471719,0.13107945727078163,1.1218454285224877,-0.11825948556173882,0.15388681224346845,1.1166795464756156,-0.20241626421443537,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,63,True,20,63,0.75,W,3.8712935732522777,0.1494838140635475,1.1013999201094504,-0.25692120073193647,1.199843377192747,1.0395983536662594,0.13381177540736666,1.109453248961746,-0.12805466109697528,0.16254771801486534,1.1046265416960457,-0.25692120073193647,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,126,True,20,126,0.75,W,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,H,252,True,20,252,0.75,W,2.0843462030801896,0.15883666876073566,1.164779855465909,-0.2184352664199286,1.2236115234046798,1.1266487165054269,0.14177137805549256,1.13150083399436,-0.16074254181225323,0.1730763293628057,1.193101873569091,-0.2184352664199284,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,H,378,False,20,378,0.75,W,1.585182523219831,0.15563716361916402,1.1589847848631525,-0.21654175807865295,1.518668453262436,0.9470381709898603,0.15999245210257973,1.4185013620614386,-0.11564933885464901,0.15206409583774172,1.024404097892275,-0.2165417580786525,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,H,504,False,20,504,0.75,W,1.4890313604229575,0.15574139593929925,1.1522525631088483,-0.18610281633182735,1.3362304801804934,1.0378188850100654,0.13752767796334808,1.1882376120345175,-0.14650790148167092,0.17095386517891908,1.1441559318186454,-0.18610281633182657,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,GROSS,0.2,False,20,126,0.2,W,0.8135280293687802,0.04107593086078243,1.137412300917992,-0.05379491945049297,1.2016507861370052,1.094405091633193,0.03681087168525998,1.1100890446268012,-0.03803406750085492,0.044600158123453415,1.1616456414364977,-0.05379491945049353,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,GROSS,0.25,False,20,126,0.25,W,1.0104623754653128,0.05141107802559941,1.1376664706297899,-0.06691437162327019,1.2018888365296299,1.0946893108640652,0.04605706582481828,1.1103004621269397,-0.04745234002940757,0.0558391438327257,1.1619347594424347,-0.0669143716232703,True,True,True,True,False,True,True,False,False,False,True,False,False,False
