book,dial,point,fail4a,fail4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe
U56,GROSS,0.2,-,CAGR,0.03404723321088565,1.1062433681878276,-0.0504372249536692,1.1089196124274912,1.1100206025321728,1.1758274926770405
U56,GROSS,0.3,-,CAGR,0.05115550226977983,1.1065502829988172,-0.07513974796118783,1.1091663916271814,1.1103935090171717,1.176204904282232
U56,GROSS,0.4,-,CAGR,0.06830957181921149,1.1068282663159736,-0.09949955868134308,1.1093842523418096,1.1107381897658937,1.1765530398649129
U56,GROSS,0.5,-,CAGR,0.08550086340911789,1.1070738800016655,-0.12351728800265382,1.1095685630369165,1.1110522601773196,1.17686860255645
U56,GROSS,0.6,DD,CAGR,0.10272032476792536,1.1072839891516388,-0.14719383654535767,1.1097167624897584,1.1113321320210976,1.1771477463155644
U56,GROSS,0.7,DD,-,0.1199582654992617,1.1074544085858813,-0.17052999601828622,1.1098236689546699,1.111574464487784,1.1773868083415056
U56,GROSS,0.75,DD,-,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185
U56,GROSS,0.8,DD,-,0.1372045591754698,1.1075821979491802,-0.1935264825671691,1.1098854833005565,1.1117770867248447,1.1775842807296992
U56,GROSS,0.9,DD,DD,0.15444767608908472,1.1076591465633887,-0.21618504589557563,1.109893131786273,1.1119325356319494,1.1777329895987005
U56,GROSS,1.0,DD,DD,0.17167599048314908,1.1076822412577438,-0.23850902493128767,1.1098474798763216,1.112034506817548,1.1778258965716302
U56,N,3,DD,DD,0.218531179006751,1.0360853249411557,-0.2581034625219102,1.0144577492222204,1.0612718596873814,1.055398036504335
U56,N,5,DD,"H1,DD",0.16520616497465235,0.9503303963383655,-0.21579779850239678,0.8991069960523866,0.9996213026177087,0.9938232266964572
U56,N,8,DD,H1,0.1378550066198312,0.9298866688734041,-0.17918485312461208,0.9175743837545485,0.9456791833374805,0.9740079142392548
U56,N,10,DD,H1,0.12826192382512347,0.926678454222595,-0.17538190355779526,0.9175665176313622,0.9400369438453602,0.9713041910854874
U56,N,15,DD,-,0.13221049719309286,1.0483280861106037,-0.19171827080007353,1.0724874244246054,1.0343023424741677,1.0932587280529378
U56,N,20,DD,-,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185
U56,N,25,DD,-,0.11722079248884065,1.0938590186025394,-0.1784532968557737,1.041011589396363,1.1445899413145575,1.2042174522980817
U56,N,30,DD,-,0.11210476516173062,1.1239693984911563,-0.16505184121040817,1.0653301799410044,1.17958818246391,1.2540292728816564
U56,N,40,DD,CAGR,0.09584307144614579,1.1297849922092602,-0.13928307660542205,1.0825073205215223,1.1750931847897312,1.26823936496371
U56,N,50,-,CAGR,0.07839039889896515,1.1299360371367697,-0.11759895174395885,1.0895662978594576,1.169194063155083,1.2622520052598465
U56,BAND,0.0,DD,-,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185
U56,BAND,0.02,DD,-,0.13081455410297615,1.1193848680458578,-0.17650933291400428,1.0945368771170594,1.1467223679525107,1.209841462234488
U56,BAND,0.03,DD,-,0.13217243342672824,1.1296023313477999,-0.17886884484084287,1.1018523094007107,1.159608924999256,1.2217843666096428
U56,BAND,0.05,DD,-,0.13110977703633186,1.1155657181195733,-0.18438764840311705,1.1319139702045247,1.1084516904880821,1.1732439880186378
U56,BAND,0.08,DD,-,0.13386079074162938,1.1298130684195178,-0.18438764840311672,1.1635084517964984,1.1074974145197196,1.1719821122384524
U56,CADENCE,D,DD,H1,0.11074754794617703,0.9899892545909398,-0.1611267021052033,0.9455881826630351,1.0327328762413783,1.0975125340387923
U56,CADENCE,W,DD,-,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185
U56,CADENCE,M,DD,-,0.14760598013658122,1.2081323609579748,-0.19576936646959642,1.218523056007826,1.2064418707809366,1.28664832783805
U56,CADENCE,Q,DD,DD,0.13573762523136557,1.0274485872704748,-0.2716821116268646,1.0900782925006094,0.9935319544069415,1.0810541193320364
U56,SLEEVE,0.0,DD,-,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185
U56,SLEEVE,0.05,DD,-,0.12478391585953208,1.1295622267767742,-0.17293284594523062,1.1348264882977421,1.1321778022108462,1.1982471056683126
U56,SLEEVE,0.1,DD,-,0.12095032101660652,1.1523539573865555,-0.16372473629538853,1.160749356854165,1.153424618230263,1.2197242307262515
U56,SLEEVE,0.15,DD,-,0.11708085707416926,1.1755923532690895,-0.15444598259060582,1.1871938290820079,1.1752207678145004,1.2417012130204275
U56,SLEEVE,0.2,DD,-,0.11317611042894482,1.19879573290241,-0.14509621971630315,1.2134465219399082,1.1972505732928909,1.2638331268051344
U56,SLEEVE,0.25,-,-,0.10923664724406357,1.2212445881300669,-0.13567515243040296,1.238403625424409,1.219044527794567,1.285609620253809
U56,SLEEVE,0.3,-,CAGR,0.10526292470132703,1.2419078541693338,-0.12618245551504648,1.2604425318231198,1.2399315689808494,1.3063012959940952
