panel,cost_bps,window,block_L,stat,device,point_dev,point_anchor,contrast,SE,t,decisive
u56,0.0,FULL,21,MaxDD,GROSS_g0.25,-4.089894593771637,-12.029812214763801,7.939917620992164,2.234611047092096,3.553154197158559,True
u56,0.0,FULL,21,MaxDD,GROSS_g0.50,-8.099973069895173,-12.029812214763801,3.9298391448686285,1.0711366373363091,3.668849526649849,True
u56,0.0,FULL,21,MaxDD,GROSS_g1.00,-15.878994540852155,-12.029812214763801,-3.8491823260883535,0.9830890492153681,-3.915395384742102,True
u56,0.0,FULL,21,MaxDD,GROSS_g1.25,-19.64710821230099,-12.029812214763801,-7.6172959975371874,1.8823378038125331,-4.046721041307745,True
u56,0.0,FULL,21,MaxDD,GROSS_g1.50,-23.33374697165922,-12.029812214763801,-11.30393475689542,2.7017567172781,-4.183920293268904,True
u56,0.0,FULL,21,MaxDD,BAND_b0.00,-11.966682914684023,-12.029812214763801,0.0631293000797779,0.5543602303908249,0.11387775785299685,False
u56,0.0,FULL,21,MaxDD,BAND_b0.06,-13.457366768702927,-12.029812214763801,-1.4275545539391263,0.8815580497056725,-1.619353999904767,False
u56,0.0,FULL,21,MaxDD,BAND_b0.09,-14.254036846449447,-12.029812214763801,-2.2242246316856455,1.3789196039280869,-1.6130198057592071,False
u56,0.0,FULL,21,MaxDD,RULESv1_n5,-13.594389116950811,-12.029812214763801,-1.5645769021870102,4.299923098420969,-0.3638616008648059,False
u56,0.0,FULL,21,Calmar,GROSS_g0.25,0.7119329642893651,0.732484041695641,-0.02055107740627582,0.01388816012550549,-1.479755217434017,False
u56,0.0,FULL,21,Calmar,GROSS_g0.50,0.7222019003816287,0.732484041695641,-0.010282141314012283,0.007008588922445072,-1.4670772430501136,False
u56,0.0,FULL,21,Calmar,GROSS_g1.00,0.7427714170928926,0.732484041695641,0.010287375397251664,0.007088515816446588,1.4512735336476452,False
u56,0.0,FULL,21,Calmar,GROSS_g1.25,0.7530556247179746,0.732484041695641,0.02057158302233364,0.014281102249676637,1.4404758584232835,False
