window,cad,gross,n,slope,slope_per_gross,t,R2,const,mean_c_sd,mean_resid0_pp,mean_turn
OOS,2d,1.0,54,-1.570887689941159,-1.570887689941159,-3.596999612951262,0.1992412036202551,-0.0751228494358506,0.05723916693654999,-0.16503915215896398,11.232390060376394
OOS,5d,0.5,54,-1.722343380043771,-3.444686760087542,-5.6076067338447695,0.37683693253822625,-0.035949388044631235,0.05684280249107202,-0.1338522126182647,3.460271026723014
OOS,5d,0.75,54,-2.5487238513124204,-3.3982984684165607,-5.439727885670786,0.36267198862894257,-0.05699879417299457,0.057128207104905945,-0.20260281820398393,5.149344540718342
OOS,5d,1.0,54,-3.346588503741633,-3.346588503741633,-5.260561294345674,0.3473363583774751,-0.08070411150899458,0.057445369823041395,-0.27295012575197136,6.830977568449465
OOS,10d,0.5,54,-2.2041149148686037,-4.408229829737207,-6.817228994846136,0.4719451096770867,-0.026339646997358752,0.05680170776107788,-0.15153713826355816,2.3875375908807883
OOS,10d,0.75,54,-3.2640163731598313,-4.352021830879775,-6.699872139487888,0.46329941648364725,-0.046367327429852556,0.05724387528694463,-0.2332122736295593,3.5527083178002488
OOS,10d,1.0,54,-4.286553727626911,-4.286553727626911,-6.556295250164536,0.4525451813989423,-0.07133270439729279,0.0577276143628649,-0.3187852249314403,4.712912335164712
OOS,21d,0.5,54,-1.7468809244387866,-3.4937618488775732,-5.407146126038572,0.35989938980017067,-0.02748858211099913,0.0562107553350604,-0.12568207835411188,1.5931144384531961
OOS,21d,0.75,54,-2.667438968256757,-3.5565852910090094,-5.403724245695803,0.35960777038806624,-0.053504514651928785,0.0568708182348734,-0.20520395136827702,2.3693551398060024
OOS,21d,1.0,54,-3.6294736486598107,-3.6294736486598107,-5.400159712503263,0.3593039077113309,-0.0898864403522074,0.05757993552233341,-0.2988712990220477,3.141634151246752
OOS,42d,0.5,54,-0.7799062145542327,-1.5598124291084654,-3.4231608990235087,0.18390446850262077,-0.018732870685435728,0.057986136133545606,-0.0639566186139757,1.06498783875816
OOS,42d,0.75,54,-1.2371605916319321,-1.6495474555092429,-3.4331479815891552,0.18478054334154248,-0.049768770426698375,0.05886631457049392,-0.1225958549879221,1.581136704906215
OOS,42d,1.0,54,-1.754437516820235,-1.754437516820235,-3.441649508663932,0.1855268285399302,-0.09839641752476082,0.05979076597517735,-0.20329558051103097,2.093287029133625
OOS,63d,0.5,54,-3.6749251627720922,-7.3498503255441845,-8.967216799353595,0.607283314960523,0.012272051293339865,0.062355116416397856,-0.21687833505286377,0.854563811619285
OOS,63d,0.75,54,-5.478952541804586,-7.305270055739448,-8.703188661071753,0.5929406288108094,0.009947667897386988,0.06353817151782047,-0.33817495844179113,1.2650202163663038
OOS,63d,1.0,54,-7.294267794372076,-7.294267794372076,-8.440104322342751,0.5780431883361571,-0.0028796130267511643,0.06479644079327376,-0.47552220429506503,1.6716752454832766
OOS,21d@ph7,0.5,54,-3.421394493815877,-6.842788987631754,-8.504405273286956,0.5817410976096473,-0.006886074156869989,0.058467058017997654,-0.20692494452926058,1.5646110412031644
OOS,21d@ph7,0.75,54,-5.282572036893195,-7.04342938252426,-8.661152233024138,0.5906013340624112,-0.004040606644261776,0.05913679593254968,-0.3164349911890082,2.3271566918838467
OOS,21d@ph7,1.0,54,-7.262928402495713,-7.262928402495713,-8.829675633417347,0.5998866503236931,0.006310148456763938,0.059866258003387705,-0.42849419714717674,3.086580037685169
OOS,21d@ph14,0.5,54,-1.9173092092551216,-3.834618418510243,-7.232265174760081,0.501465210801325,-0.022652142338263515,0.05749698587484593,-0.13289164286051716,1.5909063017112006
OOS,21d@ph14,0.75,54,-2.878030761138621,-3.8373743481848277,-7.17374754650272,0.4974031879185681,-0.04553335230108102,0.05819244307961054,-0.21301299355000844,2.365739084156756
OOS,21d@ph14,1.0,54,-3.8423813094470916,-3.8423813094470916,-7.1117672861870265,0.4930649033290807,-0.07860515851452865,0.05894102954758637,-0.3050790688077434,3.1365570421023676
FULL,D,0.5,54,-0.8302340003399011,-1.6604680006798023,-3.290577092850448,0.1723421921936804,-0.016809357817473797,0.05899278423491617,-0.06578717306401688,8.241008765426203
FULL,D,0.75,54,-1.1909409811713194,-1.5879213082284258,-3.1136473775702624,0.1571412824602859,-0.024601356905461755,0.05899278423491609,-0.0948582812442207,12.268664618894867
FULL,D,1.0,54,-1.5097330542700926,-1.5097330542700926,-2.9273973294804767,0.141484297822292,-0.031825220975684784,0.05899278423491617,-0.12088857729856131,16.27858146016617
FULL,W,0.5,54,-1.8520076889946129,-3.7040153779892258,-6.884655145227,0.47685314858548977,-0.008249153011363752,0.05934870442710299,-0.1181634099422271,3.563644956275178
FULL,W,0.75,54,-2.771515286885853,-3.6953537158478036,-6.72220197779815,0.4649545179980217,-0.014245942260588021,0.05956528946730342,-0.17933205258700016,5.30324488534127
FULL,W,1.0,54,-3.682313077035569,-3.682313077035569,-6.5459073544927175,0.45175960602640086,-0.021761362590971178,0.0598097417723712,-0.24199955685349409,7.034703224339911
FULL,M,0.5,54,-1.5014255319718437,-3.0028510639436874,-8.229170668131527,0.5656504693284701,-0.020532792477092342,0.058872252863080676,-0.10892509605042403,1.5834413492842985
FULL,M,0.75,54,-2.250863599960255,-3.0011514666136736,-7.949739519576463,0.5486046788418709,-0.04210795558259494,0.059544072620382964,-0.17613354123720498,2.3536984145560234
FULL,M,1.0,54,-3.001105758248609,-3.001105758248609,-7.649672143820615,0.5294862119435046,-0.07330249386892253,0.06027390918876798,-0.25419086980748795,3.119584476225152
FULL,Q,0.5,54,-2.6597496974591675,-5.319499394918335,-11.856728007291718,0.7299851478356626,0.010938132468653966,0.06511824651794569,-0.16226010400652358,0.8562895508892576
FULL,Q,0.75,54,-4.027661707626219,-5.370215610168292,-11.949081149848757,0.7330328793982368,0.013457666011568068,0.06627089726877264,-0.25345908924789823,1.2674684955235203
FULL,Q,1.0,54,-5.43650119126591,-5.43650119126591,-11.970120345121272,0.7337208460769198,0.012104825322804545,0.06749084972198663,-0.35480925959032433,1.6750364350427533
FULL,2d,0.5,54,-1.1658487664173134,-2.3316975328346268,-5.13600775542912,0.3365533940928943,-0.01094309115840734,0.059063224166007657,-0.07980187819297661,5.686951605061119
FULL,2d,0.75,54,-1.724108511196751,-2.2988113482623347,-4.926698232806209,0.31823267192019444,-0.01913801633212498,0.05914886656814464,-0.12111708060990412,8.465680348034796
FULL,2d,1.0,54,-2.2620230378809945,-2.2620230378809945,-4.710692302495689,0.29910278927337375,-0.02921082317475839,0.059249293370089315,-0.16323408975607007,11.232390060376394
FULL,5d,0.5,54,-1.9112067015343799,-3.8224134030687598,-7.246377367667245,0.5024398862695343,-0.008577483816461626,0.059047656223353825,-0.12142976010043371,3.460271026723014
FULL,5d,0.75,54,-2.869689889751455,-3.8262531863352733,-7.093022857742216,0.4917456227532573,-0.014429952770050271,0.0592886499999866,-0.18456999225202445,5.149344540718342
FULL,5d,1.0,54,-3.8270114591161484,-3.8270114591161484,-6.928052244165198,0.47998912084138545,-0.021594633489034575,0.05955994527469308,-0.24953122655961557,6.830977568449465
FULL,10d,0.5,54,-1.943274578216608,-3.886549156433216,-10.262614888565043,0.6694661702947948,-0.01569244870098947,0.05921227075494832,-0.1307581491775593,2.3875375908807883
FULL,10d,0.75,54,-2.9132473742392024,-3.8843298323189366,-10.128832184555932,0.6636334194083435,-0.027844575722372648,0.05959389451543434,-0.2014563324401497,3.5527083178002488
FULL,10d,1.0,54,-3.87730542683623,-3.87730542683623,-9.916610230892468,0.6541153979528358,-0.04301442225020278,0.06001730070068062,-0.27571982796101363,4.712912335164712
FULL,21d,0.5,54,-1.5728055220524952,-3.1456110441049905,-7.009456907010764,0.48582298340298935,-0.0176275646438162,0.059141541608492165,-0.11064570786835005,1.5931144384531961
FULL,21d,0.75,54,-2.3857646030759505,-3.181019470767934,-6.890359878929439,0.4772664131186002,-0.03580387869795871,0.05974211515271329,-0.1783345023421896,2.3693551398060024
FULL,21d,1.0,54,-3.221361292507885,-3.221361292507885,-6.760319908805812,0.4677689323253459,-0.06182741794419364,0.060394956932783614,-0.25638139447014363,3.141634151246752
FULL,42d,0.5,54,-0.5856025372139274,-1.1712050744278548,-3.1287514396173863,0.15842742258540343,-0.02308023332054595,0.06044094167797866,-0.05847460211876923,1.06498783875816
FULL,42d,0.75,54,-0.9132254886767341,-1.2176339849023121,-3.057037745277082,0.15234178313000302,-0.051588996049022534,0.06131356161949819,-0.10758210332149983,1.581136704906215
FULL,42d,1.0,54,-1.272520782105455,-1.272520782105455,-2.979891250000474,0.14585722822889524,-0.09389575570039593,0.06224018213556618,-0.17309768094993253,2.093287029133625
FULL,63d,0.5,54,-2.563737154396243,-5.127474308792486,-10.298364081599907,0.6710033127885788,0.006658477429906486,0.06365000975134663,-0.15652341744730403,0.854563811619285
FULL,63d,0.75,54,-3.8578295521218404,-5.143772736162454,-10.111197049981895,0.662854995548384,0.002549901553979743,0.064801190633744,-0.24744204668555886,1.2650202163663038
FULL,63d,1.0,54,-5.18225892136649,-5.18225892136649,-9.893131678078637,0.6530420144551161,-0.009582291393186924,0.06602792986649281,-0.3517561200031799,1.6716752454832766
FULL,21d@ph7,0.5,54,-2.1250744140286915,-4.250148828057383,-9.025378275722183,0.6103627124349897,-0.012933814750810605,0.0602344065833545,-0.14093641102529858,1.5646110412031644
FULL,21d@ph7,0.75,54,-3.2735453499250347,-4.364727133233379,-9.156859119628296,0.6172194392824062,-0.020846830127963473,0.06083298567946899,-0.2199863675210454,2.3271566918838467
FULL,21d@ph7,1.0,54,-4.492227287778744,-4.492227287778744,-9.297673690571836,0.6244042909120332,-0.02824691650756086,0.06149021268786576,-0.3044749278753101,3.086580037685169
FULL,21d@ph14,0.5,54,-1.6423392487574535,-3.284678497514907,-10.396902176949462,0.6751940205721938,-0.0061299596484129335,0.06070205883715218,-0.10582333335705219,1.5909063017112006
FULL,21d@ph14,0.75,54,-2.484761652216609,-3.313015536288812,-10.209667694645384,0.6671729785677719,-0.018039549760074467,0.061311886870191665,-0.17038497508016975,2.365739084156756
FULL,21d@ph14,1.0,54,-3.343673179886096,-3.343673179886096,-9.995267340785407,0.6576816193585487,-0.03744548475784009,0.06197674475640853,-0.24467546397648957,3.1365570421023676
