window,cad,gross,n,slope,slope_per_gross,t,R2,const,mean_c_sd,mean_resid0_pp,mean_turn
IS,D,0.5,54,-1.6133604118485934,-3.2267208236971867,-4.425151482190492,0.2735600435830903,0.02302536037628561,0.05805710436755719,-0.07064167343689316,8.241008765426203
IS,D,0.75,54,-2.435151718345585,-3.2468689577941134,-4.374608077992673,0.26901813616813475,0.03574326460139023,0.058057104367557115,-0.10563459286143538,12.268664618894867
IS,D,1.0,54,-3.264803529042139,-3.264803529042139,-4.322027817892591,0.26428897033653553,0.04933654040424546,0.05805710436755719,-0.14020849882092293,16.27858146016617
IS,W,0.5,54,-1.8135729483297685,-3.627145896659537,-5.278955605843622,0.3489206103816139,0.020972410606667692,0.0583109512868432,-0.08477875323852598,3.563644956275178
IS,W,0.75,54,-2.7490082334455255,-3.6653443112607005,-5.207186133623315,0.34272717289573285,0.02983490904814037,0.05848952119890654,-0.13095326629794035,5.30324488534127
IS,W,1.0,54,-3.702707429874129,-3.702707429874129,-5.1334345959726715,0.3363296412223804,0.037445410543806124,0.05869484475484935,-0.17988442722528322,7.034703224339911
IS,M,0.5,54,-0.3293649867757855,-0.658729973551571,-1.2610839690360527,0.029675739905900556,-0.021787719747985993,0.05843947013048646,-0.0410356350546976,1.5834413492842985
IS,M,0.75,54,-0.49991199294050415,-0.6665493239206722,-1.2412134601642915,0.028774622275097972,-0.045968914118556754,0.05900365702060461,-0.07546554989050513,2.3536984145560234
IS,M,1.0,54,-0.6771363985647213,-0.6771363985647213,-1.2222503293010791,0.027926473539663155,-0.08040529843046153,0.05961955982426321,-0.1207758724538771,3.119584476225152
IS,Q,0.5,54,-1.1616982937162903,-2.3233965874325806,-6.512435128425515,0.44922145563236726,-0.000726393488690502,0.0621089799536182,-0.07287828952526806,0.8562895508892576
IS,Q,0.75,54,-1.8012111581696204,-2.401614877559494,-6.5043636266068905,0.4486078451183143,-0.009640442045133174,0.06317139024741823,-0.12342545503587043,1.2674684955235203
IS,Q,1.0,54,-2.48645581025998,-2.48645581025998,-6.47072932002326,0.44604439330866985,-0.025576716007074958,0.06428809168057367,-0.18542621509676369,1.6750364350427533
IS,2d,0.5,54,-1.704070156534043,-3.408140313068086,-5.506249689935507,0.36830943762449486,0.015192392367693942,0.058108021620643754,-0.08382775313128,5.686951605061119
IS,2d,0.75,54,-2.568301824773767,-3.4244024330316893,-5.4360663375067855,0.36236077369969977,0.022952858538532656,0.05817403495343668,-0.12645562158683163,8.465680348034796
IS,2d,1.0,54,-3.43873682376677,-3.43873682376677,-5.362840226464888,0.3561173304015376,0.03092707872753508,0.05825384432161254,-0.16939256086717058,11.232390060376394
IS,5d,0.5,54,-2.2234989937796295,-4.446997987559259,-6.696620371985008,0.4630580001266631,0.023621455904994954,0.05834383669254212,-0.10610600627411547,3.460271026723014
IS,5d,0.75,54,-3.3938419084445512,-4.525122544592735,-6.675039495680628,0.4614532706814293,0.03556775718410242,0.05853194875834006,-0.16308042349488105,5.149344540718342
IS,5d,1.0,54,-4.60359963837534,-4.60359963837534,-6.651193200356296,0.45967497718522055,0.047718991001067974,0.0587479038635172,-0.22273283798032897,6.830977568449465
IS,10d,0.5,54,-1.6949643978257676,-3.389928795651535,-6.68027525961473,0.46184300013417845,-0.0019755047411821216,0.05850813618089182,-0.10114471255093546,2.3875375908807883
IS,10d,0.75,54,-2.5995514527926993,-3.466068603723599,-6.669420403539591,0.4610347200585706,-0.005028615963823907,0.05881748636966396,-0.15792769810569876,3.5527083178002488
IS,10d,1.0,54,-3.5435326500846136,-3.5435326500846136,-6.650745087931031,0.45964150873271736,-0.00967835842337582,0.0591651635476376,-0.21933204720202554,4.712912335164712
IS,21d,0.5,54,-1.2786835919507804,-2.557367183901561,-4.9998260520568305,0.32466006857810725,-0.018566362926830275,0.058665979312129725,-0.09358158807897449,1.5931144384531961
IS,21d,0.75,54,-1.930929005768579,-2.574572007691439,-4.876681226337093,0.3138214031680737,-0.033081575174209225,0.05920629449435066,-0.1474047265374274,2.3693551398060024
IS,21d,1.0,54,-2.5927178352033855,-2.5927178352033855,-4.7434912654022705,0.3020200689457293,-0.051759851640580286,0.05979556071435207,-0.20679286837066765,3.141634151246752
IS,42d,0.5,54,-0.2877204055078526,-0.5754408110157052,-0.9253039615164208,0.01619843320092751,-0.027367853658186076,0.058438494230351884,-0.04418180091541121,1.06498783875816
IS,42d,0.75,54,-0.4244445998370886,-0.5659261331161182,-0.8741337108369152,0.014481619193855821,-0.052932440082479944,0.05932275188187889,-0.0781116617662189,1.581136704906215
IS,42d,1.0,54,-0.555739128528914,-0.555739128528914,-0.8205365223720863,0.012782195872130697,-0.08806754842285743,0.06026056824445708,-0.12155670410368918,2.093287029133625
IS,63d,0.5,54,-1.0331482722279737,-2.0662965444559473,-5.097246476437649,0.33317878162815695,-0.0035165549228241173,0.061167449699243044,-0.06671159989618858,0.854563811619285
IS,63d,0.75,54,-1.6362644118895648,-2.1816858825194196,-5.169080186315258,0.3394257752997304,-0.012444608422743116,0.06224305995796952,-0.11429071231907705,1.2650202163663038
IS,63d,1.0,54,-2.305737324739661,-2.305737324739661,-5.207163762896543,0.34272523735841176,-0.026743767147303307,0.06337259367551289,-0.17286432175049396,1.6716752454832766
IS,21d@ph7,0.5,54,-0.5019680764820753,-1.0039361529641506,-1.5799680005902492,0.04580675998297834,-0.017132681081112006,0.05904452892603936,-0.04677114969290623,1.5646110412031644
IS,21d@ph7,0.75,54,-0.7543667586516584,-1.005822344868878,-1.5513652719832318,0.04423596163580901,-0.038562153162007645,0.05954640083479273,-0.08348197854912263,2.3271566918838467
IS,21d@ph7,1.0,54,-1.009474526837737,-1.009474526837737,-1.5218678651585396,0.042640811382030686,-0.0701716055207841,0.06009392329461306,-0.13083489030443685,3.086580037685169
IS,21d@ph14,0.5,54,-1.2431995534660383,-2.4863991069320766,-4.95649580120823,0.3208549186246018,0.0029327346903365867,0.06085159291752856,-0.07271793845243205,1.5909063017112006
IS,21d@ph14,0.75,54,-1.919704693136819,-2.5596062575157585,-4.954664457426307,0.32069388405477983,-0.0013295343061632684,0.06135008631991711,-0.11910358293885707,2.365739084156756
IS,21d@ph14,1.0,54,-2.6378156322628383,-2.6378156322628383,-4.950525614206282,0.3203298834160242,-0.009773128307089872,0.06189607812791818,-0.1730435707686745,3.1365570421023676
OOS,D,0.5,54,-0.29070326109184896,-0.5814065221836979,-1.1038253267038503,0.02289489456597582,-0.044679145285292585,0.05692197436546178,-0.06122654886111894,8.241008765426203
OOS,D,0.75,54,-0.3345796416645664,-0.4461061888860885,-0.8551952389162667,0.013869524927249577,-0.06675628012097444,0.05692197436546168,-0.08580121390701025,12.268664618894867
OOS,D,1.0,54,-0.3027485473935287,-0.3027485473935287,-0.5861503475851981,0.0065637902675947934,-0.0884341332808113,0.05692197436546178,-0.10566717833472651,16.27858146016617
OOS,W,0.5,54,-1.9303133730314261,-3.8606267460628523,-6.458826328718652,0.44513469181667165,-0.03182379564390851,0.05735446976197501,-0.1425358956285755,3.563644956275178
OOS,W,0.75,54,-2.868614611019425,-3.824819481359233,-6.326542309617856,0.4349370035323058,-0.04993294068098528,0.0576059411372328,-0.2151821851087762,5.30324488534127
OOS,W,1.0,54,-3.7823780035881853,-3.7823780035881853,-6.1788871572595605,0.4233668166802448,-0.06986383307498575,0.05788614837412576,-0.28881112739772113,7.034703224339911
OOS,M,0.5,54,-2.4594693388340785,-4.918938677668157,-10.59495612495807,0.6834154028680068,-0.02015961265560009,0.05594510871946147,-0.15775489220885458,1.5834413492842985
OOS,M,0.75,54,-3.695586162902487,-4.927448217203316,-10.416597134051486,0.6760235546851148,-0.03963849091888295,0.056704130727811136,-0.24919349181599562,2.3536984145560234
OOS,M,1.0,54,-4.938427303241007,-4.938427303241007,-10.22851299371773,0.6679914617415332,-0.06785905161258489,0.05751751077765204,-0.35190509725140046,3.119584476225152
OOS,Q,0.5,54,-3.7986057310026538,-7.5972114620053075,-9.709056762577596,0.644482811662396,0.02709525530248718,0.06449636659595429,-0.21790101247775315,0.8562895508892576
OOS,Q,0.75,54,-5.731880023956464,-7.642506698608618,-9.691995379750296,0.6436764287391483,0.041361581128247574,0.06569905296166574,-0.33521750813558204,1.2674684955235203
OOS,Q,1.0,54,-7.709429750216313,-7.709429750216313,-9.642167120303514,0.6413085288313044,0.053669953232073485,0.06696377930088404,-0.4625825990970815,1.6750364350427533
OOS,2d,0.5,54,-0.8496668181855735,-1.699333636371147,-4.066216268594429,0.2412537873289613,-0.030644293347631187,0.05701355198410484,-0.0790868166554233,5.686951605061119
OOS,2d,0.75,54,-1.2283397936141278,-1.6377863914855038,-3.8391540124488244,0.2208465914497788,-0.051066939196305616,0.05711830769377588,-0.12122762948046646,8.465680348034796
