parent,statistic,D,period,rebuilt,committed,dev
U56,PREM_SHARPE,6,FULL,0.05022734954030187,0.0502238838889371,3.4656513647687848e-06
U56,PREM_SHARPE,6,IS,0.09519754060918402,0.0951980977588313,5.571496472789317e-07
U56,PREM_SHARPE,6,OOS,0.056721624681154735,0.0567178582337074,3.7664474473383946e-06
U56,PREM_SHARPE,12,FULL,0.039890922480463435,0.0398887543927805,2.168087682934139e-06
U56,PREM_SHARPE,12,IS,0.07392680900372603,0.0739283640267152,1.5550229891664324e-06
U56,PREM_SHARPE,12,OOS,0.05526718920994019,0.0552644998831755,2.6893267646918573e-06
U56,PREM_SHARPE,24,FULL,0.04671115642314056,0.0467092255462872,1.9308768533579657e-06
U56,PREM_SHARPE,24,IS,0.07286227393880197,0.0728621938929812,8.004582077725253e-08
U56,PREM_SHARPE,24,OOS,0.06012216596536643,0.0601202952220751,1.8707432913322997e-06
U56,PREM_CAGR,6,FULL,0.006634004975800732,0.006633607061025,3.9791477573179745e-07
U56,PREM_CAGR,6,IS,0.010759243924821136,0.0107592042008888,3.9723932336241385e-08
U56,PREM_CAGR,6,OOS,0.007148578403553045,0.0071481253793079,4.5302424514503947e-07
U56,PREM_CAGR,12,FULL,0.005224241392700121,0.0052240976094137,1.4378328642115912e-07
U56,PREM_CAGR,12,IS,0.009081942444913635,0.0090821091886283,1.6674371466560145e-07
U56,PREM_CAGR,12,OOS,0.006196050463350488,0.0061958128593107,2.3760403978796002e-07
U56,PREM_CAGR,24,FULL,0.0053538798941445915,0.0053537307180249,1.4917611969138267e-07
U56,PREM_CAGR,24,IS,0.008258297527937199,0.008258315769989,1.824205180141203e-08
U56,PREM_CAGR,24,OOS,0.006795390526289279,0.0067952152793076,1.7524698167886016e-07
U56,SHARPE,6,FULL,0.11403283711645583,0.1140264606223305,6.376494125326371e-06
U56,SHARPE,6,IS,0.17770742482005267,0.1777038344417886,3.590378264056726e-06
U56,SHARPE,6,OOS,0.08556873713119768,0.0855590436234462,9.693507751484809e-06
U56,SHARPE,12,FULL,0.09187221808106821,0.0918650122222005,7.205858867709303e-06
U56,SHARPE,12,IS,0.13584919093813064,0.1358459386177387,3.252320391944341e-06
U56,SHARPE,12,OOS,0.08372485169887882,0.0837146626454743,1.0189053404524584e-05
U56,SHARPE,24,FULL,0.08994463154404357,0.0899360241916932,8.607352350364916e-06
U56,SHARPE,24,IS,0.11946339779441177,0.1194572161152665,6.181679145275676e-06
U56,SHARPE,24,OOS,0.09172410198227361,0.0917148538336897,9.24814858391243e-06
U56,CAGR,6,FULL,0.017015372012475643,0.017014678116619,6.938958566418685e-07
U56,CAGR,6,IS,0.020441868830093277,0.0204415798721578,2.889579354785343e-07
U56,CAGR,6,OOS,0.016421808857678178,0.0164207143952493,1.0944624288765359e-06
U56,CAGR,12,FULL,0.015433021523591809,0.0154327177431637,3.0378042810939865e-07
U56,CAGR,12,IS,0.018294739120618773,0.0182946840631162,5.505750257442377e-08
U56,CAGR,12,OOS,0.014854815548980172,0.0148542083754055,6.071735746716878e-07
U56,CAGR,24,FULL,0.014818085433371571,0.0148173534510751,7.319822964719364e-07
U56,CAGR,24,IS,0.016162151239947936,0.016161715686166,4.3555378193699257e-07
U56,CAGR,24,OOS,0.0155297312274326,0.0155287439149421,9.873124904996589e-07
U56,MAXDD,6,FULL,0.018990758875510518,0.0189906324203601,1.264551504169542e-07
U56,MAXDD,6,IS,0.009982792736745615,0.009983826565962,1.0338292163857704e-06
U56,MAXDD,6,OOS,0.018990758875510525,0.01899063242036,1.2645515052450707e-07
U56,MAXDD,12,FULL,0.017317353760303713,0.0173172312543455,1.2250595821453047e-07
U56,MAXDD,12,IS,0.012058483888535839,0.0120583588369949,1.2505154093830906e-07
U56,MAXDD,12,OOS,0.01731735376030372,0.0173172312543454,1.2250595831861388e-07
U56,MAXDD,24,FULL,0.021586560279813583,0.0215864675125588,9.276725478415959e-08
U56,MAXDD,24,IS,0.01621894365870716,0.0162191773660877,2.337073805383505e-07
U56,MAXDD,24,OOS,0.021586560279813576,0.0215864675125588,9.27672547772207e-08
B136,PREM_SHARPE,6,FULL,0.09970589975641281,0.099510937350097,0.0001949624063158073
B136,PREM_SHARPE,6,IS,0.17456226756282547,0.1747572128084414,0.00019494524561591842
B136,PREM_SHARPE,6,OOS,0.05054512682386433,0.0500681072750118,0.00047701954885252806
B136,PREM_SHARPE,12,FULL,0.08325928847791102,0.0832334988647663,2.578961314471384e-05
B136,PREM_SHARPE,12,IS,0.1381867243405739,0.1383798064546863,0.00019308211411239729
B136,PREM_SHARPE,12,OOS,0.07424884155478803,0.0743261922502452,7.735069545716788e-05
B136,PREM_SHARPE,24,FULL,0.07186800287084948,0.0718483132570096,1.9689613839871112e-05
B136,PREM_SHARPE,24,IS,0.11535018989689892,0.1155825478922228,0.00023235799532388135
B136,PREM_SHARPE,24,OOS,0.06844657691688878,0.0684654600276247,1.8883110735917752e-05
B136,PREM_CAGR,6,FULL,0.01503894736221139,0.0150019889585398,3.695840367158934e-05
B136,PREM_CAGR,6,IS,0.02566153044305057,0.0256734278595615,1.1897416510930209e-05
B136,PREM_CAGR,6,OOS,0.007400218590829573,0.0073220886950787,7.812989575087248e-05
B136,PREM_CAGR,12,FULL,0.01072538062181466,0.0107083052189501,1.7075402864559497e-05
B136,PREM_CAGR,12,IS,0.019409417753044916,0.0194260996269623,1.6681873917383933e-05
B136,PREM_CAGR,12,OOS,0.009487884912575439,0.0094772352059243,1.0649706651138374e-05
B136,PREM_CAGR,24,FULL,0.008993738550862223,0.0089809847480972,1.2753802765023622e-05
B136,PREM_CAGR,24,IS,0.015035661437165537,0.0150547466972514,1.908526008586285e-05
B136,PREM_CAGR,24,OOS,0.00885646187891658,0.0088405559631328,1.590591578378049e-05
B136,SHARPE,6,FULL,0.10584536347697536,0.105680014244691,0.0001653492322843536
B136,SHARPE,6,IS,0.19538208136134086,0.1956625580413191,0.0002804766799782421
B136,SHARPE,6,OOS,0.0602716742889628,0.0598514922469004,0.0004201820420624003
B136,SHARPE,12,FULL,0.09939140077765495,0.0994267336110512,3.5332833396253815e-05
B136,SHARPE,12,IS,0.15417566011468353,0.1544018469854641,0.00022618687078057587
B136,SHARPE,12,OOS,0.08747353457601502,0.0875815500220157,0.0001080154460006838
B136,SHARPE,24,FULL,0.09607861173028691,0.0960911011383679,1.2489408080990083e-05
B136,SHARPE,24,IS,0.14623327674737702,0.1464136549979731,0.00018037825059608048
B136,SHARPE,24,OOS,0.08760024626388659,0.0875943923092835,5.853954603091127e-06
B136,CAGR,6,FULL,0.019847142813828312,0.0198211594115273,2.5983402301012204e-05
B136,CAGR,6,IS,0.03144154131670909,0.0314685022221466,2.6960905437509175e-05
B136,CAGR,6,OOS,0.01358390337809297,0.0135276679099466,5.623546814637059e-05
B136,CAGR,12,FULL,0.015764042375694735,0.0157543475672029,9.694808491833573e-06
B136,CAGR,12,IS,0.023198483282090603,0.0232272895655601,2.880628346949715e-05
B136,CAGR,12,OOS,0.014992745634127301,0.0149783990978277,1.4346536299600365e-05
B136,CAGR,24,FULL,0.014507156266554298,0.0145023235579413,4.8327086129978936e-06
B136,CAGR,24,IS,0.02052165028522917,0.0205466338688352,2.4983583606030813e-05
B136,CAGR,24,OOS,0.014666604956216878,0.0146525886666992,1.4016289517677569e-05
B136,MAXDD,6,FULL,0.023838318453152863,0.0238366175536746,1.7008994782630182e-06
B136,MAXDD,6,IS,0.03067652114640365,0.0306744332896072,2.087856796451071e-06
B136,MAXDD,6,OOS,0.023666038420784463,0.0236638286392478,2.20978153666479e-06
B136,MAXDD,12,FULL,0.03158680808878242,0.0315847913808894,2.0167078930224958e-06
B136,MAXDD,12,IS,0.03196099414570381,0.0319631728317434,2.178686039591704e-06
B136,MAXDD,12,OOS,0.0320284273446906,0.0320262807727203,2.146571970298994e-06
B136,MAXDD,24,FULL,0.032195395762218526,0.0321917621838589,3.6335783596269655e-06
B136,MAXDD,24,IS,0.026889850397948067,0.0268949836141571,5.13321620903423e-06
B136,MAXDD,24,OOS,0.03234074433902798,0.0323370310809299,3.713258098080041e-06
