panel,cost_bps,chooser,pick_cadence,pick_band,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,dSharpe_OOS_vs_twin,keep4a,keep4b_full,keep4b_oos,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,0,C_IS_SHARPE,W,0.1,1.2195680005106837,0.1039640088825402,1.3301136788806784,-0.11821118019984478,0.09769366497517873,1.28131321916014,-0.11821118019984411,1.321204575571473,1.248583017310372,0.10390206174651695,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,0,C_IS_DSHARPE_IS,W,0.1,1.2195680005106837,0.1039640088825402,1.3301136788806784,-0.11821118019984478,0.09769366497517873,1.28131321916014,-0.11821118019984411,1.321204575571473,1.248583017310372,0.10390206174651695,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,0,C_DONOTHING,W,0.03,1.1975633272331787,0.10650187049057092,1.3995015686316914,-0.1151303805048639,0.09606730599379132,1.311288746475164,-0.1151303805048638,1.32072611038416,1.3076001898629914,0.1742066070781665,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,10,C_IS_SHARPE,W,0.1,1.1989927119898869,0.10219062743523888,1.3088468812543446,-0.11836938459949886,0.09598989091007382,1.2603552418311064,-0.11836938459949853,1.3007324592823752,1.2271434072110423,0.09239074716577411,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,10,C_IS_DSHARPE_IS,W,0.1,1.1989927119898869,0.10219062743523888,1.3088468812543446,-0.11836938459949886,0.09598989091007382,1.2603552418311064,-0.11836938459949853,1.3007324592823752,1.2271434072110423,0.09239074716577411,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,10,C_DONOTHING,W,0.03,1.155610116795629,0.10336156174237687,1.3611647982892936,-0.11554594578414734,0.09293624335235329,1.271409034655668,-0.11554594578414756,1.2797438013352926,1.2685467206410697,0.1456085575846664,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,25,C_IS_SHARPE,M,0.1,1.171895024330386,0.10192072445062395,1.2142664085396706,-0.15219077190319896,0.09601935324842192,1.1948925680380058,-0.15219077190319918,1.2708392164174616,1.1368523810768871,-0.018706423230712144,False,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,25,C_IS_DSHARPE_IS,W,0.1,1.1680979052105203,0.09953562522902559,1.2769153672275257,-0.11860666318752777,0.09343893164345074,1.2288867110976345,-0.118606663187528,1.2699889482489628,1.1949558179536401,0.0750961199247191,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,25,C_DONOTHING,W,0.03,1.0925711226314732,0.09866718210348102,1.3035491284773342,-0.11616917692374173,0.08825576893227627,1.2114784242390482,-0.11616917692374229,1.2181485390495324,1.2098637177040437,0.10260461354353234,True,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,50,C_IS_SHARPE,M,0.1,1.1360330572490103,0.09866197826283041,1.1781769604179504,-0.1523370768217044,0.0929165004982444,1.1589369399184792,-0.1523370768217046,1.2348573819252395,1.10074505720901,-0.04270410587925855,False,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,50,C_IS_DSHARPE_IS,M,0.1,1.1360330572490103,0.09866197826283041,1.1781769604179504,-0.1523370768217044,0.0929165004982444,1.1589369399184792,-0.1523370768217046,1.2348573819252395,1.10074505720901,-0.04270410587925855,False,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
U56,50,C_DONOTHING,W,0.03,0.9872816776906712,0.09088591725007045,1.2072753370461524,-0.11720758409484788,0.08049777443893791,1.1113528906984433,-0.11720758409484844,1.1152281577934713,1.111833381884072,0.030692950868960622,False,False,False,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783
B136,0,C_IS_SHARPE,D,0.1,1.2146707820404035,0.09244369511573924,1.2397706675787836,-0.13036184584590338,0.09374489042581668,1.2278443331824402,-0.1303618458459036,1.3440449249840074,1.1124951885880026,0.055554762131328594,False,False,False,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,0,C_IS_DSHARPE_IS,M,0.1,1.2113593505505573,0.09545092311117953,1.1168898006405525,-0.19221674978995584,0.09681566487936832,1.1578703538271342,-0.19221674978995595,1.3352131186034026,1.0051066045059511,-0.07148287754060267,False,False,False,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
