panel,conv,E,d,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,base_OOS_Sharpe,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,m_DD,m_CAGR
U56,S,20,0.0,0.75,0.0,0.07286468118391087,1.1473128667802466,-0.11101062198755596,0.656375758277247,0.983772092043568,1.290488899538182,0.8195157806998695,0.7909992642866656,0.09672843567265632,1.3741297687166107,-0.11101062198755585,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,True,True,True,True,False,0.09129291835755574,-0.033751100906533826
U56,S,20,0.0,0.75,10.0,0.055699056964465976,0.8898326185224394,-0.11110653389391711,0.5013121642121121,0.665435948641399,1.076863166924956,0.4917117940446976,0.33706200158955707,0.08078030851160412,1.1606867587581167,-0.111106533893917,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,True,True,True,False,0.09119700645119458,-0.05091672512597872
U56,S,20,0.0,0.75,25.0,0.030424593596947602,0.5009405368018177,-0.18099765703809523,0.16809385322896211,0.18970201807876214,0.7521253681175872,0.004716682497517406,-0.007280831458112039,0.057255436366389745,0.8354487712205657,-0.11125040175345824,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,False,False,True,False,0.021305883307016465,-0.0761911884934971
U56,S,20,0.0,0.75,50.0,-0.01046394618750801,-0.12443739355268164,-0.3703144528529563,-0.028256920859805097,-0.5495685424650536,0.21857683419053672,-0.7445868077970119,-0.12227166884921355,0.019085550229562376,0.29964593520737065,-0.15099827265436117,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,False,False,False,False,-0.16801091250784458,-0.11707972827795271
U56,S,20,0.25,0.75,0.0,0.0819957584042521,1.3000061442278121,-0.09095380694572086,0.9015099109945479,1.1152266079491442,1.4686386324685978,1.0385380993966506,0.9802587137132973,0.09898826290033669,1.5000550899731269,-0.09095380694572142,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,True,True,True,True,False,0.11134973339939083,-0.024620023686192594
U56,S,20,0.25,0.75,10.0,0.06716419497298443,1.0778189168230137,-0.09256485627678934,0.7255906579938791,0.8620951059845738,1.2736607235618416,0.7968928731018823,0.6074482069440537,0.08435533692776165,1.2926271007169892,-0.09256485627678901,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,True,True,True,False,0.10973868406832235,-0.039451587117460274
U56,S,20,0.25,0.75,25.0,0.04527247728681605,0.7402262877272747,-0.12018674507309846,0.3766844443559978,0.4803746881080634,0.9756180275329442,0.4325640579950598,0.21482243245930072,0.06274599731101915,0.9756959510039712,-0.09712407522614352,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,True,True,True,False,0.08211679527201324,-0.06134330480362865
U56,S,20,0.25,0.75,50.0,0.009715847455922022,0.1831883197238707,-0.2257981554011833,0.043028905345393734,-0.13843272368077683,0.4767184980769341,-0.1594163106825343,-0.05628568294500607,0.027619872728870343,0.44692035397201807,-0.15423134284723428,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,False,False,False,False,False,-0.023494615056071616,-0.09689993463452268
U56,S,20,0.5,0.75,0.0,0.09691327393787086,1.3485864408471544,-0.10971139687074327,0.8833473704837561,1.2602850010432667,1.4313115141361208,1.1306928264157277,1.0492757349533706,0.11404594338928842,1.515161554645262,-0.1097113968707436,0.8831406547160487,0.15454794790057602,1.2839355379722956,True,False,True,True,True,True,False,0.09259214347436842,-0.009702508152573841
U56,S,20,0.5,0.75,10.0,0.08535254444313778,1.1991632783554504,-0.11042793290507769,0.7729253115378483,1.094975975248231,1.2954181607042798,0.9638361069516027,0.8115186803344496,0.1028316023874456,1.3789713349457693,-0.11042793290507757,0.8831406547160487,0.15454794790057602,1.2839355379722956,False,False,True,True,True,True,False,0.09187560744003401,-0.02126323764730692
