stem,n_pools,n_published,src,H_mean_med,H_mean_max,H_ctl_med,H_ctl_max,share_H_le_005,share_H_le_010,claim
2026-09-05_how-many-draws-does-clause-11b-need_cloud,60,0,none,0.1791691756125179,0.35954937030604606,,,0.16666666666666666,0.35,"| 2026-09-05 | 207 rule 8 — clause read on ≤2016-12-31 ONLY, 2017-2026 read ONCE, 18 cells (3 panels x 3 families x 2 rungs), do-nothing + IS-argmax + clause-gated at EVERY K and BOTH statistics | S0 10.22% / ORACLE 11.0"
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud,124,0,none,0.37131257438577503,0.6329804787484782,,,0.024193548387096774,0.03225806451612903,"| 2026-09-05 | 189 rule 8 — every pick made on ≤2016-12-31, 2017-2026 read ONCE; mean OOS level per arm pooled over the five dials, both corpora | A: MODE 10.81% / SEL 10.90% / CONST-INC 9.96% · B: MODE 6.06% / SEL 5.80%"
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C,22,0,none,0.20793644750158535,0.4682124394350454,,,0.045454545454545456,0.18181818181818182,"| 2026-09-06 | 211 RULE 8: clause-as-gate under both statistics, 54 cells (O 18 + T 36) | O 10.26% / T 11.42% (best signed gate) | O 0.7732 / T 0.8647 | O -23.9% / T -23.2% | T: do-nothing 0.7736, **ungated IS-argmax 0.9"
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C,32,0,none,0.003441867893160089,0.14432905264781826,,,0.78125,0.9375,"| 2026-09-06 | 222 RULE 8: fitted selector minus best constant, 115 books, OOS 2017- read once | MEANPH best const M 0.7559; PH0 best const 2M 0.8258 | SEL-SHARPE PH0 0.6674 / MEANPH 0.7313 / BLEND-DR 0.7341 / BLEND-BH 0"
2026-09-06_where-selectivity-and-cost-cross_cloud,2111,0,none,0.11925799117609814,0.5527513560485104,,,0.15537659876835622,0.40217906205589765,"| 2026-09-06 | 155 rule 8 (IS <= 2016 chooses, OOS read once), 2 primary panels @10 bps | S1 IS-Sharpe fit 0.8502 (picks q=0.15/0.10) | S0 q=1.00 no-ranking 1.0662 | S3 ORACLE 1.0830, S2 random 0.8555 | const q=0.90 1.07"
2026-09-06_does-any-dial-argmax-move-with-cost_C,229,84,published,0.31973486647643845,0.5540397105672754,0.34433513323701925,0.8642213467970635,0.008733624454148471,0.017467248908296942,| 2026-09-06 | 228 census: does the cost rung re-rank a dial? (665 pts = 3 panels x 4 dials x 7 rungs) | re-rankable **3 of 12** panel x dial cells | **0 of 12 argmaxes move anywhere in 10-30 bps**; all 3 moves are in 0-
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud,32,0,none,0.025460542271831643,0.08427373117833659,,,0.6875,1.0,"| 2026-09-06 | [UNRESOLVED] 245 rule 8 walk-forward — (family, strength) on 2009–2016, 2017–2026 read once, 8 cells (2 panels x 2 books x 2 cost rungs) | mean OOS regret vs the do-nothing control **−0.0368**, median −0.0"
2026-09-06_drawdown-instrument-exchange-rate_cloud,56,0,recon,0.0460831056478303,0.14368624458572277,0.38786914338101375,0.5883974060266143,0.5357142857142857,0.9107142857142857,"| 2026-09-06 | [NT] 74 rule 8 — walk-forwarding the MENU (family AND level on 2009–2016 rate only, 2017–2026 read once, 25 cells) | IS-cheapest family stays cheapest OOS in **3/25**; mean rate regret **+0.291**, median +"
2026-09-06_locate-the-band-width-ceiling_cloud,45,0,recon,0.21290649870228207,0.2644718032482537,0.238378665096179,0.3278996243391228,0.0,0.0,"| 2026-09-06 | [MAB] 250 rule 8 — width chosen on 2009–2016 only, 2017–2026 read once, 12 cells | SEL-IS picks 12% on all 4 EWALL0 cells, 30% on 4 of 6 CAND20 cells (mean width 19.8%) | beats the do-nothing control **12/"
2026-09-06_dispersion-as-a-survivorship-detector_B,39,0,none,0.12465243317874974,0.3074423624943098,,,0.07692307692307693,0.41025641025641024,"| 2026-09-06 | 83 rule 8 — 2009–2016 fit, 2017–2026 read once; do-nothing = full B136 CAND-20 at OOS 12.49% / **0.892** / −20.05% | **S5 RESID-DISP** (sd orthogonalised on W_IS — what the thermometer reading says is the "
2026-09-06_point-in-time-megacap-panel_B,48,0,recon,0.11842539994070345,0.5255289873060905,0.0,0.04546228942685382,0.125,0.4166666666666667,"| 2026-09-06 | 71 rule 8 — (n, g, convention) chosen on IS <= 2016-12-30 Sharpe @10 bps only, 2017-01-03.. read ONCE, every arm traded at 10 bps | OOS Sharpe: `HIND20` 1.4162 > `STK20` **1.3129** > `RAND20` mean 0.9291 ("
2026-09-06_price-the-post-crash-re-entry-lag_cloud,34,0,recon,0.2818553759884612,0.30500450215169606,-0.010263816476622112,-0.0027381197102060995,0.0,0.0,"| 2026-09-06 | 274 rule-8 pick fast20-D15-L20 (chosen on 2009-2016 IS Sharpe), u56 @10bps | 9.84% OOS | 1.2823 OOS | -12.05% OOS | IS 1.1842 | v2 OOS 1.2851 | **dOOS Sharpe -0.0027 (10bps) and -0.0178 (25bps) on the LIVE"
2026-09-06_does-the-buffer-beat-the-cadence-dial-at-matched-realised-turnover_cloud,288,0,none,0.07711140478006606,0.25954025348108734,,,0.20833333333333334,0.7256944444444444,"| 2026-09-06 | [NT] 279 rule-8 IS pick (m, cadence) chosen on 2009-2016, broad @10bps | 12.30% OOS | 0.877 OOS | -23.59% OOS | IS 1.405 | parent OOS 0.894; grid-mean 0.911; SPY OOS 0.884; v2 OOS 1.122 | IS picks **cad=Q,"
2026-09-06_monthly-drawdown-cost_cloud,24,0,none,0.05110197654601778,0.12505932341347048,,,0.4583333333333333,0.9583333333333334,"| 2026-09-06 | 64 rule-8 walk-forward (both dials on 2009-2016 by IS Sharpe, 2017-2026 untouched) | n/a | n/a | n/a | n/a | SPY, RULES v2 | **The honest chooser does not buy the repair: plain monthly is the IS pick in 14"
2026-09-06_abs-gate-bear-shape_B,0,0,none,,,,,,,"| 2026-09-06 | 62 rule-8 walk-forward (both dials on 2009-2016 by IS Sharpe, 2017-2026 read once) | n/a | n/a | n/a | n/a | SPY 0.882 OOS, RULES v2 1.285/1.119 OOS | **Selection loses to doing nothing (12th instance).** "
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud,0,0,none,,,,,,,"| 2026-09-06 | 277 Q5 rule-8 walk-forward (IS <= 2016-12-31 by Sharpe, OOS >= 2017-01-01 read once, 6 cells) | n/a | n/a | n/a | n/a | RULES v2 OOS 0.967, SPY OOS 0.882 | **The 12th 'selection loses to doing nothing' ins"
2026-09-06_gate-instrument-speed-curve_cloud,0,0,none,,,,,,,"| 2026-09-06 | 61 Q5 rule-8 walk-forward (speed dial on IS <= 2016-12-31 by Sharpe, OOS >= 2017-01-01 read once, 24 cells) | n/a | n/a | n/a | n/a | RULES v2 OOS 0.967, SPY OOS 0.882 | **The 13th 'selection loses to doin"
2026-09-06_band-gate-on-small-panel_B,8,0,recon,0.2751572625172834,0.29687202459105666,0.03944889387150691,0.10733348300243606,0.0,0.0,"| 2026-09-06 | [MAB] 60 rule-8 walk-forward, band width chosen on 2010-2016 only, 2017-2026 read once (48 cells) | n/a | n/a | n/a | n/a | SPY OOS 0.882; do-nothing; constant b=0.03 | **SMALL439: the panel has no arm wor"
2026-09-06_is-the-vol20-half-the-whole-small-panel-inversion_cloud,0,0,none,,,,,,,"| 2026-09-06 | 282 P4 rule-8 walk-forward, (vol ceiling, trend) chosen on IS <= 2016, 2017-2026 read once (8 cells) | n/a | n/a | n/a | n/a | SPY OOS 0.8820; do-nothing; RULES v2 OOS 1.2851 (U56) | **The chooser picks do"
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C,24,0,recon,0.3006760045603013,0.4867880004305163,0.02623930791217638,0.10924760395022393,0.0,0.0,"| 2026-09-06 | 284 rule 8 walk-forward inside q=0.5 (6 selectors pre-registered with directions; IS<=2016 chooses one of 60 panels, 2017-2026 read once) | S_CORR OOS CAGR 16.91% (n=10) / 13.73% (n=20) | S_CORR OOS Sharpe"
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C,24,0,recon,0.2709020600475337,0.4867880004305163,0.06243424270015496,0.16769627927443198,0.0,0.0,"| 2026-09-06 | 294 rule 8 walk-forward inside q=0.5 (8 selectors pre-registered with directions + reverse sign checks; IS<=2016 picks one of 60 panels, 2017-2026 read once) | S_CORR and both S_CORR\|H OOS CAGR 16.91% (n="
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud,30,0,none,0.3184151036630213,0.3727848008251061,,,0.16666666666666666,0.16666666666666666,"| 2026-09-07 | 318 rule 8 walk-forward ((q,m) on 2009-2016 only, 2017-2026 read once), per panel | OOS 14.4% / 12.1% / 6.3% | OOS 1.142 / 0.866 / 0.447 | OOS -18.0% / -20.2% / -32.8% | n/a | NF20 OOS 1.137/-18.3% (4b PAS"
2026-09-07_volume-shock-continuation_B,0,0,none,,,,,,,"| 2026-09-07 | 34 rule 8 walk-forward: (s,h) chosen on 2010-2016 alone, 2017-2026 read once, per arm per rung | n/a | n/a | n/a | n/a | the pool's OOS best, and the pool mean | **The IS chooser loses again — the 11th ins"
2026-09-07_why-does-the-grid-ORDERING-invert-on-B136-at-0-bps-only_cloud,6,0,none,0.05283621026403518,0.1539250108860935,,,0.5,0.8333333333333334,"| 2026-09-07 | 355 CORRECTION to the queue's premise: the inversion is NOT ""no economic content"" — rule 8 prices it | B136 corrected pick TOP20_g1.00 OOS 12.8%/0.907 | n/a | -23.2% | n/a | SPY 15.23%/0.889/-33.72% (0.957"
2026-09-07_does-the-BAND-earn-its-keep-on-a-held-out-panel_C,15,3,published,0.041914224797556354,0.11985700164869806,0.2326981221132769,0.35206926776223246,0.6666666666666666,0.9333333333333333,"| 2026-09-07 | [NT] 347 rule 8 walk-forward: (cadence, m) chosen on <=2016, 2017- read once | B80held OOS 9.65% | B80held OOS **0.729** | B80held OOS -28.09% | n/a | B80held anchor W m=0 OOS 0.661; RULES v2 OOS 0.944; SP"
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud,122,0,recon,0.02038260564661032,0.17303157894703314,0.0,0.00329327215705133,0.7377049180327869,0.9180327868852459,"| 2026-09-07 | 124R rule 8 + KEEP paths, 78 cells x 3 panels x 3 rungs | 11.10% (best U56 4b cell, n=40 band3-dg) | 1.198 | -15.8% | 1.233 / 1.176 | RULES v2 1.206 (1.226/1.191) OOS 1.285; SPY 0.889 OOS 0.882 | Floor der"
2026-09-07_is-the-priceability-floor-the-real-selector_B,47,0,recon,0.024336623776484045,0.1363825912144565,-0.2882647296563162,0.028014668800329323,0.7659574468085106,0.9361702127659575,"| 2026-09-07 | 379 rule 8 / W2 — is the floor the REAL selector? (28 cells, picks read untouched on 2017-2026) | 11.36% (best 4b cell, u56 TOP40+band3-rw @10bps) | 1.2112 | -15.66% | 1.2503 / 1.1861 | RULES v2 u56 1.2056"
2026-09-08_does-any-selector-beat-doing-nothing_B,716,0,recon,0.08836984546133525,0.3658125564375197,0.0,0.16673534274749802,0.13966480446927373,0.6396648044692738,"| 2026-09-08 | 151 ANSWER — the incumbent rule-8 default LOSES to doing nothing. 72 paired cells (3 panels x 9 books x 3 cost rungs {0,10,25}) x 17 arms = 1,224 rows; gates: H.run vs engine.backtest 0.000e+00, idea 142's"
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,653,0,recon,0.07984296576682048,0.28390311792759687,0.0,0.1793019643176974,0.21592649310872894,0.7565084226646248,"| 2026-09-08 | 416 WHAT DOES REPLICATE — the exchange rate, not the skill | K_CAGR − K_Sharpe on **OOS CAGR +0.82 pp (29W/1L, p 0.0000)** [151: +1.36] | K_CAGR − K_Sharpe on OOS Sharpe **+0.0000 within noise** | on **OOS"
2026-09-08_is-the-pool-sign-the-whole-selector-story_B,161,0,recon,0.08236108402133702,0.4112240906508825,0.0,0.26848333744917185,0.4472049689440994,0.5714285714285714,"| 2026-09-08 | 204 D — RULE 8, the residual `lift` (IS <= 2016-12-31 fitted, 2017-2026 read once; 3 panels x 4 dial families x 3 rungs = 36 cells per selector) | **ALL 9 selectors lose to do-nothing OOS** (K_Sharpe -0.03"
2026-09-08_is-the-pool-sign-the-whole-selector-story_B,161,0,recon,0.08236108402133702,0.4112240906508825,0.0,0.26848333744917185,0.4472049689440994,0.5714285714285714,"| 2026-09-08 | 204 E — the only selector with a reliably positive OOS lift is the one that REFUSES TO OPTIMISE | K_MEDIAN (median IS-Sharpe arm) OOS lift **+0.0205, t +2.73, 28/36 wins** | every argmax selector is indist"
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B,3631,0,none,0.327967166085973,0.5739940289395806,,,0.1930597631506472,0.23519691545028917,"| 2026-09-08 | 203 rule-8 walk-forward — tau chosen on <= 2016-12-31, 2017-2026 read once, 12 cells (3 panels x 2 actions x 2 rungs), one clause-gated arm per null kind | S0 do-nothing OOS 10.22%; ORACLE-OOS 11.38% | S0 "
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B,3631,0,none,0.327967166085973,0.5739940289395806,,,0.1930597631506472,0.23519691545028917,"| 2026-09-08 | 203 RECOMMENDATION for PROTOCOL clause 11 (proposed only; PROTOCOL.md, RULES.md, scan.py, bot.py, baseline.py UNTOUCHED) | n/a | n/a | n/a | n/a | n/a | **(1) Do NOT adopt a count-matched skip resample — i"
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C,63,0,none,0.08772936982714641,0.44405644816683787,,,0.23809523809523808,0.6507936507936508,"| 2026-09-08 | 432 rule-8 walk-forward — R(tau,stat): pick K_Sharpe where IS dispersion > tau, else ABSTAIN to the pool's own control; tau chosen on the INNER IS split (fit <=2013, eval 2014-2016), 2017-2026 read ONCE; 1"
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud,218,0,none,0.3212286760555857,0.46160159647136234,,,0.11009174311926606,0.11009174311926606,"| 2026-09-08 | 434 rule-8 walk-forward — pi chosen on <= 2016-12-31, 2017-2026 read once, 12 cells (3 panels x 2 actions x 2 rungs), one clause-gated arm and one certificate-gated arm per null kind | S0 do-nothing OOS 10"
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud,216,0,none,0.32649053098427216,0.4335175644394603,,,0.09259259259259259,0.19444444444444445,"| 2026-09-08 | 216 rule-8 walk-forward — thresholds chosen on <= 2016-12-31, 2017-2026 read once, 36 cells (3 panels x 3 families x 2 depths x 2 rungs), 5-point ladders, 12 clause-gated arms + 2 exact-verdict arms | S0 d"
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud,216,0,none,0.32649053098427216,0.4335175644394603,,,0.09259259259259259,0.19444444444444445,"| 2026-09-08 | 216 RECOMMENDATION for PROTOCOL clause 11b (proposed only; PROTOCOL.md, RULES.md, scan.py, bot.py, baseline.py UNTOUCHED) | n/a | n/a | n/a | n/a | idea 207's memo: Q95 band at K=100 | **(1) Do NOT adopt a"
