panel,dial,rung,G,n_pass,mixed,B,n_flip,flip_rate,window_pts,window_frac,window_units,thin_rate_t1,thin_rate_t05,med_thin,med_m_min,best_m_min
B136,band,0.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,35.9899631595565,-0.023402004985524402,-0.017865115809812024
B136,band,2.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,33.87966925610436,-0.023793829339855008,-0.018143151927857468
B136,band,5.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.3655101282467,-0.024185516653884506,-0.01842111953412222
B136,band,7.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.32673943371894,-0.024577066974016,-0.018699018644953422
B136,band,10.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.311807561021485,-0.02496848034664216,-0.018976849276696447
B136,band,15.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.28361834313364,-0.02575089643486099,-0.019532305168267913
B136,band,20.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.25748999103511,-0.02653276528936259,-0.0200874873395092
B136,band,25.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.233237875238192,-0.02731408728072142,-0.020642395921033826
B136,band,40.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,28.147744190057402,-0.029654775778077444,-0.022305481432523686
B136,gross,0.0,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.353708023715708,-0.035146215045974746,0.003669697062170088
B136,gross,2.5,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.4828011255115365,-0.035616152903824846,0.002927420471233691
B136,gross,5.0,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.613602041150213,-0.03608589061060345,0.0021856256634986276
B136,gross,7.5,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.74614414189331,-0.03655542824910367,0.0014443123353169024
B136,gross,10.0,15,1,1,1,2,0.13333333333333333,1,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,6.880461673705293,-0.03702476590208552,0.0007034801832277032
B136,gross,15.0,15,0,0,0,0,0.0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,7.154564562159944,-0.03796284158236367,-0.0007767418055911052
B136,gross,20.0,15,0,0,0,0,0.0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,7.436203293716019,-0.038900118312850826,-0.0022550427269377032
B136,gross,25.0,15,0,0,0,0,0.0,0,0.0,0.0,0.06666666666666667,0.0,7.726379445061763,-0.03983659675442723,-0.0037314250018234824
B136,gross,40.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.650469503886029,-0.04264124894653691,-0.008149084113429336
B136,n,0.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.816831080545631,-0.4477030356790914,-0.10387204463298336
B136,n,2.5,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.08935912015186,-0.44828379939639706,-0.12966329763924744
B136,n,5.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.950828608840341,-0.44886401933832776,-0.17668764362500275
B136,n,7.5,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,12.9382351787177,-0.4494436957379899,-0.17752419005221728
B136,n,10.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,14.083079874904264,-0.484247924947256,-0.1809809314983888
B136,n,15.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,15.451990460269489,-0.5377642619953151,-0.28514619946074493
B136,n,20.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.970820375252046,-0.5944287890854588,-0.37564288770743737
B136,n,25.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,19.178001992052664,-0.6330858474833667,-0.421592676072296
B136,n,40.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,25.588543915951462,-0.7419378153634818,-0.5885956281759871
SMALL439,band,0.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,25.70330446715882,-0.23969130012266848,-0.21523130904630616
SMALL439,band,2.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,28.624097234684395,-0.24708061298236939,-0.22123204594286516
SMALL439,band,5.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.04463990926509,-0.2544706662231524,-0.22723317471821025
SMALL439,band,7.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,33.74530917638533,-0.2618614377603581,-0.2332346833787513
SMALL439,band,10.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,36.820821935708146,-0.26995005207061695,-0.2392365599289591
SMALL439,band,15.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,34.7764417187603,-0.2868186628064875,-0.25124136870727154
SMALL439,band,20.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,33.30433686700241,-0.30322640972486425,-0.263247505054657
SMALL439,band,25.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.988201950053067,-0.3189688323569365,-0.2752548729492539
SMALL439,band,40.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,27.570727299415765,-0.3662109047182397,-0.31128340542774613
SMALL439,gross,0.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1420.9146515583213,-0.28155179715582035,-0.28015340376145403
SMALL439,gross,2.5,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1410.5161398219732,-0.29188350677874864,-0.29043800604162096
SMALL439,gross,5.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1400.9648174213523,-0.3022150308103758,-0.3007224242423474
SMALL439,gross,7.5,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1392.161854977357,-0.3125463122824721,-0.31100660216507925
SMALL439,gross,10.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1384.0232925876016,-0.32287729425268585,-0.3212904836367192
SMALL439,gross,15.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1369.4622703179118,-0.3435381320567743,-0.3418571326707215
SMALL439,gross,20.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1356.8181508150624,-0.36419708926040306,-0.36242192252637606
SMALL439,gross,25.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1345.7411481269203,-0.3848537114146384,-0.3829844048900275
SMALL439,gross,40.0,15,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1319.502757205466,-0.44680503182734754,-0.44465353247021056
SMALL439,n,0.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.030595579680025,-0.5975098698730867,-0.30281204465608325
SMALL439,n,2.5,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.037709384514987,-0.605733914046996,-0.35632787612736894
SMALL439,n,5.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,23.34978480827485,-0.6136246371049137,-0.40986908702342156
SMALL439,n,7.5,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,24.2554727523384,-0.6418111342090154,-0.4634263943756735
SMALL439,n,10.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,25.64231294927991,-0.6666143051427496,-0.5153845481867676
SMALL439,n,15.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.844032634648034,-0.747672062013874,-0.6176635257861756
SMALL439,n,20.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,23.692192845388362,-0.7765739120761447,-0.7096464282848536
SMALL439,n,25.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,25.303742619125945,-0.8379998074467216,-0.7724763449893924
SMALL439,n,40.0,19,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,26.71080986463652,-1.132105232877564,-0.7975665376960206
U56,band,0.0,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16.24643021751492,-0.01932276888675434,-0.01661449452738052
U56,band,2.5,13,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,16.15607420165738,-0.01971349507774424,-0.01688963694916802
