panel,cadence,cost_bps,chooser,pick_cap,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_base,beats_spy,beats_ewbh,beats_blendg,full4b_spy,full4b_ewbh,beats_volm_L21,volm_L21_OOS_Sharpe,volm_L21_OOS_MaxDD,full4b_volm_L21,full4bS_volm_L21,oosDD_beats_volm_L21,beats_volm_L63,volm_L63_OOS_Sharpe,volm_L63_OOS_MaxDD,full4b_volm_L63,full4bS_volm_L63,oosDD_beats_volm_L63,beats_volm_L126,volm_L126_OOS_Sharpe,volm_L126_OOS_MaxDD,full4b_volm_L126,full4bS_volm_L126,oosDD_beats_volm_L126,beats_volm_L252,volm_L252_OOS_Sharpe,volm_L252_OOS_MaxDD,full4b_volm_L252,full4bS_volm_L252,oosDD_beats_volm_L252
U56,W,0.0,C_ISSHARPE,0.020,0.75,0.13168913356431755,1.3693466954314064,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True,True,True,False,True,1.340691919451599,-0.1638621824357952,False,False,True,True,1.29576912146763,-0.1781207092206364,False,True,True,True,1.2812780624358806,-0.1969947826346209,False,True,True,True,1.2021790021140875,-0.2150322510459295,False,True,True
U56,W,0.0,C_ISCALMAR,INF,0.75,0.14353853330986377,1.2803390722324455,-0.17274816551070737,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.3568642399569661,-0.182093765028715,False,False,True,False,1.2982624897536297,-0.2189993629941528,False,False,True,False,1.3025072804205087,-0.22360957369395784,False,False,True,True,1.2609596974926134,-0.22947189877140606,False,True,True
U56,W,10.0,C_ISSHARPE,0.020,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True,True,True,False,True,1.305006638498698,-0.16537267304160197,False,False,True,True,1.2815420403855295,-0.17891752137478079,False,False,True,True,1.270960481185398,-0.19765543967209653,False,True,True,True,1.194502303100769,-0.215659066850172,False,True,True
U56,W,10.0,C_ISCALMAR,INF,0.75,0.13852464950781207,1.2397071765466101,-0.17392304314971785,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.3240679367241908,-0.18322367301711162,False,False,True,False,1.2858075626048238,-0.21998693405615566,False,False,True,False,1.2936065004930042,-0.22434692801582468,False,False,True,False,1.2541259263697009,-0.23013241868227463,False,False,True
U56,W,25.0,C_ISSHARPE,0.020,0.75,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,True,1.2513569644218394,-0.16763346931061784,False,False,True,True,1.2601805042972214,-0.18011134409937013,False,False,True,True,1.255473401794621,-0.19864544779610638,False,False,True,True,1.1829824429971958,-0.2165983894540917,False,True,True
U56,W,25.0,C_ISCALMAR,INF,0.75,0.13104300062203,1.1786655678511138,-0.1756836938565105,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2747772403817814,-0.1856809441155588,False,False,True,False,1.2671129182320802,-0.22146603535812037,False,False,True,False,1.2802492716249092,-0.2254516917375159,False,False,True,False,1.2438720163190617,-0.2311221755762083,False,False,True
U56,W,50.0,C_ISSHARPE,0.020,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639275,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,False,False,True,1.1616553409914976,-0.1713883276695345,False,False,True,False,1.224524766147935,-0.18209733287073104,False,False,True,False,1.229633994314366,-0.2002928581370801,False,False,True,True,1.163770232930465,-0.21816152713521186,False,False,True
U56,W,50.0,C_ISCALMAR,INF,0.75,0.11867736655768191,1.0767540132346374,-0.17861367175230713,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False,False,False,False,False,1.1923990620838316,-0.1918731874730878,False,False,True,False,1.235924202798219,-0.22392520183592413,False,False,True,False,1.2579716484642103,-0.22728958889621154,False,False,True,False,1.2267737510237846,-0.23276904608978555,False,False,True
U56,M,0.0,C_ISSHARPE,0.020,0.75,0.13139469881981514,1.2908715346839947,-0.17879512552700583,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True,True,True,False,False,1.318054129234528,-0.1653492784610754,False,False,False,False,1.3049658523772973,-0.180462166771148,False,False,True,True,1.2825456245937654,-0.20338076779473535,False,True,True,True,1.214555010314594,-0.21660438432828333,False,True,True
U56,M,0.0,C_ISCALMAR,0.020,0.75,0.13139469881981514,1.2908715346839947,-0.17879512552700583,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True,True,True,False,False,1.318054129234528,-0.1653492784610754,False,False,False,False,1.3049658523772973,-0.180462166771148,False,False,True,True,1.2825456245937654,-0.20338076779473535,False,True,True,True,1.214555010314594,-0.21660438432828333,False,True,True
U56,M,10.0,C_ISSHARPE,0.020,0.75,0.12870257802245533,1.267061164743373,-0.1791182452379544,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2990918597478214,-0.16645880325750906,False,False,False,False,1.2964342418540897,-0.1811048111681991,False,False,True,False,1.2766025212330852,-0.20393754601840064,False,False,True,True,1.2102839715367333,-0.21696610819025486,False,True,True
U56,M,10.0,C_ISCALMAR,0.020,0.75,0.12870257802245533,1.267061164743373,-0.1791182452379544,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2990918597478214,-0.16645880325750906,False,False,False,False,1.2964342418540897,-0.1811048111681991,False,False,True,False,1.2766025212330852,-0.20393754601840064,False,False,True,True,1.2102839715367333,-0.21696610819025486,False,True,True
U56,M,25.0,C_ISSHARPE,0.020,0.75,0.12467481760904597,1.2311643692779357,-0.17960292480437656,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2705248852451325,-0.1681206958673107,False,False,False,False,1.2836091016528812,-0.18206795285559174,False,False,True,False,1.2676770080676742,-0.20477206257485403,False,False,True,True,1.2038717406868114,-0.2175084282291353,False,True,True
U56,M,25.0,C_ISCALMAR,0.020,0.75,0.12467481760904597,1.2311643692779357,-0.17960292480437656,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2705248852451325,-0.1681206958673107,False,False,False,False,1.2836091016528812,-0.18206795285559174,False,False,True,False,1.2676770080676742,-0.20477206257485403,False,False,True,True,1.2038717406868114,-0.2175084282291353,False,True,True
U56,M,50.0,C_ISSHARPE,0.020,0.75,0.11798958969654194,1.1708972516522735,-0.18041072408174652,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2226062787262326,-0.1708841417961553,False,False,False,False,1.2621621112437882,-0.18367099141479282,False,False,True,False,1.2527728408036547,-0.20616118968407648,False,False,True,False,1.193169810524168,-0.21841158666832072,False,False,True
U56,M,50.0,C_ISCALMAR,0.020,0.75,0.11798958969654194,1.1708972516522735,-0.18041072408174652,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True,True,True,False,False,1.2226062787262326,-0.1708841417961553,False,False,False,False,1.2621621112437882,-0.18367099141479282,False,False,True,False,1.2527728408036547,-0.20616118968407648,False,False,True,False,1.193169810524168,-0.21841158666832072,False,False,True
