panel,k,n_elig,NOM5,NOM10,NOM15,NOM20,NOM30,NOM40,MATCH5,MATCH10,MATCH15,MATCH20,MATCH30,MATCH40
B136,20,13.4611335504886,0.048,0.247,0.093,0.001,0.0,0.0,0.038,0.131,0.17,0.173,0.173,0.173
B136,40,26.92559609120521,0.009,0.155,0.399,0.402,0.039,0.0,0.008,0.107,0.233,0.278,0.274,0.264
B136,80,53.823579804560254,0.004,0.031,0.136,0.344,0.716,0.5,0.002,0.022,0.094,0.229,0.494,0.535
SMALL484,20,6.131784577723378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL484,40,12.266015911872707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL484,80,24.63462545899633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
