uni,conv,form,gross,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,IS_Sharpe,OOS_CAGR,OOS_MaxDD,v2_Sharpe,pass4a,pass4b
universe.json(56),PRICED,ungated,0.375,0.0,0.06641570448665135,1.130522482048409,-0.11748618121561205,1.195201301669082,1.0794553458529337,1.1434746360929464,1.114812659550195,0.06913560030121513,-0.11748618121561205,1.2306462622986376,False,False
universe.json(56),PRICED,ungated,0.375,10.0,0.06594083073658052,1.1228623419462813,-0.11758852416982957,1.1874292330137455,1.0718526850730474,1.1358260995091347,1.1071294563535108,0.06864553960995212,-0.11758852416982979,1.2056219490390438,False,False
universe.json(56),PRICED,ungated,0.375,25.0,0.06522890754668853,1.1113706934227128,-0.1177420218733859,1.1757702374140202,1.060446868120825,1.1243512861253477,1.0956040040429678,0.06791086011738301,-0.117742021873386,1.168046810053237,False,False
universe.json(56),PRICED,ungated,0.5,0.0,0.08875142030383998,1.1307431677654833,-0.1544332936087477,1.1959169233696516,1.079327628132899,1.1432946151091719,1.1155660330946087,0.092397454060406,-0.1544332936087477,1.2306462622986376,False,False
universe.json(56),PRICED,ungated,0.5,10.0,0.08812404911127025,1.1233123391141346,-0.1545548500798236,1.1883812701673309,1.0719488967487083,1.135864516982627,1.1081262088475152,0.09174844195786602,-0.1545548500798236,1.2056219490390438,False,False
universe.json(56),PRICED,ungated,0.5,25.0,0.08718365487150237,1.1121647653878208,-0.1547371600134495,1.1770769766388194,1.0608791019091006,1.1247174990992128,1.0969658898022212,0.09077563047417136,-0.15473716001344917,1.168046810053237,False,False
universe.json(56),PRICED,ungated,0.75,0.0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1973396480385436,1.079017616524333,1.1428677810959933,1.1170682401459866,0.13914868596156915,-0.2251140309776435,1.2306462622986376,False,False
universe.json(56),PRICED,ungated,0.75,10.0,0.13269504597354542,1.1240306130524902,-0.2252589051154078,1.1901347982102557,1.0719486149777597,1.1357379992068701,1.1099714775734477,0.1381731378987332,-0.2252589051154077,1.2056219490390438,False,False
universe.json(56),PRICED,ungated,0.75,25.0,0.1312883298840295,1.1133616504048525,-0.22547617750089255,1.179326790710523,1.061343596718628,1.1250416500196643,1.0993258136003343,0.13671134762230652,-0.22547617750089244,1.168046810053237,False,False
universe.json(56),PRICED,ungated,1.0,0.0,0.17869659951621486,1.1314865151893927,-0.29162981477563454,1.1987521355178996,1.078637799391468,1.1423534478887303,1.1185655930249572,0.18608634734371776,-0.29162981477563454,1.2306462622986376,False,False
universe.json(56),PRICED,ungated,1.0,10.0,0.17741137988848954,1.1244709656110383,-0.2917899958087594,1.1916510815767754,1.0716585659117415,1.1353082993784909,1.1115799760908096,0.18474612522638556,-0.2917899958087591,1.2056219490390438,False,False
universe.json(56),PRICED,ungated,1.0,25.0,0.1754861201686757,1.113946503375757,-0.2920302152028791,1.1809987695499118,1.0611882909692012,1.1247389950805877,1.1011010265688235,0.1827385692411405,-0.29203021520287886,1.168046810053237,False,False
universe.json(56),PRICED,band3-dg(live form),0.375,0.0,0.043975689872089996,1.2310998426521942,-0.061049383976270244,1.2505472173427157,1.2170847693097984,1.3108109495097653,1.129472072280528,0.04822435578138862,-0.06104938397627013,1.2306462622986376,False,False
universe.json(56),PRICED,band3-dg(live form),0.375,10.0,0.04303375701340584,1.205628451319694,-0.06118470135721399,1.224885911004113,1.191710407402141,1.2858596103798259,1.1033098660483567,0.047272017042108594,-0.0611847013572141,1.2056219490390438,False,False
