panel,pick_band,IS_Sharpe,oCAGR,oSharpe,oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,pass4b_oos,pass4b_full
SMALL,0.08,0.9651833853613911,0.04610229999391202,0.6603268912026637,-0.14509203448678565,0.04414263605247615,0.6472128112471179,-0.12480015794418675,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
U56,0.08,1.1222416025335067,0.08970853532120793,1.1635487684095094,-0.1446692267228057,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
