universe,book,conv,f,Sharpe,lin,dSharpe
u56,v1,natural,0.25,0.7246799883887267,0.7151948225732345,0.009485165815492191
u56,v1,natural,0.5,0.7913469693490998,0.7662092434195512,0.02513772592954855
u56,v1,natural,0.75,0.8504919442458887,0.8172236642658679,0.0332682799800208
u56,v1,matched,0.25,0.7307436896549804,0.7149712900033904,0.01577239965158994
u56,v1,matched,0.5,0.8026126483239671,0.7657621782798631,0.03685047004410391
u56,v1,matched,0.75,0.8664762933769765,0.8165530665563359,0.049923226820640654
u56,top20,natural,0.25,1.0845122321300773,1.0361614503515386,0.04835078177853869
u56,top20,natural,0.5,1.0609341042774836,0.9801869952717539,0.08074710900572968
u56,top20,natural,0.75,1.001986295479305,0.9242125401919693,0.07777375528733577
u56,top20,matched,0.25,1.0885326197431777,1.0479048769477652,0.04062774279541248
u56,top20,matched,0.5,1.0718013647246434,1.0036738484642074,0.068127516260436
u56,top20,matched,0.75,1.0282337056540336,0.9594428199806495,0.0687908856733841
u56,ewall,natural,0.25,1.0509400757309115,1.0039200429863726,0.04702003274453892
u56,ewall,natural,0.5,1.0338183223618307,0.9586927236949767,0.07512559866685398
u56,ewall,natural,0.75,0.9816929279663573,0.9134654044035807,0.06822752356277662
u56,ewall,matched,0.25,1.0445422912982303,1.0059883618187226,0.03855392947950764
u56,ewall,matched,0.5,1.029409326670468,0.9628293613596763,0.06657996531079169
u56,ewall,matched,0.75,0.9904721115466042,0.9196703609006303,0.07080175064597394
broad,v1,natural,0.25,0.7062670190682024,0.693242281580069,0.013024737488133487
broad,v1,natural,0.5,0.787929631418537,0.7514934549602542,0.03643617645828279
broad,v1,natural,0.75,0.859191599456632,0.8097446283404395,0.04944697111619256
broad,v1,matched,0.25,0.7015682349690553,0.6938560328514627,0.007712202117592604
broad,v1,matched,0.5,0.7793522655109718,0.7527209575030417,0.02663130800793012
broad,v1,matched,0.75,0.8554456972172915,0.8115858821546207,0.04385981506267078
broad,top20,natural,0.25,0.9721849859897319,0.9346945479140392,0.037490438075692745
broad,top20,natural,0.5,0.9828532670324361,0.9124616325162345,0.07039163451620167
broad,top20,natural,0.75,0.968972445533433,0.8902287171184295,0.07874372841500343
broad,top20,matched,0.25,0.9740751158167016,0.938876264573377,0.03519885124332456
broad,top20,matched,0.5,0.9869048927676716,0.92082506583491,0.0660798269327616
broad,top20,matched,0.75,0.9826078334370714,0.9027738670964429,0.07983396634062845
broad,ewall,natural,0.25,1.0366199577039563,0.985945054632851,0.05067490307110534
broad,ewall,natural,0.5,1.0309732211254934,0.9466286369954422,0.08434458413005119
broad,ewall,natural,0.75,0.9868651744299779,0.9073122193580335,0.07955295507194438
broad,ewall,matched,0.25,1.030936936098845,0.98800333331173,0.042933602787115
broad,ewall,matched,0.5,1.0279447738034972,0.9507451943532003,0.07719957945029698
broad,ewall,matched,0.75,0.9987905125306574,0.9134870553946706,0.08530345713598686
