outcome_IS,outcome_OOS,pick,obs_skill_OOS,level_skill_OOS,null_mean,null_sd,null_p95,null_max,p_value,nperm
pass4a_is,pass4a_oos,SDDIFF/e4,0.06045241266234247,0.01291560102301792,-0.0037576175423279625,0.016306848669237445,0.020832706029536407,0.06045241266234258,0.004,500
pass4b_is,pass4b_oos,IQR/e4,0.037985384850470205,-0.0014339398734177777,0.020086958166717767,0.018402050272399065,0.0526402437998309,0.05687702789595317,0.192,500
sign_holds_is,sign_holds,SDDIFF/e4,0.07599039751869663,0.010699687424861937,0.0042884364884857714,0.046738014279290446,0.08732867665504432,0.14166530644157305,0.078,500
