panel,subwin,spy_sharpe,CAND20,EWELIG,CAND20_NG,EWALL,gap_vs_spy,eff_gate,eff_conc,interaction,base_EWALL_gap
U56,ISH1_HALF,0.8377534152899397,0.7300262445175577,0.83006824812557,0.912346919742853,1.0383720520796034,-0.10772717077238203,-0.19531223958966432,-0.11303356797238134,0.025983128728738092,0.20061863678966363
U56,ISH2_HALF,1.0603109088217444,1.258123221827476,1.1313806485992295,1.4831849974804565,1.2888955295866429,0.19781231300573165,-0.19128832832019693,0.1605160205610301,-0.06754689466556707,0.2285846207648985
U56,CAL0912,0.8104611305183171,0.687517691506305,0.7938111544972541,0.8703386986477828,1.011947470233638,-0.1229434390120121,-0.20047866143893078,-0.12395111728840214,0.03531530859490606,0.20148633971532082
U56,CAL0910,1.0390922765109214,0.9303428909571563,1.1614985890129332,1.2194738561881024,1.4321225720522344,-0.10874938555376512,-0.27987747413512365,-0.22190220695995444,-0.01850698219164504,0.39303029554131297
U56,CAL1112,0.5441043455968064,0.39034912111055475,0.35924122805325404,0.43771386530297507,0.5219196017237604,-0.15375522448625167,-0.10502155893146334,-0.026548921681742305,0.11531362947808604,-0.02218474387304603
U56,CAL1316,1.101671080912679,1.3026265535681867,1.1703321270590643,1.5291142023735953,1.3276070176837702,0.20095547265550762,-0.19188126971505726,0.16690080559947373,-0.06921275818070272,0.22593593677109114
U56,Y2009,1.1866895086101603,1.1483129709605504,1.3994834379851506,1.4961849585287001,1.6550747664847905,-0.03837653764960991,-0.3017316580338948,-0.20503013749034527,-0.09228065906850991,0.46838525787463015
U56,Y2010,0.8718097148012244,0.7040849369790365,0.9018230346388586,0.9222384556582403,1.1743662629155456,-0.16772477782218786,-0.24534837347794536,-0.2249329524585637,0.05438970959748324,0.3025565481143212
U56,Y2011,0.19671325116551447,0.13663449838825467,-0.04678543247888292,0.16465170752702368,0.14596201344030954,-0.0600787527772598,-0.11038232752898074,0.10105481247692587,0.16473023678042345,-0.05075123772520493
U56,Y2012,1.237652695894811,0.7238763290120753,0.8928464743614587,0.8280370001426575,1.1942466032849548,-0.5137763668827358,-0.20278040002703912,-0.26758987424584035,0.19723945779291396,-0.043406092609856284
U56,Y2013,2.5846791583532798,2.5291529248163824,2.5021104031236567,2.919026565329967,2.5684637610103658,-0.05552623353689734,-0.22811349920014679,0.18880266300616344,-0.3235202826268755,-0.016215397342913995
