tiebreak,pooled_mean_OOS_Sharpe,gap_vs_B_POINT,share_of_reference_gap
T_FIRST,0.890880200144513,0.0,0.0
T_LAST,0.9968035804373587,0.10592338029284576,1.550661562422107
T_RANDOM,0.9362300720738553,0.04534987192934237,0.6638978388640621
T_CH_Z,0.9591887097895159,0.0683085096450029,1.0
T_ISSHARPE,0.8902409450222668,-0.0006392551222461629,-0.009358352649887268
T_IS4B,0.9817570158761101,0.09087681573159712,1.3303879151203997
T_NULLGAP,0.8793200550864088,-0.01156014505810421,-0.16923433285518755
T_HOLD,0.9994607638319211,0.1085805636874081,1.5895613043191505
B_POINT,0.890880200144513,0.0,0.0
