panel,gate,gross,cost_bps,admissible,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,d_OOS_Sharpe_vs_v2,d_full_Sharpe_vs_v2,d_OOS_Sharpe_vs_SPY,keep4a_full,keep4b_full,keep4a_oos,keep4b_oos,spy_Sharpe,spy_CAGR,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,EW_BAND,0.5,0,True,1.2036134731201429,0.05860772789385438,1.2325165751771556,-0.07991540706886313,1.2651402269828267,1.2066388799600987,0.06413044481546026,1.3090493561532248,-0.07991540706886335,1.4386407306213345,1.167542988391847,0.051945739944788016,1.1349083403464517,-0.05180147969067972,0.9465788384363056,1.3815714641011787,0.0008080928418068289,0.0002991530803699849,0.43692668369684284,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,0.6,0,True,1.4378381738811954,0.07045283214357734,1.2323987405634946,-0.09552674137703066,1.2652966707040165,1.2062969569075392,0.07713674452368857,1.3087291622192907,-0.09552674137703066,1.4377789445933873,1.167804979562075,0.06239921237887325,1.1350395386716876,-0.06201747185162376,0.9463336771324015,1.3821703729339978,0.00048789890787270807,0.00018131846670899066,0.4366064897629087,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,0.7,0,True,1.6711251926404656,0.08233520701623531,1.232278476637459,-0.11101351443112706,1.265452353585982,1.205951689404851,0.09019886115670661,1.3084049215338458,-0.11101351443112728,1.4369088653752589,1.1680679247751964,0.07287071567250458,1.1351702805618704,-0.07218397100161988,0.9460874832652287,1.3827702770670505,0.00016365822242780936,6.105454067339977e-05,0.4362822490774638,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,0.75,0,True,1.787614184636865,0.0882898247129047,1.2322174220967856,-0.11871010488001799,1.2655299093918762,1.2057777850782054,0.09675025134956794,1.308241263311418,-0.1187101048800181,1.436470685743258,1.1681997522791112,0.07811275872062229,1.1352354801595586,-0.07724848185347377,0.945963998977194,1.383070603021064,0.0,0.0,0.436118590855036,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,0.8,0,True,1.9040778953088147,0.09425309990572384,1.2321557461736075,-0.12637545246573056,1.2656072745702553,1.205603024777028,0.10331486994470063,1.308076568745564,-0.12637545246573045,1.436030396349175,1.1683318148664987,0.08335874243893415,1.1353005653962327,-0.08230040644240244,0.9458402563328446,1.3833711785808875,-0.00016469456585399556,-6.167592317818382e-05,0.435953896289182,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,0.9,0,True,2.1373502926809422,0.10620472061640363,1.2320305107156604,-0.14161228315150676,1.2657614323317636,1.2052509089349075,0.11648279425054575,1.3077440365709645,-0.14161228315150676,1.4351434378769532,1.1685966407923483,0.09386176260504087,1.1354303923043214,-0.09236622028379449,0.9455919954835674,1.3839730795629845,-0.0004972267404534936,-0.0001869113811252543,0.4356213641145825,False,True,False,True,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,1.0,0,True,2.371642912773291,0.11818824117699922,1.2319027305199561,-0.15672373558761854,1.2659148252768317,1.2048952863045597,0.12970060506164693,1.3074072557001906,-0.15672373558761876,1.4342478871640965,1.1688623936277336,0.10437822351201675,1.135559760164058,-0.10238086739916996,0.9453426995135337,1.384575982107559,-0.0008340076112274275,-0.00031469157682950666,0.4352845832438086,False,True,False,True,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,1.1,0,False,2.6076490032626234,0.1302017956570578,1.2317723644950531,-0.17170954029417584,1.2660674515409873,1.204536099751747,0.142966220479104,1.3070661546964772,-0.17170954029417607,1.4333436381145392,1.1691290645638461,0.11490655002338657,1.1356886675995987,-0.11234381537936122,0.9450923668639661,1.3851798883153834,-0.0011751086149407453,-0.0004450576017325236,0.43494348224009527,False,True,False,True,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_BAND,1.25,0,False,2.96661890221517,0.14827426534784993,1.2315718736478614,-0.19395207185042584,1.2662949486589925,1.2039905085267457,0.1629495915460566,1.3065462411473678,-0.19395207185042618,1.431970714525937,1.1695307734171358,0.13071778718554206,1.1358811618169906,-0.12719016799360017,0.9447149198239493,1.3860876341067847,-0.0016950221640501528,-0.0006455484489242824,0.43442356869098586,False,True,False,True,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
U56,EW_ELIG,0.5,0,True,2.2164306412974906,0.05084475540351363,1.1638918635990703,-0.07319059303977982,1.134632878470766,1.1921921630803773,0.0570225341545898,1.2982330308346408,-0.07319059303977982,1.438392304717313,1.1432692180127604,0.043397999575164325,1.0005574561692014,-0.05695013493901646,0.8543701007366622,1.198181417300682,-0.010008232476777179,-0.06832555849771538,0.42611035837825884,False,False,False,False,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,0.15237187725667578,-0.33717256775620263
