chooser,score,pub_1023_score,d_score,percentile,pub_1031_pct,d_pct,verdict
IS_SHARPE,1.1556956251247201,1.155696,3.748752799292987e-07,0.0,0.0,0.0,PASS
IS_LEGS,1.1556956251247201,1.155696,3.748752799292987e-07,0.0,0.0,0.0,PASS
IS_CAGR,1.261756730745027,1.261757,2.692549729843563e-07,0.8125,0.8,0.012499999999999956,PASS
