panel,rung_i,gross,turn_per_yr,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b,pass_4b_oos,pass_4a
U56,0,0.2,0.8137334164393194,0.041639370889990035,1.1303404577617262,-0.0537949321216975,0.9185339407742921,1.3291206548448282,0.04460293491371914,1.1617158168240194,-0.05379493212169739,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,1,0.225,0.9125731126284142,0.04687581484829484,1.1305047976109928,-0.060371015156481356,0.9186872848219636,1.3293296091490028,0.050218648111590936,1.1618612402145851,-0.060371015156481134,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,2,0.25,1.0108349547651196,0.052118660787308535,1.1306674771420482,-0.06691438726390686,0.9188393582576029,1.3295367628663999,0.055842654163187566,1.1620049623369262,-0.06691438726390708,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,3,0.275,1.1085504699410291,0.0573677091062188,1.130828256051429,-0.07342512582046479,0.9189898292785601,1.3297419633552254,0.06147473166111528,1.162146765710459,-0.0734251258204639,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,4,0.3,1.2057556710962694,0.0626227533141186,1.130986863710063,-0.07990335554891126,0.9191383872122528,1.3299449843655966,0.06711464253108934,1.1622862333844282,-0.07990335554891137,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,5,0.325,1.3024609953984745,0.0678836120880506,1.1311435508407688,-0.08634920629833509,0.919285062289407,1.3301462894571805,0.07276218005457813,1.1624236014591436,-0.0863492062983342,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,6,0.35,1.3987016443391553,0.07315007601095957,1.131298135747066,-0.09276264906597598,0.9194301011880336,1.3303452888497755,0.07841712152689095,1.1625588690865074,-0.09276264906597576,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,7,0.375,1.4945044286973208,0.0784219425530357,1.1314505971963718,-0.09914377047634138,0.9195733203011154,1.3305421204333479,0.08407923780423876,1.1626919821941817,-0.09914377047634126,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,8,0.4,1.5899070094139576,0.08369899558176574,1.131600791725175,-0.1054927107123419,0.9197145991715872,1.330736625987196,0.08974828728098072,1.1628227967921534,-0.10549271071234234,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,9,0.425,1.6849208064479997,0.08898104516997218,1.1317489103491423,-0.11180951860898547,0.919853936434558,1.3309291758124482,0.09542406740107423,1.16295163270498,-0.11180951860898647,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,10,0.45,1.7795841330559332,0.0942678706352491,1.1318948242012257,-0.11809419746843342,0.9199910809922236,1.33111974677765,0.10110632211862614,1.163078248816334,-0.11809419746843308,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,11,0.475,1.873928661478155,0.09955925613241057,1.1320384636467384,-0.12434684254920769,0.9201263147256739,1.3313079503996563,0.10679481235061639,1.1632026042565227,-0.12434684254920747,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,12,0.5,1.9680065225065795,0.1048549611219165,1.1321795481352526,-0.13056770565714315,0.9202592817661658,1.3314935860184471,0.11248926002886739,1.1633243139189244,-0.13056770565714304,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,13,0.525,2.0618815592012303,0.11015472966766304,1.1323177414446366,-0.13675692641553083,0.9203895575912737,1.3316764037893267,0.11818938046163852,1.1634430384027679,-0.13675692641553117,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,14,0.55,2.155552566220003,0.11545837548257243,1.1324533986754548,-0.14291450567416708,0.9205171465508617,1.3318570929855365,0.12389500112939755,1.1635594865960943,-0.1429145056741673,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,15,0.575,2.2490288615999074,0.12076569936352177,1.1325867375221688,-0.14904043654092403,0.9206425568176968,1.3320356005742047,0.12960589460444405,1.1636738229576586,-0.14904043654092358,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,16,0.6,2.3423714312590156,0.12607644260492168,1.1327174883959727,-0.1551347439354006,0.9207658927454959,1.3322113066928358,0.13532175085463272,1.16378557783891,-0.15513474393540005,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,17,0.625,2.435615544523417,0.1313903727043484,1.132845629377624,-0.16121545048973251,0.9208868126451953,1.3323844915883756,0.14104230499205928,1.1638947050580255,-0.16121545048973285,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,18,0.65,2.5287642642570987,0.1367072916669001,1.1329714135073148,-0.167284665540956,0.921005819002033,1.3325551860303608,0.14676734111671674,1.1640015451710854,-0.1672846655409559,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,19,0.675,2.621906938445499,0.14202690092346226,1.133094318910902,-0.17332522553903473,0.9211222518409926,1.3327230087144188,0.1524965319920104,1.1641055896682764,-0.1733252255390345,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,20,0.7,2.71506736428218,0.14734897420615245,1.1332144366088905,-0.17933718991976788,0.921236001731348,1.3328882441259988,0.1582296582160856,1.1642071506910663,-0.179337189919768,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,21,0.725,2.808280820616954,0.1526732702993172,1.1333317691022478,-0.18532062618623368,0.9213473547154993,1.3330506171327665,0.16396642111550253,1.1643059988311513,-0.18532062618623413,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,22,0.75,2.9015784770034982,0.15799955141219102,1.1334463877839438,-0.19127561830465023,0.9214567254800875,1.333209891102725,0.16970650886021055,1.1644019491864868,-0.19127561830465012,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,23,0.775,2.9950509928337774,0.16332750740041657,1.1335578759646625,-0.19720219574106013,0.9215637163469609,1.3333656205871762,0.17544957975490183,1.1644946188303023,-0.19720219574106013,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,24,0.8,3.0887315441878758,0.16865689173445242,1.1336662525725802,-0.20310041820326752,0.9216683267534539,1.3335178424060532,0.18119536564359606,1.164584095191781,-0.20310041820326752,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,25,0.825,3.1825626340837663,0.17398756345403132,1.1337721885358993,-0.20897034547882065,0.9217706255236346,1.333667796601066,0.18694372348975286,1.1646712182040115,-0.2089703454788211,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,26,0.85,3.2766962952823144,0.17931913273278255,1.133874861575928,-0.21481209308120186,0.9218696794100225,1.3338147876445843,0.19269428288083112,1.164755485128037,-0.21481209308120164,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,27,0.875,3.371102036403236,0.18465142423615055,1.133974792058959,-0.22062587099027342,0.9219660073259476,1.333959321029155,0.1984467850745777,1.1648370865782083,-0.22062587099027386,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,28,0.9,3.465896090002754,0.1899840870653633,1.1340715349185928,-0.22641181010086298,0.922059199405065,1.3341009202281644,0.2042008372441444,1.1649155455050457,-0.22641181010086286,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,29,0.925,3.561153667911512,0.19531681158047132,1.1341647994440942,-0.23216971700507383,0.9221492784915808,1.3342390152806787,0.20995612464303148,1.1649907044379135,-0.23216971700507372,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,30,0.95,3.6569097070753416,0.20064933637757676,1.1342546556696493,-0.23789965140946778,0.9222360657357249,1.334373908317668,0.21571236791005077,1.1650626849846029,-0.23789965140946778,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,31,0.975,3.75323732180516,0.20598135299050835,1.1343409819824524,-0.24360185263154333,0.922319434509465,1.3345054736164053,0.2214692063470618,1.1651312938057832,-0.24360185263154355,True,True,True,False,True,True,False,True,True,False,False,False,False,False
