panel,family,state,side,q,w,depth,cadence,gross,kind,nswitch_real,nruns,max_runlen_real,km_exact,wass,gap_cv,share0,max_gap_ratio,ach_PRE,ach_ADJ,excess_0bps,excess_10bps,excess_25bps,seedsd_0bps,seedsd_10bps,seedsd_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK,116,58,49,1.0,0.0303300624442462,1.9328007740869395,0.3073446327683616,0.9904672897196262,-0.0214594420006767,0.1649424774677781,0.1726024037751768,0.1715881681941352,0.1704372321942361,0.0387352745542061,0.0387624552101215,0.0388423898460403,0.0741086783310239,0.2594123252236483
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK2,116,58,49,1.0,0.0332134908406094,1.936516845689304,0.307909604519774,0.993644859813084,-0.0182157248761881,0.1673638069457688,0.1679932669458081,0.1663563625598881,0.1643557660466275,0.0396540967203856,0.0396016709990141,0.0395604263491871,0.0700676826899907,0.2493919924624964
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,UNIF_REAL,116,58,49,1.0,0.7577555213148435,0.9622492099453266,0.0110169491525423,0.5627102803738316,-0.0064720538927681,0.0119351564182226,0.16606195466585,0.1648321346645989,0.1634233698853723,0.0375514005868855,0.0371984941772484,0.0366733650424231,0.073846992057646,0.2671606670780645
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,UNIF_DOM,116,58,49,1.0,0.771186440677966,0.9609383037875524,0.0135593220338983,0.5953271028037382,0.0229751761050785,0.0465655664585191,0.1768586547502605,0.1761239818593972,0.1735330126327504,0.0321174701162497,0.0323524397851978,0.032759608951828,0.0676052163842336,0.2545263535489371
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,UNIF_LONE,116,58,49,1.0,0.7921674370826914,0.9094817487857372,0.0144067796610169,0.5080373831775702,-0.0025777477006367,-0.0051401150450644,0.1713352809448952,0.1699275017070866,0.1681986729166522,0.0404047731210461,0.0399723851282712,0.0393266270710821,0.0793046669630324,0.2556870344647917
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,LNFIT_REAL,116,58,49,1.0,0.5540832049306628,2.776149657631321,0.185593220338983,2.2297196261682246,0.0085360976960226,-0.0137838752345504,0.1770563888222054,0.1760673695453295,0.1731730216569664,0.0398306741653019,0.0395351917369803,0.0391075835733342,0.0705008575702229,0.2585406756148581
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,LNFIT_DOM,116,58,49,1.0,0.6447611710323574,3.322121881405009,0.2016949152542372,2.833271028037383,0.0448245101356547,0.0032083423052077,0.1774449920993661,0.1774044009588753,0.1758086013938338,0.0296458005880766,0.0300522989510276,0.0307172870981048,0.0678029112364258,0.2514533746681997
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,LNFIT_LONE,116,58,49,1.0,0.5449152542372881,2.923178229050996,0.211864406779661,2.3549532710280374,0.0307453320618905,0.0322710633978283,0.1722993386137399,0.1704270928962821,0.168099593364278,0.0395587348301075,0.0393309852350978,0.0389933442250154,0.0754286789229067,0.2545885548328329
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,EBOOT_REAL,116,58,49,0.75,0.2040061633281972,1.9806146411049124,0.3025423728813559,1.0142990654205606,0.0009105170875757,-0.0465132732474084,0.1743391631286851,0.1727410450094462,0.169627772975255,0.0362705811316642,0.0358980233738197,0.035361813828555,0.0709076388413451,0.2625283642235368
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,EBOOT_DOM,116,58,49,0.9,0.2212121212121212,1.9836808699782764,0.2966101694915254,1.0252336448598132,0.0658679135008766,-0.0505890676428066,0.1680364292647432,0.1667534429751777,0.164557695035959,0.0340162244026404,0.0343810650447919,0.0349701236111223,0.0627668927542522,0.2534369533665286
