universe,year,asset,mean_w,asset_ret,contrib,leg_total
u56,2009,TLT,0.14175813513590924,-0.19790015934341776,-0.05241940585315803,-0.002276736403013775
u56,2009,GLD,0.18047607451996953,0.2444624840542735,0.030758958933406202,-0.002276736403013775
u56,2009,DBC,0.06783696325826624,0.12266725636987319,0.015359204751237032,-0.002276736403013775
u56,2009,UUP,0.151419038167125,-0.0738392368216273,0.004024505765501023,-0.002276736403013775
u56,2010,TLT,0.13214291543687123,0.09109909425684748,0.00990509837634828,0.060726730578674976
u56,2010,GLD,0.19751384827383206,0.2633879781420765,0.05294278487940084,0.060726730578674976
u56,2010,DBC,0.1118131472852193,0.09152342212308096,0.01528205700989959,0.060726730578674976
u56,2010,UUP,0.21823158505568488,-0.009165735295653676,-0.017403209686973734,0.060726730578674976
u56,2011,TLT,0.1524817380491623,0.3501955247306925,0.05309040738943398,0.09675238696300763
u56,2011,GLD,0.19369314965407564,0.10137681159420286,0.039764501613289364,0.09675238696300763
u56,2011,DBC,0.12294975278337049,-0.030000042747282296,-0.0024808502146962414,0.09675238696300763
u56,2011,UUP,0.11768797581539182,-0.015332724850239732,0.006378328174980533,0.09675238696300763
u56,2012,TLT,0.16096439106951899,0.03970142290646139,-0.002369004489176171,-0.009288561159142155
u56,2012,GLD,0.11075917722516786,0.03912262698819924,0.003326401069228875,-0.009288561159142155
u56,2012,DBC,0.08233579493035058,0.005066779642158847,-0.003497566544855749,-0.009288561159142155
u56,2012,UUP,0.26152102860661397,-0.021093124586975653,-0.00674839119433911,-0.009288561159142155
u56,2013,TLT,0.04956994271250147,-0.12207719415555607,-0.011604877403642282,-0.033640491426309864
u56,2013,GLD,0.019156589776380663,-0.28834957406385975,-0.007108946124949974,-0.033640491426309864
u56,2013,DBC,0.05257699853579802,-0.07962818402430127,-0.008036784710730422,-0.033640491426309864
u56,2013,UUP,0.16518446553258148,-0.013747778192271465,-0.006889883186987182,-0.033640491426309864
u56,2014,TLT,0.16014405796870892,0.2691568434496767,0.03566494046588088,0.06291736838128806
u56,2014,GLD,0.03546390087487318,-0.03745762711864409,-0.004244014863531511,0.06291736838128806
u56,2014,DBC,0.07626921488957264,-0.27046316606722764,-0.007671896879298568,0.06291736838128806
u56,2014,UUP,0.1871326488192505,0.10716339348903037,0.03916833965823726,0.06291736838128806
u56,2015,TLT,0.15490339442460851,-0.028694123687118656,-0.0018956070847957205,0.0021570706631986077
u56,2015,GLD,0.029114548137323004,-0.11062412342215988,-0.014554963070008562,0.0021570706631986077
u56,2015,DBC,0.012614207481718421,-0.26714377477728823,-0.0026231309514945177,0.0021570706631986077
u56,2015,UUP,0.29666500784246047,0.05991581217508313,0.021230771769497406,0.0021570706631986077
u56,2016,TLT,0.19576118129264977,0.004468460054591006,0.018138349604099175,0.045383427049830546
u56,2016,GLD,0.13859870223509094,0.06531246962775783,0.008970656734259383,0.045383427049830546
u56,2016,DBC,0.07996931385123413,0.19456759288167347,0.009038262776187142,0.045383427049830546
u56,2016,UUP,0.16306480189920433,0.02997474535678002,0.009236157935284848,0.045383427049830546
u56,2020,TLT,0.14056540798997,0.16832854471981684,0.02282814069288472,0.07105787054420316
u56,2020,GLD,0.17507031500467884,0.2390413337964572,0.048716937593421925,0.07105787054420316
u56,2020,DBC,0.05998036836302297,-0.07952591014745147,0.003392858828582696,0.07105787054420316
u56,2020,UUP,0.21921602225766662,-0.06983793504048286,-0.0038800665706861786,0.07105787054420316
u56,2022,TLT,0.01658322737601079,-0.29380707586478083,-0.018588657340534862,0.04344856168382418
u56,2022,GLD,0.09626919717278702,0.0077823323234123,-0.00880139941550198,0.04344856168382418
u56,2022,DBC,0.10061882437631701,0.1888205122554556,0.022767883203585755,0.04344856168382418
u56,2022,UUP,0.41624129370206003,0.08781303972366161,0.04807073523627527,0.04344856168382418
broad,2009,TLT,0.1418484628433842,-0.1979045401629802,-0.05243761640325273,-0.0032037884585716502
broad,2009,GLD,0.1808188627737971,0.2444624840542735,0.03083627720959631,-0.0032037884585716502
broad,2009,DBC,0.0679253086392713,0.12243797195253503,0.015271248920765954,-0.0032037884585716502
broad,2009,UUP,0.15090287612068212,-0.07396733909702202,0.0031263018143188135,-0.0032037884585716502
broad,2010,TLT,0.13169983011108954,0.09115670964227363,0.008894490064043567,0.058775337300718204
broad,2010,GLD,0.19771592496349885,0.2633879781420765,0.05295919195191609,0.058775337300718204
broad,2010,DBC,0.11157309147214167,0.09137769447047783,0.014304308017367918,0.058775337300718204
broad,2010,UUP,0.21776876636366965,-0.009399477806788514,-0.017382652732609367,0.058775337300718204
broad,2011,TLT,0.15241146569787148,0.3503270166023813,0.05220811821008985,0.09559057181735851
broad,2011,GLD,0.19408798259219384,0.10137681159420286,0.03994002355532819,0.09559057181735851
broad,2011,DBC,0.12298335621865619,-0.029927319367250904,-0.002843774674554045,0.09559057181735851
broad,2011,UUP,0.11774899158606064,-0.015215110178384061,0.006286204726494511,0.09559057181735851
broad,2012,TLT,0.1612427142255827,0.03971756398940851,-0.0022970703257636418,-0.009111771784196
broad,2012,GLD,0.11095068767319267,0.03912262698819924,0.0032511242292348856,-0.009111771784196
broad,2012,DBC,0.08255150543945719,0.005134788189987027,-0.003609069245458354,-0.009111771784196
broad,2012,UUP,0.2603078072956811,-0.020956475013433673,-0.0064567564422088886,-0.009111771784196
broad,2013,TLT,0.04976359476888731,-0.12217305801376599,-0.011616895393025087,-0.03315334953914386
broad,2013,GLD,0.019155046467072077,-0.28834957406385975,-0.007099285988185779,-0.03315334953914386
broad,2013,DBC,0.05256617055672322,-0.07976240984302074,-0.008052090947821562,-0.03315334953914386
broad,2013,UUP,0.16319243417714654,-0.013713658804168971,-0.006385077210111433,-0.03315334953914386
broad,2014,TLT,0.15990368124876644,0.26912339475153546,0.03563518434761294,0.06278333941361865
broad,2014,GLD,0.03526255847778956,-0.03745762711864409,-0.004254696683939081,0.06278333941361865
broad,2014,DBC,0.07596597700172061,-0.27034611786716556,-0.007507417392395488,0.06278333941361865
broad,2014,UUP,0.1871468838427644,0.10668877833056944,0.038910269142340276,0.06278333941361865
broad,2015,TLT,0.15508636078852647,-0.028714378942788832,-0.0017876589254801588,0.0022288879849582284
broad,2015,GLD,0.029127002200025738,-0.11062412342215988,-0.014548463983895518,0.0022288879849582284
broad,2015,DBC,0.012589198114673735,-0.26670992861778064,-0.0025941674601533825,0.0022288879849582284
broad,2015,UUP,0.2964267569421042,0.059841740850642866,0.021159178354487287,0.0022288879849582284
broad,2016,TLT,0.19552102418491116,0.0044474093840338735,0.018345141478661932,0.04576327444258847
broad,2016,GLD,0.1385169003445176,0.06531246962775783,0.009027200790610207,0.04576327444258847
broad,2016,DBC,0.07970669142727821,0.19446922390722565,0.009092041181119259,0.04576327444258847
broad,2016,UUP,0.16348032959494166,0.02982292637465056,0.009298890992197072,0.04576327444258847
broad,2020,TLT,0.14071944091086103,0.16830357142857144,0.022835750321724357,0.07106622817387817
broad,2020,GLD,0.17522513218144573,0.2390413337964572,0.04887032907550741,0.07106622817387817
broad,2020,DBC,0.060073090342863567,-0.0798561151079138,0.003584923128842314,0.07106622817387817
broad,2020,UUP,0.2185586466771307,-0.06987093902981756,-0.0042247743521959084,0.07106622817387817
broad,2022,TLT,0.016574202815719235,-0.2938466600855545,-0.01857353764067151,0.04313621329171985
broad,2022,GLD,0.09624123941534313,0.0077823323234123,-0.008840631122386765,0.04313621329171985
broad,2022,DBC,0.10065935578380883,0.1889807162534436,0.022712053975315786,0.04313621329171985
broad,2022,UUP,0.41592343217959366,0.08816914080071969,0.04783832807946234,0.04313621329171985
