panel,book,cost,arm,CAGR,Sharpe,MaxDD,H1,H2,full_4a_v2,full_4b,full_fail4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oos_window_4b,oos_window_fail
broad,R40,10.0,ebud-0.20,0.14062571635925747,1.0590603900833748,-0.252901295634815,1.1744408597717282,0.9641716988116964,False,False,DD,0.14399791134126816,1.0456296167811165,-0.2529012956348148,False,DD
broad,R40,25.0,ebud-0.10,0.12309017281997048,0.9796912676966139,-0.2230729752980264,1.0965442833774752,0.8824839219031677,False,False,DD,0.1254931054754127,0.9643335996265658,-0.2230729752980264,False,DD
broad,R40,25.0,ddctl-8/.5/high,0.07682811230442455,0.7773925989869304,-0.13559448678067176,0.809148679931838,0.7506549576901999,False,False,"H1,H2,OOS,CAGR",0.08772493564159278,0.8529894520349126,-0.13559448678067165,False,"H2,OOS,CAGR"
broad,R5,10.0,ebud-0.10,0.1689027549983686,0.9571680370211632,-0.28226000190810774,1.2512699425425944,0.7923944611857807,False,False,"H2,OOS,DD",0.16859584353540225,0.8552142997766246,-0.28226000190810774,False,"H1,OOS,DD"
broad,R5,10.0,control,0.21209383812130178,0.9734201943036382,-0.29323658181399237,1.152415752839341,0.8658790476281321,False,False,DD,0.21712615326773843,0.9121077426584346,-0.29323658181399237,False,"H1,DD"
broad,R5,10.0,ddctl-8/.5/high,0.11586762661268901,0.784201575861658,-0.19675099868029466,0.9375559292297581,0.6720396196410712,False,False,"H1,H2,OOS",0.11749529294632488,0.7354708183712346,-0.19675099868029455,False,"H1,H2,OOS"
broad,R5,25.0,ebud-0.10,0.15157745987503235,0.8742794724375131,-0.2827460810497694,1.1463389150082228,0.7214375945490221,False,False,"H2,OOS,DD",0.151449259284687,0.7840512668586936,-0.2827460810497695,False,"H1,H2,OOS,DD"
broad,R5,25.0,control,0.1789788002766013,0.8491395421066281,-0.29375277956919355,1.0071394872584947,0.7538326297421104,False,False,"H2,OOS,DD",0.18381208092253387,0.8009435230278527,-0.293752779569194,False,"H1,OOS,DD"
broad,R5,25.0,ddctl-8/.5/high,0.10708820161507582,0.770276882116895,-0.1557821269503935,0.9191306292744379,0.656159232296347,False,False,"H1,H2,OOS",0.10716799912912234,0.7167152239534265,-0.15578212695039373,False,"H1,H2,OOS,CAGR"
broad,R5,25.0,ebud-0.20,0.17938847946189274,0.8847255995283041,-0.2937527795691939,1.0845082555406689,0.7669125440582201,False,False,"H2,OOS,DD",0.18199612225164818,0.8186254570127711,-0.29375277956919366,False,"H1,OOS,DD"
broad,S3-25,10.0,ebud-0.10,0.11590642953534891,1.0435093108785136,-0.17143807677069056,1.2962467760827734,0.8499810726772439,False,True,-,0.10949460207065087,0.9300184718127277,-0.17143807677069045,True,-
broad,S3-25,10.0,band3-rw,0.13264717724320807,1.0625659355808663,-0.16529188256600713,1.244107254161538,0.915243623450194,False,True,-,0.1292229696316265,0.9905000019802715,-0.16529188256600758,True,-
broad,S3-25,25.0,ebud-0.10,0.09953828911142648,0.9102922170663815,-0.17256331906801625,1.1462452962658816,0.7289214922148111,False,False,"H2,OOS,CAGR",0.09322478826442304,0.8062612469191933,-0.17256331906801603,False,"H1,H2,OOS,CAGR"
broad,S3-25,25.0,band3-rw,0.11221016177435339,0.9160399808872792,-0.1669448824117632,1.0869445835967444,0.7768054015269951,False,False,"H2,OOS",0.10861642865149479,0.8501374656412224,-0.16694488241176297,False,"H1,OOS"
broad,S3-50,10.0,ebud-0.10,0.09548933184573039,1.1377497039920224,-0.11938461936188938,1.3733313201474187,0.9517769281553299,False,False,CAGR,0.09031723070181474,1.0191681384213345,-0.11938461936188915,False,CAGR
broad,S3-50,10.0,band3-rw,0.11497804344852036,1.1350069547139356,-0.11819308813854534,1.3023599236507377,0.9861152658369153,True,True,-,0.10820086833949616,1.0472659965549593,-0.11819308813854568,True,-
broad,S3-50,10.0,g200-rw,0.10848196178880842,1.0958636933038302,-0.14155247807430826,1.2636369226339943,0.9498812184193508,False,True,-,0.10335977518379735,1.0142413586337058,-0.14155247807430804,False,"H1,CAGR"
broad,S3-50,25.0,ebud-0.10,0.08052410762800233,0.97231372898604,-0.12046323193927155,1.1867069916761188,0.802530830736289,False,False,"H2,OOS,CAGR",0.07563668552375513,0.8662836361483274,-0.12046323193927155,False,"H1,OOS,CAGR"
broad,S3-50,25.0,band3-rw,0.09696317035349367,0.9722976672467177,-0.11970126503092571,1.1294673361254757,0.8321833230899529,False,False,"H2,CAGR",0.09049807044507907,0.8910046145933636,-0.11970126503092626,False,"H1,CAGR"
broad,S4-50,10.0,ebud-0.10,0.09581634737221845,1.107647351774443,-0.12793832196444233,1.271338310826492,0.976052438115025,False,False,CAGR,0.09392102421307191,1.0351623541666788,-0.12793832196444266,False,CAGR
broad,S4-50,10.0,band3-rw,0.11484618789821055,1.1249293043499038,-0.1255798329098463,1.2253091139681482,1.03334647243913,False,True,-,0.11252435831202545,1.0867712028930636,-0.1255798329098462,True,-
broad,S4-50,10.0,g200-rw,0.11014466211282525,1.0985288266155824,-0.14810014439433306,1.2107645613015934,0.9989859457687303,False,True,-,0.10867894430707237,1.0582455113383706,-0.14810014439433294,True,-
broad,S4-50,25.0,ebud-0.10,0.08060836690006656,0.9448292328382404,-0.12908653728842745,1.0900035880286973,0.8278569883481323,False,False,"H2,CAGR",0.07898843003013867,0.8834747627161749,-0.12908653728842767,False,"H1,CAGR"
broad,S4-50,25.0,control,0.08248882981135686,0.9133373039887218,-0.1410588453788154,1.0131078875938417,0.8314291119163728,False,False,"H2,CAGR",0.08330720609020026,0.8859752914713374,-0.14105884537881563,False,"H1,CAGR"
broad,S4-50,25.0,band3-rw,0.09665863955460385,0.9620046170663391,-0.1271184881025611,1.0530087938273185,0.8788630834568448,False,False,CAGR,0.09471464598078883,0.9298199309025018,-0.1271184881025611,False,"H1,CAGR"
broad,V1u,10.0,ebud-0.20,0.03832013402443035,0.5352009726291048,-0.17941747934872165,0.7539794360107784,0.3440640718405301,False,False,"H1,H2,OOS,CAGR",0.028643756322064506,0.39907214268929586,-0.17941747934872254,False,"H1,H2,OOS,CAGR"
broad,V1u,10.0,control,0.06211404538728038,0.6265883868313114,-0.23464470864180664,0.7431045660995815,0.5273694391743594,False,False,"H1,H2,OOS,DD,CAGR",0.05825091721868203,0.5726795060813383,-0.23464470864180642,False,"H1,H2,OOS,DD,CAGR"
broad,V1u,10.0,g200-rw,0.06479394099103741,0.642914681436697,-0.2119126361153274,0.7562149489638127,0.5470692818776768,False,False,"H1,H2,OOS,DD,CAGR",0.061128162640717854,0.5902319040623647,-0.2119126361153264,False,"H1,H2,OOS,DD,CAGR"
broad,V1u,10.0,ebud-0.10,0.021244808077675037,0.5195657001795394,-0.09145361480942871,0.7640215072479367,0.29234212641845,False,False,"H1,H2,OOS,CAGR",0.014908381281825811,0.367498432341356,-0.09145361480942782,False,"H1,H2,OOS,CAGR"
broad,V1u,25.0,ebud-0.10,0.005577747083338913,0.15268206000308707,-0.115103629027415,0.3890788905996701,-0.06700461022279355,False,False,"H1,H2,OOS,CAGR",-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,False,"H1,H2,OOS,CAGR"
broad,V1u,25.0,control,0.016219255382610376,0.20552854363085435,-0.2889669180204921,0.3169875522235293,0.1091381128514362,False,False,"H1,H2,OOS,DD,CAGR",0.01003251284669271,0.14599987578246443,-0.28896691802049135,False,"H1,H2,OOS,DD,CAGR"
broad,V1u,25.0,g200-rw,0.018751719350940776,0.22742667408739745,-0.2672108494702853,0.3350472612553231,0.13481485195435006,False,False,"H1,H2,OOS,DD,CAGR",0.01272947393026791,0.16941174931586253,-0.26721084947028584,False,"H1,H2,OOS,DD,CAGR"
small,EWall,10.0,control,0.1018177783174512,0.6781352696586781,-0.36166373582084177,0.7970199840580421,0.6139801956312065,False,False,"H1,H2,OOS,DD",0.10089643214031607,0.6366624355474834,-0.36166373582084055,False,"H1,H2,OOS,DD,CAGR"
small,EWall,10.0,v1gate-dg,0.016626870896850665,0.3357381436897263,-0.1191979650109446,0.441997264441217,0.218073834786152,False,False,"H1,H2,OOS,CAGR",0.010488438734623351,0.23420672839122583,-0.11919796501094648,False,"H1,H2,OOS,CAGR"
small,EWall,25.0,ddctl-8/.5/recover,0.07537951602540693,0.7202362679223339,-0.23421384151566071,0.811506774468947,0.6551414090794319,False,False,"H1,H2,OOS,DD,CAGR",0.07553049086706154,0.6830863344772165,-0.23421384151565972,False,"H2,OOS,DD,CAGR"
small,EWall,25.0,control,0.09894356898141088,0.6620350100338488,-0.36426007858275145,0.779203812346195,0.5986138224529463,False,False,"H1,H2,OOS,DD",0.09782050310343715,0.6206770724346838,-0.36426007858274945,False,"H1,H2,OOS,DD,CAGR"
small,EWall,25.0,v1gate-dg,0.010573854016971307,0.2237310825517476,-0.12733836282440902,0.3362749998144391,0.09863446558273892,False,False,"H1,H2,OOS,CAGR",0.004442953913557535,0.11382380272198883,-0.12733836282440802,False,"H1,H2,OOS,CAGR"
small,R10,10.0,ddctl-8/.5/high,0.10056470894782144,0.707341141396261,-0.22804939101724941,0.8378757395354653,0.606559774932845,False,False,"H1,H2,OOS,DD",0.10377462799434878,0.6895828655415506,-0.22804939101724997,False,"H2,OOS,DD,CAGR"
small,R10,10.0,control,0.15730924395867496,0.7104894775349697,-0.35241599900169684,0.8855085192024778,0.6140257233651808,False,False,"H1,H2,OOS,DD",0.17553487121079092,0.7232654527577663,-0.3524159990016975,False,"H2,OOS,DD"
small,R10,10.0,band3-dg,0.15446397044222726,0.7010224066995449,-0.3524159990016966,0.8855085192024778,0.5975795924454277,False,False,"H1,H2,OOS,DD",0.17086342922282016,0.7093677747019109,-0.35241599900169684,False,"H2,OOS,DD"
small,R10,25.0,ddctl-8/.5/high,0.08618892639636866,0.6304562911044088,-0.2742351896796159,0.7650047412411246,0.5249045344281283,False,False,"H1,H2,OOS,DD,CAGR",0.08653616642560502,0.6008331523493068,-0.27423518967961535,False,"H2,OOS,DD,CAGR"
small,R10,25.0,control,0.1249073834119796,0.5967206056792783,-0.39520631701588216,0.7496400294643656,0.5116377227478546,False,False,"H1,H2,OOS,DD",0.14161236620595785,0.6174501991213336,-0.39520631701588194,False,"H2,OOS,DD"
small,R10,25.0,band3-dg,0.12213204745835804,0.5871236613483491,-0.3918641017040648,0.7496400294643656,0.4950043909339534,False,False,"H1,H2,OOS,DD",0.13705979086047515,0.6033851832891006,-0.39186410170406527,False,"H2,OOS,DD"
small,R20,10.0,ebud-0.20,0.1432010184902841,0.7619186685741891,-0.30167155631651654,0.8803281043730655,0.7033980401546887,False,False,"H1,H2,OOS,DD",0.16378025010645647,0.7922553146106635,-0.30167155631651643,False,"H2,OOS,DD"
small,R20,10.0,control,0.146625770635207,0.7674534724329153,-0.30849894580592396,0.8700829119597067,0.7215662514865394,False,False,"H1,H2,OOS,DD",0.17097711041046781,0.8091056551333645,-0.30849894580592363,False,"H2,OOS,DD"
small,R20,10.0,ddctl-8/.5/high,0.08138462074795005,0.6635328455550985,-0.19302230552602395,0.739483268641326,0.6118228692800962,False,False,"H1,H2,OOS,CAGR",0.0876541184293178,0.6710105665540217,-0.19302230552602395,False,"H2,OOS,CAGR"
small,R20,25.0,ebud-0.20,0.11640286244374232,0.6448886894425385,-0.30290704519776646,0.7422855878114791,0.5972362590394296,False,False,"H1,H2,OOS,DD",0.1353727316144473,0.681419573302655,-0.3029070451977667,False,"H2,OOS,DD"
small,R20,25.0,control,0.11900427179259498,0.6491016368132165,-0.3097889357986777,0.7315088803007226,0.6132194570457989,False,False,"H1,H2,OOS,DD",0.14135706840808382,0.6962918593916119,-0.3097889357986776,False,"H2,OOS,DD"
small,R20,25.0,ddctl-8/.5/recover,0.08202735359424951,0.6558117332253333,-0.20884601822731885,0.6580839566170059,0.6599080366093241,False,False,"H1,H2,OOS,DD,CAGR",0.09875050644278094,0.726414047643807,-0.20884601822731863,False,"H2,OOS,DD,CAGR"
small,R40,10.0,ebud-0.20,0.10193507108670263,0.6339933881793919,-0.3171843154772952,0.7616045400395534,0.5640850161955931,False,False,"H1,H2,OOS,DD",0.11127148503818773,0.6386875799242132,-0.3171843154772951,False,"H2,OOS,DD"
small,R40,10.0,control,0.10059728561980452,0.6248707036219376,-0.3197178909859474,0.748049141733661,0.5576987816384065,False,False,"H1,H2,OOS,DD",0.11033448473838336,0.6323331812223615,-0.3197178909859473,False,"H2,OOS,DD"
small,R40,10.0,band3-rw,0.09730149492998041,0.6159543431772556,-0.2783693511466556,0.75249269316218,0.5350750996280863,False,False,"H1,H2,OOS,DD,CAGR",0.10383213803912472,0.6120157749846938,-0.2783693511466554,False,"H2,OOS,DD,CAGR"
small,R40,10.0,ddctl-8/.5/high,0.062005946635524944,0.5985347418099308,-0.2001116376335922,0.7200918253002012,0.48841319802434663,False,False,"H1,H2,OOS,CAGR",0.06873548253920791,0.6324201537392693,-0.20011163763359208,False,"H2,OOS,CAGR"
small,R40,25.0,ebud-0.20,0.07907884031022805,0.5163611469290477,-0.33037344737553687,0.6226770939385055,0.4576758177164591,False,False,"H1,H2,OOS,DD,CAGR",0.08751472158193496,0.527930626120267,-0.33037344737553687,False,"H1,H2,OOS,DD,CAGR"
small,R40,25.0,control,0.07766185726834585,0.5072950158031226,-0.33389270880384014,0.609602890141807,0.45107770038192596,False,False,"H1,H2,OOS,DD,CAGR",0.08645509650930583,0.5214181202622331,-0.33389270880384114,False,"H1,H2,OOS,DD,CAGR"
small,R40,25.0,band3-rw,0.07453194531711138,0.4967321896251251,-0.2989602275921486,0.6147139965701942,0.4258515299142946,False,False,"H1,H2,OOS,DD,CAGR",0.08014256669769604,0.498688677750368,-0.2989602275921477,False,"H1,H2,OOS,DD,CAGR"
small,R40,25.0,ddctl-8/.5/high,0.050041744532573595,0.5079849663050973,-0.21397220574823528,0.5972394688336136,0.4305051381637177,False,False,"H1,H2,OOS,DD,CAGR",0.05646000972365428,0.543974917199068,-0.21397220574823517,False,"H1,H2,OOS,DD,CAGR"
small,R5,10.0,abs12-dg,0.18715473299863095,0.6902746640820488,-0.39834502558762874,0.8125129070404521,0.6284712843346196,False,False,"H1,H2,OOS,DD",0.24052165730294206,0.7741441065481341,-0.3983450255876302,False,"H2,OOS,DD"
small,R5,10.0,control,0.18715473299863095,0.6902746640820488,-0.39834502558762874,0.8125129070404521,0.6284712843346196,False,False,"H1,H2,OOS,DD",0.24052165730294206,0.7741441065481341,-0.3983450255876302,False,"H2,OOS,DD"
small,R5,10.0,ddctl-8/.5/high,0.11239121790594586,0.6545083896214337,-0.2655515176761388,0.7014319468955672,0.623817378155062,False,False,"H1,H2,OOS,DD",0.14792723826694631,0.7616824997373787,-0.26555151767614016,False,"H2,OOS,DD"
small,R5,25.0,abs12-dg,0.14944774048248832,0.5909986933358519,-0.47637271849646634,0.6948628568546148,0.5386287558243228,False,False,"H1,H2,OOS,DD",0.19969330430409604,0.6821558020432156,-0.4763727184964668,False,"H2,OOS,DD"
small,R5,25.0,control,0.14944774048248832,0.5909986933358519,-0.47637271849646634,0.6948628568546148,0.5386287558243228,False,False,"H1,H2,OOS,DD",0.19969330430409604,0.6821558020432156,-0.4763727184964668,False,"H2,OOS,DD"
small,R5,25.0,ddctl-8/.5/high,0.08951672769599583,0.5498846356622175,-0.29627890816860347,0.5748321003385061,0.5380084380983715,False,False,"H1,H2,OOS,DD,CAGR",0.12488060500194864,0.6722321770792555,-0.29627890816860725,False,"H2,OOS,DD"
small,V1u,10.0,ebud-0.20,0.03513652849070037,0.40130788422012187,-0.31937131448321954,0.6613868013438138,0.14838229934789837,False,False,"H1,H2,OOS,DD,CAGR",0.01908476555919525,0.24417112027820617,-0.31937131448322054,False,"H1,H2,OOS,DD,CAGR"
small,V1u,10.0,control,0.07049940049744285,0.5374688874447029,-0.34024530376476525,0.6185103570731859,0.4662440403685096,False,False,"H1,H2,OOS,DD,CAGR",0.07075009526850029,0.5310569496765438,-0.34024530376476436,False,"H1,H2,OOS,DD,CAGR"
small,V1u,10.0,g200-rw,0.08731316332403005,0.6339975066098719,-0.32835737716197944,0.6893969211991025,0.5871739869865857,False,False,"H1,H2,OOS,DD,CAGR",0.0885920617525009,0.630593571278528,-0.3283573771619782,False,"H1,H2,OOS,DD,CAGR"
small,V1u,10.0,ebud-0.10,0.019394854851443544,0.3843818086930678,-0.19262457919811915,0.5667384908447288,0.19692878438124065,False,False,"H1,H2,OOS,CAGR",0.011181661472086768,0.24203428442919983,-0.1926245791981187,False,"H1,H2,OOS,CAGR"
small,V1u,25.0,ebud-0.20,0.003646888657876435,0.08643237012003449,-0.37923977856856494,0.3409637675030553,-0.16140891752966205,False,False,"H1,H2,OOS,DD,CAGR",-0.011954737382619207,-0.07590118955195838,-0.37923977856856683,False,"H1,H2,OOS,DD,CAGR"
small,V1u,25.0,control,0.018284150566213686,0.1968229627816599,-0.44094575553758175,0.2510935353734801,0.14861849139905536,False,False,"H1,H2,OOS,DD,CAGR",0.01861917757130116,0.19789328807651982,-0.440945755537582,False,"H1,H2,OOS,DD,CAGR"
small,V1u,25.0,ebud-0.10,0.0035219443577543252,0.09232056703262656,-0.2295792981169229,0.2785924357397506,-0.0991538405922044,False,False,"H1,H2,OOS,DD,CAGR",-0.004567910172176393,-0.06307975891966584,-0.22957929811692113,False,"H1,H2,OOS,DD,CAGR"
small,V1u,25.0,g200-rw,0.03403752404638882,0.29826181628601506,-0.43035606447187746,0.32399571885963663,0.27645209863293224,False,False,"H1,H2,OOS,DD,CAGR",0.03544808975838709,0.30373314688955766,-0.430356064471878,False,"H1,H2,OOS,DD,CAGR"
u56,EWall,10.0,abs12-rw,0.11818251417132308,1.0706417877686571,-0.19885937491003614,1.2284337179474893,0.9540227603031364,False,True,-,0.12045394165801615,1.0313474478727305,-0.19885937491003558,True,-
u56,EWall,10.0,band3-rw,0.1224984612386042,1.1609261853121602,-0.17714795261642868,1.2103690241512313,1.1285919593187086,False,True,-,0.13410735294295106,1.2025375283414923,-0.17714795261642902,True,-
u56,EWall,10.0,band3-dg,0.08660060029784411,1.2056281407093048,-0.1205494676867116,1.2259292260997592,1.1908515172982774,False,False,CAGR,0.09534815248934558,1.2850846619485738,-0.12054946768671182,False,CAGR
u56,EWall,10.0,control,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,False,False,DD,0.13817415675493705,1.1357457661990906,-0.22525890947548444,False,DD
u56,EWall,25.0,control,0.13128889455610726,1.1133658809928635,-0.2254761817775679,1.1793263208835163,1.0613518094908139,False,False,DD,0.13671236509806106,1.125049412500613,-0.22547618177756779,False,DD
u56,EWall,25.0,band3-dg,0.08371267641165203,1.1680530085974432,-0.12092635506895333,1.1880997716532633,1.1533940644925451,False,False,CAGR,0.09241429872042128,1.2482558034007076,-0.12092635506895344,False,CAGR
u56,EWall,25.0,vol60-dg,0.11354987673953176,1.1126808541894146,-0.16898084587657047,1.1368578524894812,1.0912389655644719,False,True,-,0.1191424728774535,1.1640584021681937,-0.16898084587657036,True,-
u56,R10,10.0,abs12-rw,0.1618687030738415,1.0532567599689067,-0.24091758546790631,1.193085521383254,0.9679053601079604,False,False,DD,0.16872446375592065,1.0022644587550826,-0.2409175854679061,False,DD
u56,R10,10.0,control,0.16852832894700986,1.077252258467612,-0.2409175854679062,1.180656095905566,1.0129103015418124,False,False,DD,0.17741575007649701,1.044242060240687,-0.24091758546790598,False,DD
u56,R10,10.0,band3-rw,0.16167129049204876,1.0492219962231386,-0.23275339585232535,1.1558768072852639,0.9808047050660661,False,False,DD,0.16943652175117552,1.0149392671192532,-0.23275339585232568,False,DD
u56,R10,25.0,abs12-rw,0.14019427718648703,0.9307274083948309,-0.24207790656163142,1.0527747662195333,0.8564083487195089,False,False,DD,0.14632672714009276,0.8885056214075664,-0.24207790656163175,False,"H1,DD"
u56,R10,25.0,control,0.14625891585895223,0.9538430939209512,-0.24207790656163142,1.0393810082565094,0.9015122704849199,False,False,DD,0.15483023735833412,0.9305852449628962,-0.24207790656163164,False,"H1,DD"
u56,R10,25.0,band3-rw,0.13983692416298932,0.9262215606804641,-0.2339280579706372,1.014940839630062,0.8700612293418412,False,False,DD,0.14739058615899636,0.9018315967643106,-0.23392805797063743,False,"H1,DD"
u56,R20,10.0,control,0.1549168805140131,1.1709874716520696,-0.22210415740480627,1.268351743368814,1.1065649555456085,False,False,DD,0.16638965234820668,1.1676757786012193,-0.22210415740480582,False,DD
u56,R20,10.0,ddctl-8/.5/high,0.09879559392542991,0.9972233954465897,-0.16561882213281043,1.0734644672569311,0.9294266959987612,False,False,CAGR,0.1063792565447439,1.0342641820641878,-0.16561882213281065,False,CAGR
u56,R20,10.0,vol60-dg,0.12751520395943516,1.0910421561291848,-0.1676208919519887,1.1281372250483939,1.0621011879531772,False,True,-,0.13750320598376775,1.1300653948978705,-0.1676208919519886,True,-
u56,R20,25.0,control,0.13936218923581323,1.066869782314063,-0.22340277155554722,1.150859861484296,1.0119417603006913,False,False,DD,0.15087243394308603,1.0721881027666573,-0.22340277155554744,False,DD
u56,R20,25.0,ddctl-8/.5/recover,0.09824108097285733,0.9268951551542877,-0.16679040564702563,1.0394366214072026,0.8315570478434829,False,False,"H2,CAGR",0.10248481850156299,0.9253101174450427,-0.16679040564702574,False,"H2,CAGR"
u56,R40,10.0,ebud-0.10,0.1370136574116676,1.1614856812433714,-0.21586380451261178,1.259240737985766,1.08723505195489,False,False,DD,0.14208885651231395,1.1507891421458758,-0.21586380451261222,False,DD
u56,R40,10.0,band3-dg,0.11065783184642974,1.1969170065215031,-0.15753863416794056,1.2329001714566,1.1749195395338792,False,True,-,0.12378496160456898,1.2609028055441294,-0.15753863416794056,True,-
u56,R40,10.0,vol60-dg,0.11985010301475763,1.1322599269898734,-0.15985537125474725,1.1465737603954045,1.1197543058157282,False,True,-,0.12644025405322679,1.1871703192648202,-0.15985537125474758,True,-
u56,R40,25.0,ebud-0.10,0.12957775467489974,1.1051271616235185,-0.21670123688108112,1.2018454072719267,1.0313395933648826,False,False,DD,0.13419353913124987,1.0939721537066953,-0.216701236881081,False,DD
u56,R40,25.0,band3-dg,0.10439364143920749,1.1349805295380728,-0.15825680374876094,1.1701856063641314,1.1132015411429483,False,False,CAGR,0.11709370285661591,1.1989759517669984,-0.15825680374876072,True,-
