D,rule,level,overlap,ratio,sigma_ratio,floor_U56,floor_B136,floor_SMALL665,sigma_U56,sigma_B136,sigma_SMALL665
6,FIXED_K,12.0,0.10859500805152977,2.197238478982819,1.9771608069116795,0.07595883576775267,0.08233620361845134,0.16689967676764264,0.2948706687650868,0.2977016934046689,0.5830067293901655
6,FIXED_K,24.0,0.2153280998389694,2.196790469083239,1.694055473454052,0.05835319562560812,0.09325963059059594,0.12818974399088567,0.3772995596843337,0.5019844006444288,0.6391663842150493
6,FIXED_K,36.0,0.32494632313472893,1.9855409294040915,1.7926537701204641,0.05048523936546074,0.10024050909088494,0.06331737909421963,0.5106645959471582,0.6997281016912398,0.3903308677638398
6,RATIO_K,0.0541,0.05106970324361629,1.4877726004229133,2.347564727933169,0.09420186174697054,0.08425278640448074,0.06331737909421963,0.16627054543773662,0.22807658787452284,0.3903308677638398
6,RATIO_K,0.2667,0.2697253382097401,2.233709183193293,1.9016372904707723,0.08176908103788276,0.10024050909088494,0.04487625777120274,0.36796086467047245,0.6997281016912398,0.6964298796466484
6,RATIO_K,0.6545,0.6532019133530879,1.8435846740233715,2.2049229864285222,0.05048523936546074,0.02778611631910594,0.0273842802431654,0.5106645959471582,0.44012157225422743,0.9704341714864078
6,DISJOINT,12.0,0.0,1.532076638181807,1.4801580650768003,0.11864675750937731,0.1007864826617335,0.15441261553055763,0.4605843201779533,0.3644120719937405,0.5393874673728826
6,DISJOINT,24.0,0.0,1.7314293271029906,1.3351921222153424,0.06535851063829207,0.09147171055168121,0.11316364209491168,0.42259446155558256,0.492360644218942,0.5642447959608482
12,FIXED_K,12.0,0.10859500805152977,1.859372429459876,1.7963625505788101,0.10790560850649267,0.10242425677291918,0.19044483915148488,0.41888739634054695,0.37033374563045207,0.6652536718661232
12,FIXED_K,24.0,0.2153280998389694,1.4150992773156477,1.2012759066889431,0.09047872632373184,0.09873127282856457,0.1280363802331532,0.5850165228613836,0.5314363621413082,0.6384016977787735
12,FIXED_K,36.0,0.32494632313472893,2.0808864853421247,1.4360286748759825,0.04012494989157728,0.08349546595441311,0.0834810107428486,0.40586895459587924,0.5828394570416208,0.5146330412155878
12,RATIO_K,0.0541,0.05106970324361629,1.2074708934535439,2.8925272641138133,0.10080089062807228,0.09344074174826128,0.0834810107428486,0.17791812979617896,0.25294885137798256,0.5146330412155878
12,RATIO_K,0.2667,0.2697253382097401,1.8974861048040288,2.1124940054732,0.07183515798913163,0.08349546595441311,0.044003202839283224,0.32325821095109236,0.5828394570416208,0.6828810328541738
12,RATIO_K,0.6545,0.6532019133530879,1.6179210466018399,2.5477915521630603,0.04012494989157728,0.02480031394353434,0.02824236932152333,0.40586895459587924,0.3928275920201713,1.0008428204055497
12,DISJOINT,12.0,0.0,1.488542772360361,1.3940835063116244,0.11700262891378224,0.12069679970977863,0.17416341761677195,0.45420184612317405,0.4364014866246888,0.6083801146333516
12,DISJOINT,24.0,0.0,2.2732218695948854,1.8924163968088354,0.05437799071693841,0.12361323772237205,0.11176115121109646,0.3515967160676959,0.6653673905506482,0.5572518416168059
24,FIXED_K,12.0,0.10859500805152977,1.5768276543437005,1.489821825153986,0.11478684503474061,0.11737338257318852,0.18099907160564388,0.4456002177852989,0.42438506048439917,0.6322581253789523
24,FIXED_K,24.0,0.2153280998389694,1.5114331975296191,1.323274333876706,0.08673633019947917,0.09177073844308233,0.13109616889538367,0.5608189721581752,0.49397020814162057,0.6536580981335407
24,FIXED_K,36.0,0.32494632313472893,2.171087797926772,1.3231711528578378,0.04686661185890386,0.07188007268430827,0.10175152913703633,0.47406172000272173,0.5017582937773898,0.6272647925817708
24,RATIO_K,0.0541,0.05106970324361629,1.1415087017885308,3.1747730950102953,0.11193924807452553,0.11615025593021622,0.10175152913703633,0.1975778343238532,0.3144246639646736,0.6272647925817708
24,RATIO_K,0.2667,0.2697253382097401,1.9647293363515432,1.7552764182698268,0.10809351887954204,0.07188007268430827,0.055017002535458236,0.4864208349579392,0.5017582937773898,0.8538030209567901
24,RATIO_K,0.6545,0.6532019133530879,1.5873902994263023,2.298969770312943,0.04686661185890386,0.02952431539731715,0.030338433520942218,0.47406172000272173,0.4676539881704141,1.0751223817700686
24,DISJOINT,12.0,0.0,1.7336642122971364,1.674914297376104,0.11227731136786377,0.11164762897327246,0.19355949873879136,0.43585825869441686,0.40368254484969845,0.6761336659699303
24,DISJOINT,24.0,0.0,1.534468379951348,1.2774173790269414,0.07103730067696848,0.10900449168590463,0.09859675882557001,0.4593123303571348,0.5867335531995678,0.49161291591582834
