panel,book,stop,cool,cost,seed,p_mean_mult,dSharpe,win
U56,v1,0.03,0,0,0,0.9305251086715599,-0.035415328590441164,False
U56,v1,0.03,0,0,1,0.9305251086715599,-0.09635375361827636,False
U56,v1,0.03,0,0,2,0.9305251086715601,-0.047439235353120335,False
U56,v1,0.03,0,0,3,0.9305251086715601,0.0010138176493226236,True
U56,v1,0.03,0,0,4,0.9305251086715601,-0.04527580320531044,False
U56,v1,0.03,0,0,5,0.9305251086715601,-0.03275894157910131,False
U56,v1,0.03,0,0,6,0.9305251086715601,-0.11038943446611182,False
U56,v1,0.03,0,0,7,0.9305251086715601,0.015197293199061712,True
U56,v1,0.03,0,0,8,0.9305251086715601,-0.03470108177245956,False
U56,v1,0.03,0,0,9,0.9305251086715601,0.00628239143054421,True
U56,v1,0.03,0,10,0,0.9305251086715599,-0.144155178689793,False
U56,v1,0.03,0,10,1,0.9305251086715599,-0.20945015030553948,False
U56,v1,0.03,0,10,2,0.9305251086715601,-0.15518690252868428,False
U56,v1,0.03,0,10,3,0.9305251086715601,-0.11021138212444392,False
U56,v1,0.03,0,10,4,0.9305251086715601,-0.15350291110924852,False
U56,v1,0.03,0,10,5,0.9305251086715601,-0.14559796491157762,False
U56,v1,0.03,0,10,6,0.9305251086715601,-0.21876784572967178,False
U56,v1,0.03,0,10,7,0.9305251086715601,-0.09651346436209374,False
U56,v1,0.03,0,10,8,0.9305251086715601,-0.14399053314645172,False
U56,v1,0.03,0,10,9,0.9305251086715601,-0.10447010107102994,False
U56,v1,0.03,0,25,0,0.9305251086715599,-0.30644608186880573,False
U56,v1,0.03,0,25,1,0.9305251086715599,-0.3790626230888141,False
U56,v1,0.03,0,25,2,0.9305251086715601,-0.31570243180180063,False
U56,v1,0.03,0,25,3,0.9305251086715601,-0.27655334319721747,False
U56,v1,0.03,0,25,4,0.9305251086715601,-0.3153656418820188,False
U56,v1,0.03,0,25,5,0.9305251086715601,-0.3139339988042907,False
U56,v1,0.03,0,25,6,0.9305251086715601,-0.38034833114979827,False
U56,v1,0.03,0,25,7,0.9305251086715601,-0.264103938990785,False
U56,v1,0.03,0,25,8,0.9305251086715601,-0.3071052512825392,False
U56,v1,0.03,0,25,9,0.9305251086715601,-0.2697673819608246,False
U56,v1,0.03,21,0,0,0.755817716869636,0.0298130587221348,True
U56,v1,0.03,21,0,1,0.7558177168696358,-0.059138402767192844,False
U56,v1,0.03,21,0,2,0.7558177168696358,0.0196079397739628,True
U56,v1,0.03,21,0,3,0.7558177168696358,-0.009088286980363125,False
U56,v1,0.03,21,0,4,0.755817716869636,-0.05379677040157804,False
U56,v1,0.03,21,0,5,0.7558177168696358,-0.004907150530213511,False
U56,v1,0.03,21,0,6,0.7558177168696358,0.030881400468941722,True
U56,v1,0.03,21,0,7,0.755817716869636,0.03400304576034674,True
U56,v1,0.03,21,0,8,0.7558177168696358,-0.0689710089825104,False
U56,v1,0.03,21,0,9,0.7558177168696358,-0.010561673703925911,False
U56,v1,0.03,21,10,0,0.755817716869636,-0.07824280247022486,False
U56,v1,0.03,21,10,1,0.7558177168696358,-0.1650124851872763,False
U56,v1,0.03,21,10,2,0.7558177168696358,-0.08692313295486442,False
U56,v1,0.03,21,10,3,0.7558177168696358,-0.11417731679945264,False
U56,v1,0.03,21,10,4,0.755817716869636,-0.15201412058778352,False
U56,v1,0.03,21,10,5,0.7558177168696358,-0.10230794031501855,False
U56,v1,0.03,21,10,6,0.7558177168696358,-0.0711611731685019,False
U56,v1,0.03,21,10,7,0.755817716869636,-0.06896961324384276,False
U56,v1,0.03,21,10,8,0.7558177168696358,-0.16528811453200515,False
U56,v1,0.03,21,10,9,0.7558177168696358,-0.11036619813507231,False
U56,v1,0.03,21,25,0,0.755817716869636,-0.2404935438352201,False
U56,v1,0.03,21,25,1,0.7558177168696358,-0.32345078308429154,False
U56,v1,0.03,21,25,2,0.7558177168696358,-0.24674217748807764,False
U56,v1,0.03,21,25,3,0.7558177168696358,-0.2708390111485448,False
U56,v1,0.03,21,25,4,0.755817716869636,-0.2988114949251575,False
U56,v1,0.03,21,25,5,0.7558177168696358,-0.2476962173434293,False
U56,v1,0.03,21,25,6,0.7558177168696358,-0.22385128677796323,False
U56,v1,0.03,21,25,7,0.755817716869636,-0.22276461112562038,False
U56,v1,0.03,21,25,8,0.7558177168696358,-0.309054534911753,False
U56,v1,0.03,21,25,9,0.7558177168696358,-0.26033630765853183,False
U56,v1,0.05,0,0,0,0.9762486639670561,-0.018638153883106523,False
U56,v1,0.05,0,0,1,0.9762486639670563,-0.007566099433928608,False
U56,v1,0.05,0,0,2,0.9762486639670563,-0.023403129342043916,False
U56,v1,0.05,0,0,3,0.9762486639670563,0.004550857413109344,True
U56,v1,0.05,0,0,4,0.9762486639670563,-0.04501195904430433,False
U56,v1,0.05,0,0,5,0.9762486639670561,-0.02385816297525023,False
U56,v1,0.05,0,0,6,0.9762486639670561,0.0008735221317799358,True
U56,v1,0.05,0,0,7,0.9762486639670563,0.010906706784514997,True
U56,v1,0.05,0,0,8,0.9762486639670563,-0.03469857856064129,False
U56,v1,0.05,0,0,9,0.9762486639670563,-0.046664611557148405,False
U56,v1,0.05,0,10,0,0.9762486639670561,-0.05912930761675461,False
U56,v1,0.05,0,10,1,0.9762486639670563,-0.04649801560093525,False
U56,v1,0.05,0,10,2,0.9762486639670563,-0.0652709535105841,False
U56,v1,0.05,0,10,3,0.9762486639670563,-0.03796449785416789,False
U56,v1,0.05,0,10,4,0.9762486639670563,-0.08812174601742595,False
U56,v1,0.05,0,10,5,0.9762486639670561,-0.06531659841207538,False
U56,v1,0.05,0,10,6,0.9762486639670561,-0.04082777900177448,False
U56,v1,0.05,0,10,7,0.9762486639670563,-0.0306585598155501,False
U56,v1,0.05,0,10,8,0.9762486639670563,-0.07459046221528587,False
U56,v1,0.05,0,10,9,0.9762486639670563,-0.08598065898293317,False
U56,v1,0.05,0,25,0,0.9762486639670561,-0.11960068141260843,False
U56,v1,0.05,0,25,1,0.9762486639670563,-0.10467428666976275,False
U56,v1,0.05,0,25,2,0.9762486639670563,-0.12777701417237194,False
U56,v1,0.05,0,25,3,0.9762486639670563,-0.10129271482476865,False
U56,v1,0.05,0,25,4,0.9762486639670563,-0.15255772039550056,False
U56,v1,0.05,0,25,5,0.9762486639670561,-0.12730401535614752,False
U56,v1,0.05,0,25,6,0.9762486639670561,-0.10346212078128161,False
U56,v1,0.05,0,25,7,0.9762486639670563,-0.09296086262656975,False
U56,v1,0.05,0,25,8,0.9762486639670563,-0.1340943555162441,False
U56,v1,0.05,0,25,9,0.9762486639670563,-0.14477813936906522,False
U56,v1,0.05,21,0,0,0.9112303498682589,0.01873580916814588,True
U56,v1,0.05,21,0,1,0.9112303498682589,-0.05181387114068314,False
U56,v1,0.05,21,0,2,0.9112303498682589,-0.02937668764860868,False
U56,v1,0.05,21,0,3,0.9112303498682589,0.037416824795682646,True
U56,v1,0.05,21,0,4,0.9112303498682589,0.010038958962157896,True
U56,v1,0.05,21,0,5,0.911230349868259,-0.018242481759908058,False
U56,v1,0.05,21,0,6,0.9112303498682589,-0.10068971623198264,False
U56,v1,0.05,21,0,7,0.9112303498682589,0.01928452014999804,True
U56,v1,0.05,21,0,8,0.9112303498682589,-0.019760664271245898,False
U56,v1,0.05,21,0,9,0.9112303498682589,-0.0064335867743640085,False
U56,v1,0.05,21,10,0,0.9112303498682589,-0.022419112087914805,False
U56,v1,0.05,21,10,1,0.9112303498682589,-0.0958309071047958,False
U56,v1,0.05,21,10,2,0.9112303498682589,-0.06801550726438754,False
U56,v1,0.05,21,10,3,0.9112303498682589,-0.009101521726691986,False
U56,v1,0.05,21,10,4,0.9112303498682589,-0.03435238119237305,False
U56,v1,0.05,21,10,5,0.911230349868259,-0.058786253212540496,False
U56,v1,0.05,21,10,6,0.9112303498682589,-0.1419139367596406,False
U56,v1,0.05,21,10,7,0.9112303498682589,-0.021168366011109274,False
U56,v1,0.05,21,10,8,0.9112303498682589,-0.06523408141859488,False
U56,v1,0.05,21,10,9,0.9112303498682589,-0.05209862533369469,False
