panel,book,cost_bps,chooser,pick_band,pick_gross,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_turn,committed_turn,committed_OOS_Sharpe,committed_OOS_CAGR,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,CAND,0.0,C_ISSHARPE,0.1,0.75,True,0.15421700519045656,1.3166330190393254,-0.17842353634890862,2.3227128152436802,4.394572810632718,1.2803390722324455,0.14353853330986377,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,0.0,C_ISCALMAR,0.03,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,4.394572810632718,4.394572810632718,1.2803390722324455,0.14353853330986377,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,10.0,C_ISSHARPE,0.1,0.75,True,0.15143590470034418,1.2949779675875455,-0.17932651968197655,2.3227128152436802,4.394572810632718,1.2397071765466101,0.13852464950781207,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,10.0,C_ISCALMAR,0.03,0.75,True,0.13852464950781207,1.2397071765466101,-0.17392304314971785,4.394572810632718,4.394572810632718,1.2397071765466101,0.13852464950781207,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,25.0,C_ISSHARPE,0.1,0.75,True,0.14727599570107763,1.2624644997483128,-0.18068038916435225,2.3227128152436802,4.394572810632718,1.1786655678511138,0.13104300062203,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,25.0,C_ISCALMAR,0.1,0.75,True,0.14727599570107763,1.2624644997483128,-0.18068038916435225,2.3227128152436802,4.394572810632718,1.1786655678511138,0.13104300062203,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,50.0,C_ISSHARPE,0.1,0.75,True,0.14037401421259843,1.20820793652726,-0.18293522403270213,2.3227128152436802,4.394572810632718,1.0767540132346374,0.11867736655768191,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAND,50.0,C_ISCALMAR,0.1,0.75,True,0.14037401421259843,1.20820793652726,-0.18293522403270213,2.3227128152436802,4.394572810632718,1.0767540132346374,0.11867736655768191,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.0,C_ISSHARPE,0.03,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,3.506382942083226,3.506382942083226,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,0.0,C_ISCALMAR,0.05,0.75,True,0.12923638882444033,1.2951231970214812,-0.15556925753910478,2.8443834270236428,3.506382942083226,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,10.0,C_ISSHARPE,0.1,0.75,True,0.12742580496415923,1.2557506586438485,-0.16204319607181528,1.913457736288351,3.506382942083226,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,10.0,C_ISCALMAR,0.05,0.75,True,0.12595776091052313,1.26515962286342,-0.15595820117116765,2.8443834270236428,3.506382942083226,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
U56,CAP2,25.0,C_ISSHARPE,0.1,0.75,True,0.12401039063037489,1.2247756229643798,-0.1623032412095644,1.913457736288351,3.506382942083226,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602,-0.33717256724185274
