universe,book,conv,kind,start,length,dSharpe,dCAGR,dMaxDD,dTurn
u56,v1,replace,season,7,14,-0.03739477102278166,-0.0055023672013811975,-0.0025598264003005022,1.2281942893353843
u56,v1,replace,season,7,21,-0.053014063125855215,-0.007717605838146513,-0.004157264906707758,0.5280090735189553
u56,v1,replace,season,7,28,-0.09287850361576255,-0.01230006332926803,1.1102230246251565e-16,0.2835948222984115
u56,v1,replace,season,14,14,-0.09871320056331334,-0.011899239650588589,0.0,1.3621711247928232
u56,v1,replace,season,14,21,-0.13858715535086275,-0.01646356511600988,0.0,1.1177568735722794
u56,v1,replace,season,14,28,-0.19320760624714783,-0.022495955811867585,-0.0016598910299199243,0.7907608230078402
u56,v1,replace,season,21,14,-0.07831654440502789,-0.009419212743466465,-0.0007068129913377907,1.499269396035757
u56,v1,replace,season,21,21,-0.13154337832235663,-0.015492148830923869,-0.0007068129913375687,1.172273345471318
u56,v1,replace,season,21,28,-0.21728452533067943,-0.024560600564577983,-0.007487650995568029,0.9648071375517695
u56,v1,replace,season,28,14,-0.10888750284513637,-0.012648107403822051,0.0,1.262451372290947
u56,v1,replace,season,28,21,-0.19366600941949785,-0.021741144560425196,-0.010878987531436235,1.054985164371395
u56,v1,replace,season,28,28,-0.19374911769666137,-0.021923764798288836,-0.03021290226558604,0.8664918075458168
u56,v1,replace,season,35,14,-0.15319246637028316,-0.0171575205043748,-0.011285948964312231,1.2609583418249635
u56,v1,replace,season,35,21,-0.1531127191978593,-0.01734094345707482,-0.030683779284683355,1.0724649849993888
u56,v1,replace,season,35,28,-0.15888457723402993,-0.017990056277188193,-0.021508529630354545,0.6939318177630192
u56,v1,replace,placebo,7,14,-0.051627732517290914,-0.005939493268423357,-0.005886182847582133,1.3166386550709817
u56,v1,replace,placebo,7,21,0.029216978713693997,0.002043663332687462,-0.010434700364404748,0.601796528172212
u56,v1,replace,placebo,7,28,0.02026326473616491,0.0009085275032205686,-0.0038680199904238544,0.24441083862758717
u56,v1,replace,placebo,14,14,0.033131556963024056,0.0025015354949491364,3.3306690738754696e-16,1.1639063298979409
u56,v1,replace,placebo,14,21,0.024193326552687577,0.0013659123603351198,2.220446049250313e-16,0.8065206403533196
u56,v1,replace,placebo,14,28,0.01755828456811992,-0.00014172555714897506,-0.00526753360401877,0.48102659206075415
u56,v1,replace,placebo,21,14,0.04625586680831939,0.004093520701987208,0.0,1.5403194344182047
u56,v1,replace,placebo,21,21,0.03989218688991858,0.0025820247683046027,-0.012342161031180354,1.2148253861256428
u56,v1,replace,placebo,21,28,0.024045665082430223,0.0002988429767383227,-0.012597544977346997,0.7170188501599206
u56,v1,replace,placebo,28,14,-0.03963880582877255,-0.005153119982083787,-0.007051258831712204,1.6894486534753987
u56,v1,replace,placebo,28,21,-0.05613618556205402,-0.0074197517466723095,-0.02281229165316201,1.1916421175096694
u56,v1,replace,placebo,28,28,-0.05613618556205402,-0.0074197517466723095,-0.02281229165316201,1.1916421175096694
u56,v1,replace,placebo,35,14,-0.04802186950950693,-0.006390120126766874,-1.1102230246251565e-16,1.6369504218097326
u56,v1,replace,placebo,35,21,-0.04802186950950693,-0.006390120126766874,-1.1102230246251565e-16,1.6369504218097326
u56,v1,replace,placebo,35,28,-0.04802186950950693,-0.006390120126766874,-1.1102230246251565e-16,1.6369504218097326
u56,v1,cash,season,7,14,-0.031614498850894845,-0.006568533122613962,-0.01935795397292206,-0.09471758093807026
u56,v1,cash,season,7,21,-0.009481689940481153,-0.006422720957637074,-0.005933791884471407,-1.0435059235008524
u56,v1,cash,season,7,28,-0.04492429985786084,-0.011861118957134043,-0.005783592793384806,-1.6483644363434529
u56,v1,cash,season,14,14,-0.04498614383281285,-0.008339981175895295,-0.008880558532928795,-0.13290247050222703
u56,v1,cash,season,14,21,-0.08138180279564045,-0.013768524958271078,3.3306690738754696e-16,-0.7377609833448311
u56,v1,cash,season,14,28,-0.16394321354387786,-0.022856513922338673,0.0,-1.4102491979428073
u56,v1,cash,season,21,14,-0.02921671046644958,-0.006943686659363735,2.220446049250313e-16,-0.02690997228419434
u56,v1,cash,season,21,21,-0.10811031679035421,-0.016090703314343813,1.1102230246251565e-16,-0.6993981868821706
u56,v1,cash,season,21,28,-0.21432729503422665,-0.027086937865114402,-0.0013454116227535895,-1.3033292122728
u56,v1,cash,season,28,14,-0.1231411004389108,-0.01589471664182107,-1.1102230246251565e-16,-0.07325745290218677
u56,v1,cash,season,28,21,-0.22600768130154164,-0.026893006737750413,0.004100447861927092,-0.6771884782928126
u56,v1,cash,season,28,28,-0.2516020663408107,-0.030141454422961234,-0.003108235581653851,-1.4848254294236334
u56,v1,cash,season,35,14,-0.18513775973090674,-0.021546208337503314,0.004008677528715143,-0.05824301830458367
u56,v1,cash,season,35,21,-0.20925549979437835,-0.024811394810987153,-0.006886355903636621,-0.8658799694354045
