panel,family,offset,dCAGR,dSharpe,dMaxDD,r_CAGR,r_DD
U56,TREND,915,-0.015364072992928524,-0.2528985220958634,-0.054726144553206346,0.17837804881626437,0.4539725710243098
U56,TREND,463,-0.018303382826736492,-0.369568640266537,-0.0499754305523733,0.21250365816883918,0.4145637314876134
U56,TREND,278,-0.0011802156407130227,-0.11747945490402589,-0.04121354409439504,0.0137023928010315,0.3418808090046622
U56,TREND,448,-0.015607926540878392,-0.3552558983296311,-0.056203257403912854,0.18120920694082165,0.46622574040071885
U56,TREND,345,-0.021417176197636056,-0.38001024457598187,-0.04313890140735266,0.24865503457623628,0.3578523234725605
U56,TREND,638,-0.011956169297531405,-0.22504695611104075,-0.06234377008647807,0.1388120293096879,0.5171634476459516
U56,TREND,448,-0.015607926540878392,-0.3552558983296311,-0.056203257403912854,0.18120920694082165,0.46622574040071885
U56,TREND,314,-0.015768629447649563,-0.2940747928475793,-0.038895581954683234,0.18307497983594767,0.32265249974419696
U56,TREND,339,-0.01945584439021797,-0.3482238202701802,-0.03814237784541907,0.2258838240352852,0.316404407378467
U56,TREND,463,-0.018303382826736492,-0.369568640266537,-0.0499754305523733,0.21250365816883918,0.4145637314876134
U56,TREND,542,-0.009024981044523761,-0.265276744795204,-0.08509162734540465,0.10478071212411412,0.7058649052296992
U56,TREND,429,-0.018117897624071455,-0.3889561193065516,-0.05832441621903428,0.21035016094509473,0.48382149703062993
U56,MOM,436,-0.015655453590268653,-0.16418265069875215,0.002483247441287695,0.17370502203154387,-0.012622876795064696
U56,MOM,881,-0.017909991844206496,-0.08523974024655678,0.018007448690123162,0.19872024211527642,-0.09153570539511108
U56,MOM,330,-0.022817588800823074,-0.231562917533925,0.023367261089103586,0.253172464310928,-0.11878077587504145
U56,MOM,276,-0.013937504057344396,-0.10559257342398243,0.022249299002673917,0.15464351993292805,-0.11309793595988687
U56,MOM,604,-0.009604653342402347,-0.007942940398545373,-0.0001507868480642438,0.10656839233865412,0.0007664817342745733
U56,MOM,512,-0.011908415998965749,-0.06437420598469323,-0.010333198326171522,0.13212978158275374,0.05252585272073998
U56,MOM,966,-0.02446262417210754,-0.0924834712081728,0.052706872527383486,0.27142494762378827,-0.2679202833775366
U56,MOM,803,-0.008197010788339565,0.03872644810106829,0.012073815152767953,0.0909499000697362,-0.0613737795862761
