verdict_set,stat,3,5,9,17,33
V_BAND,CAGR,0.7799999999999999,0.8438888888888889,0.9272222222222223,0.9411111111111112,0.9677777777777778
V_BAND,MaxDD,0.5827777777777778,0.7377777777777778,0.8500000000000001,0.9049999999999999,0.98
V_BAND,Sharpe,0.6122222222222222,0.7394444444444445,0.8538888888888888,0.9222222222222223,0.9483333333333334
V_RESOLVE,CAGR,0.6962962962962963,0.7674074074074073,0.7718518518518519,0.8437037037037037,0.8874074074074074
V_RESOLVE,MaxDD,0.6185185185185185,0.7644444444444445,0.854074074074074,0.9177777777777778,0.9422222222222223
V_RESOLVE,Sharpe,0.585925925925926,0.7296296296296296,0.802962962962963,0.9066666666666667,0.9214814814814815
V_SIGN,CAGR,0.7916666666666666,0.8988888888888888,0.9099999999999999,0.9405555555555556,0.9472222222222223
V_SIGN,MaxDD,0.5511111111111111,0.6944444444444444,0.8255555555555555,0.9088888888888889,0.9450000000000001
V_SIGN,Sharpe,0.5411111111111111,0.7127777777777777,0.7977777777777777,0.916111111111111,0.9411111111111112
V_TSTAT,CAGR,0.8588888888888889,0.8933333333333332,0.9361111111111112,0.9544444444444444,0.9755555555555555
V_TSTAT,MaxDD,0.7355555555555555,0.8416666666666667,0.87,0.9261111111111112,0.9616666666666666
V_TSTAT,Sharpe,0.7372222222222222,0.8122222222222223,0.8788888888888889,0.9261111111111112,0.9738888888888889
